,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,TB,Press,Sw,Crs,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA90,PL,Drib,sSh,Fld,Def,GCA90,PL.1,PD.1,Drib.1,gSh,Fld.1,Def.1,Cluster
31,Ruben Aguilar\Ruben-Aguilar,fr FRA,FW,Monaco,fr Ligue 1,27.0,1993.0,0.3972972972972973,0.02666666666666667,0.0,0.023715415019762848,0.41274238227146814,0.0,0.023715415019762848,0.3939393939393939,0.33,0.01845018450184502,0.01724137931034483,0.022222222222222227,0.4615384615384615,0.7499999999999999,0.7499999999999999,0.7105263157894736,0.7030386740331492,0.29319955406911935,0.6365975103734439,0.8046367851622875,0.6156804733727811,0.5667553191489362,0.29872881355932207,0.8686098654708521,0.8665369649805448,0.32368703108252944,0.3754098360655738,0.48982035928143713,0.3016359918200409,0.15789473684210525,0.37254901960784315,0.37142857142857144,0.4876712328767123,0.3826199740596628,0.32679738562091504,0.6,0.36267232237539765,0.6358296622613804,0.08247422680412371,0.22262773722627738,0.36917562724014336,0.801980198019802,0.6132743362831858,0.7112068965517242,0.6796703296703297,0.012421383647798743,0.7926153846153845,0.4853273137697517,0.8046511627906977,0.07662835249042146,0.22471910112359553,0.3450292397660819,0.294314381270903,0.25067385444743934,0.2515114873035067,0.3450980392156863,0.06779661016949153,0.04761904761904762,0.1797752808988764,0.0,0.2711864406779661,0.23529411764705882,0.0,0.14814814814814814,0.0,0.16666666666666669,0.0,0
107,Angeliño\Angelino,es ESP,FW,RB Leipzig,de Bundesliga,23.0,1997.0,0.3783783783783784,0.11333333333333334,0.20176991150442475,0.1897233201581028,0.407202216066482,0.20141342756183744,0.1897233201581028,0.3333333333333333,0.31,0.24723247232472328,0.1120689655172414,0.14444444444444446,0.3076923076923077,0.7857142857142857,0.7857142857142857,0.5637958532695375,0.6671270718232043,0.16722408026755844,0.552448132780083,0.885935085007728,0.4677514792899408,0.4683510638297872,0.22775423728813557,0.7071748878923766,0.7770428015564202,0.24758842443729906,0.40409836065573773,0.7197604790419162,0.15337423312883436,0.2236842105263158,0.4117647058823529,0.4285714285714286,0.6383561643835617,0.3450064850843061,0.5446623093681917,0.9826086956521739,0.44962884411452814,0.5550660792951542,0.1752577319587629,0.32554744525547447,0.3888888888888889,0.9247524752475248,0.45221238938053093,0.8525862068965518,0.9434065934065934,0.7114779874213837,0.05846153846153846,0.5733634311512416,0.9348837209302325,0.06513409961685825,0.42696629213483145,0.5730994152046783,0.4013377926421404,0.5956873315363881,0.36275695284159615,0.4058823529411765,0.21186440677966104,0.2976190476190476,0.14606741573033707,0.0,0.21186440677966104,0.16666666666666669,0.09523809523809525,0.14814814814814814,0.0,0.0,0.0,0
173,Ridle Baku\Ridle-Baku,de GER,FW,Wolfsburg,de Bundesliga,22.0,1998.0,0.5351351351351351,0.13333333333333333,0.14513274336283183,0.13438735177865616,0.3822714681440443,0.1448763250883392,0.13438735177865616,0.5454545454545454,0.5,0.33948339483394835,0.06896551724137932,0.08888888888888889,0.2692307692307693,0.9285714285714285,0.9285714285714285,0.4473684210526315,0.4861878453038674,0.21070234113712372,0.4289626556016598,0.5870170015455951,0.35236686390532546,0.35132978723404257,0.22245762711864406,0.6174887892376681,0.6564202334630351,0.26688102893890675,0.2983606557377049,0.39520958083832336,0.2955010224948875,0.3026315789473684,0.29411764705882354,0.7714285714285716,0.39452054794520547,0.26459143968871596,0.3355119825708061,0.49565217391304345,0.3817603393425239,0.434654919236417,0.13402061855670103,0.354014598540146,0.17383512544802868,0.5841584158415842,0.4026548672566372,0.6827586206896553,0.48736263736263746,0.12169811320754716,0.4756923076923077,0.3611738148984199,0.7534883720930233,0.026819923371647514,0.14606741573033707,0.33918128654970764,0.5418060200668896,0.490566037735849,0.24546553808948005,0.35490196078431374,0.11016949152542374,0.11904761904761905,0.1910112359550562,0.29411764705882354,0.45762711864406785,0.46078431372549017,0.0,0.1111111111111111,0.0,0.0,0.2,0
314,Antonin Bobichon\Antonin-Bobichon,fr FRA,FW,Angers,fr Ligue 1,24.0,1995.0,0.0027027027027026933,0.0,0.3292035398230089,0.09486166007905139,0.08171745152354569,0.32685512367491165,0.09486166007905139,0.0,0.0,0.5055350553505535,0.06896551724137932,0.08888888888888889,0.07692307692307694,0.5714285714285714,0.5714285714285714,0.5765550239234449,0.5635359116022098,0.29096989966555187,0.5413278008298755,0.5715610510046368,0.49437869822485214,0.4497340425531915,0.29872881355932207,0.6443946188340808,0.5863813229571985,0.38478027867095393,0.46885245901639344,0.6239520958083833,0.29141104294478526,0.13157894736842105,0.4117647058823529,0.2285714285714286,0.4602739726027397,0.42801556420233466,0.1503267973856209,0.0,0.4411452810180276,0.540381791483113,0.2061855670103093,0.5598540145985401,0.47849462365591394,0.3326732673267327,0.5867256637168141,0.2620689655172414,0.48736263736263746,0.04889937106918239,0.7326153846153846,0.2144469525959368,0.05813953488372093,0.03831417624521073,0.0,0.48538011695906436,0.26755852842809363,0.12398921832884098,0.3651753325272068,0.3862745098039216,0.16949152542372883,0.2380952380952381,0.44943820224719105,0.29411764705882354,0.2542372881355932,0.19607843137254902,0.0,0.0,0.33333333333333337,0.0,0.0,0
342,Benjamin Bourigeaud\Benjamin-Bourigeaud,fr FRA,FW,Rennes,fr Ligue 1,26.0,1994.0,0.49729729729729727,0.13999999999999999,0.34159292035398225,0.3122529644268775,0.41274238227146814,0.342756183745583,0.3122529644268775,0.2727272727272727,0.25,0.43911439114391143,0.14655172413793105,0.18888888888888888,0.23076923076923075,0.7857142857142857,0.7857142857142857,0.6770334928229665,0.7237569060773481,0.23634336677814932,0.7397510373443982,0.809273570324575,0.48254437869822486,0.463031914893617,0.2574152542372881,0.7968609865470851,0.7692607003891051,0.3483386923901394,0.7418032786885246,0.9652694610778444,0.3006134969325153,0.23684210526315788,0.37254901960784315,0.5142857142857143,0.5972602739726028,0.6588845654993515,0.3224400871459695,0.2173913043478261,0.623541887592789,0.6710719530102791,0.2577319587628866,0.3875912408759124,0.8333333333333334,0.5089108910891089,0.6504424778761062,0.5146551724137931,0.7730769230769231,0.07987421383647798,0.8633846153846153,0.38148984198645597,0.06162790697674419,0.18773946360153257,0.23595505617977527,0.6257309941520467,0.4648829431438126,0.4986522911051213,0.3555018137847642,0.25882352941176473,0.03389830508474576,0.25,0.0,0.11764705882352941,0.3305084745762712,0.1764705882352941,0.5,0.0,0.0,0.0,0.0,0
354,Julian Brandt\Julian-Brandt,de GER,FW,Dortmund,de Bundesliga,24.0,1996.0,0.17837837837837842,0.12,0.18938053097345128,0.16600790513833993,0.3753462603878116,0.18727915194346287,0.16600790513833993,0.3939393939393939,0.38,0.31365313653136534,0.12931034482758622,0.16666666666666666,0.38461538461538464,0.7678571428571428,0.7678571428571428,0.598883572567783,0.5676795580110496,0.3132664437012263,0.5473029045643154,0.5341576506955178,0.5210059171597633,0.5188829787234043,0.236228813559322,0.6623318385650224,0.6252918287937743,0.3569131832797428,0.4327868852459016,0.37185628742514976,0.5807770961145194,0.15789473684210525,0.33333333333333337,0.4000000000000001,0.4958904109589041,0.44617380025940334,0.40740740740740744,0.1565217391304348,0.5143160127253447,0.6035242290748898,0.4329896907216495,0.4145985401459854,0.35663082437275984,0.299009900990099,0.6575221238938053,0.41896551724137937,0.19175824175824172,0.15172955974842764,0.6356923076923077,0.19413092550790068,0.04883720930232558,0.20689655172413796,0.06741573033707865,0.3508771929824562,0.6153846153846153,0.20215633423180593,0.3869407496977026,0.5607843137254903,0.2033898305084746,0.14285714285714285,0.20224719101123595,0.0,0.45762711864406785,0.3529411764705882,0.0,0.4444444444444444,0.0,0.25,0.0,0
421,Hakan Çalhanoğlu\Hakan-Calhanoglu,tr TUR,FW,Milan,it Serie A,26.0,1994.0,0.5135135135135135,0.09333333333333334,0.4566371681415929,0.2885375494071146,0.27285318559556787,0.45406360424028275,0.2885375494071146,0.12121212121212122,0.13,0.5129151291512914,0.13793103448275865,0.15555555555555556,0.11538461538461538,0.6785714285714285,0.6607142857142857,0.5606060606060606,0.5925414364640884,0.23745819397993315,0.5692116182572615,0.7267387944358579,0.4736686390532545,0.4577127659574468,0.25529661016949146,0.5681614349775785,0.5669260700389105,0.30868167202572355,0.5532786885245902,0.7137724550898203,0.3047034764826176,0.40789473684210525,0.5882352941176471,0.5714285714285715,0.9452054794520549,0.5006485084306096,0.4509803921568627,0.3304347826086957,0.5726405090137858,0.5256975036710719,0.1752577319587629,0.3562043795620438,0.6792114695340502,0.4237623762376238,0.5743362831858407,0.3129310344827586,0.6137362637362638,0.06069182389937107,0.7526153846153847,0.20090293453724606,0.05581395348837209,0.1302681992337165,0.11235955056179776,0.46783625730994155,0.40802675585284276,0.28301886792452824,0.6239419588875454,0.5764705882352942,0.08474576271186442,0.4047619047619048,0.1910112359550562,0.08823529411764705,0.5508474576271187,0.30392156862745096,0.6666666666666667,0.0,0.1,0.125,0.0,0
434,Sergio Canales\Sergio-Canales,es ESP,FW,Betis,es La Liga,29.0,1991.0,0.4810810810810811,0.19333333333333333,0.23008849557522124,0.13438735177865616,0.23130193905817173,0.22968197879858657,0.13438735177865616,0.3939393939393939,0.55,0.4464944649446494,0.13793103448275865,0.07777777777777778,0.15384615384615388,0.9285714285714285,0.9642857142857143,0.7089314194577353,0.6767955801104972,0.31884057971014496,0.7810788381742739,0.5938176197836168,0.5032544378698226,0.4683510638297872,0.2828389830508475,0.8058295964125561,0.7498054474708171,0.3772775991425509,0.781967213114754,0.7616766467065867,0.48977505112474445,0.2894736842105263,0.3529411764705882,0.6285714285714287,0.6,0.49546044098573283,0.35947712418300654,0.3478260869565218,0.39766702014846234,0.6740088105726874,0.2577319587628866,0.5671532846715328,0.6702508960573477,0.32673267326732675,0.6929203539823009,0.3422413793103448,0.5587912087912088,0.8687106918238994,0.06492307692307692,0.16252821670428894,0.05465116279069767,0.015325670498084292,0.15730337078651688,0.7192982456140351,0.354515050167224,0.307277628032345,0.36638452237001207,0.46470588235294125,0.11864406779661019,0.21428571428571427,0.07865168539325844,0.0,0.3983050847457627,0.3137254901960784,0.16666666666666669,0.14814814814814814,0.13333333333333333,0.0,0.0,0
472,Gonzalo Castro\Gonzalo-Castro,de GER,FW,Stuttgart,de Bundesliga,33.0,1987.0,0.24864864864864863,0.13999999999999999,0.22831858407079644,0.20158102766798422,0.3850415512465374,0.22791519434628976,0.20158102766798422,0.3939393939393939,0.36,0.3357933579335793,0.12068965517241381,0.15555555555555556,0.3076923076923077,0.8392857142857142,0.8392857142857142,0.4218500797448166,0.4599447513812154,0.20624303232998878,0.4148547717842324,0.6080370942812984,0.3316568047337279,0.3140957446808511,0.2510593220338983,0.5008968609865472,0.5202334630350195,0.27974276527331193,0.3754098360655738,0.5167664670658683,0.2730061349693252,0.13157894736842105,0.3137254901960784,0.4000000000000001,0.6136986301369863,0.390402075226978,0.3507625272331155,0.04347826086956522,0.4559915164369036,0.41556534508076365,0.16494845360824742,0.4423357664233577,0.2795698924731183,0.2792079207920792,0.4451327433628318,0.40948275862068967,0.42692307692307696,0.07562893081761007,0.5726153846153846,0.2144469525959368,0.15116279069767444,0.11877394636015326,0.23595505617977527,0.36257309941520477,0.33444816053511706,0.5417789757412398,0.3845223700120919,0.3392156862745099,0.13559322033898305,0.25,0.0,0.47058823529411764,0.22033898305084748,0.1568627450980392,0.11904761904761905,0.18518518518518517,0.0,0.0,0.0,0
558,Maxwel Cornet\Maxwel-Cornet,ci CIV,FW,Lyon,fr Ligue 1,23.0,1996.0,0.46486486486486484,0.04666666666666667,0.08672566371681416,0.13438735177865616,0.5858725761772853,0.08657243816254417,0.13438735177865616,0.2727272727272727,0.18,0.2841328413284133,0.05172413793103448,0.06666666666666667,0.34615384615384615,0.732142857142857,0.732142857142857,0.6403508771929824,0.6588397790055248,0.2597547380156076,0.5640663900414938,0.9483771251931994,0.6215976331360947,0.5827127659574468,0.2870762711864406,0.7475336322869955,0.8120622568093386,0.25616291532690244,0.2934426229508197,0.39161676646706584,0.29141104294478526,0.23684210526315788,0.2549019607843137,0.7142857142857143,0.25205479452054796,0.3540856031128405,0.18518518518518517,0.3826086956521739,0.4072110286320255,0.5800293685756241,0.041237113402061855,0.2832116788321168,0.18458781362007168,0.46534653465346537,0.5973451327433629,0.7577586206896552,0.5203296703296704,0.6187106918238994,0.13415384615384615,0.4221218961625282,1.0,0.0421455938697318,0.0449438202247191,0.4152046783625731,0.7324414715719063,0.42587601078167114,0.1487303506650544,0.1803921568627451,0.0,0.21428571428571427,0.24719101123595505,0.0,0.4067796610169492,0.3627450980392157,0.0,0.0,0.13333333333333333,0.2916666666666667,0.0,0
