,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,TB,Press,Sw,Crs,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA90,PL,Drib,sSh,Fld,Def,GCA90,PL.1,PD.1,Drib.1,gSh,Fld.1,Def.1,Cluster
7,Charles Abi\Charles-Abi,fr FRA,FW,Saint-Étienne,fr Ligue 1,20.0,2000.0,0.0027027027027026933,0.19999999999999998,0.2761061946902654,0.13438735177865616,0.18559556786703604,0.27385159010600707,0.13043478260869568,0.48484848484848486,0.75,0.09963099630996314,0.15517241379310345,0.19999999999999998,0.3076923076923077,0.9285714285714285,0.9285714285714285,0.08851674641148326,0.10220994475138119,0.12486064659977698,0.038423236514522834,0.05069551777434313,0.11035502958579883,0.11994680851063831,0.14194915254237278,0.06860986547085203,0.06692607003891052,0.19078242229367637,0.022131147540983605,0.08982035928143713,0.03067484662576687,0.2631578947368421,0.058823529411764705,1.0285714285714287,0.2164383561643836,0.0933852140077821,0.10893246187363835,0.0,0.07423117709437965,0.10866372980910424,0.10309278350515465,0.3861313868613139,0.035842293906810034,0.07920792079207921,0.1265486725663717,0.13448275862068967,0.16648351648351645,0.21305031446540879,0.019846153846153843,0.34762979683972917,0.0,0.11494252873563218,0.0,0.36842105263157887,0.003344481605351173,0.2857142857142857,0.06650544135429262,0.11372549019607846,0.08474576271186442,0.0,0.11235955056179776,0.0,0.16949152542372883,0.19607843137254902,0.0,0.0,0.0,0.0,0.0,4
28,Kevin Agudelo\Kevin-Agudelo,co COL,FW,Spezia,it Serie A,21.0,1998.0,0.13783783783783782,0.04666666666666667,0.16637168141592917,0.0790513833992095,0.18559556786703604,0.16607773851590105,0.08300395256916998,0.15151515151515152,0.25,0.3025830258302583,0.08620689655172414,0.11111111111111112,0.2692307692307693,0.6607142857142857,0.6607142857142857,0.10606060606060606,0.10220994475138119,0.18283166109253063,0.11278008298755189,0.13663060278207112,0.07781065088757397,0.0670212765957447,0.19385593220338979,0.16591928251121077,0.16536964980544747,0.24115755627009655,0.13114754098360656,0.16167664670658685,0.34151329243353784,0.17105263157894737,0.09803921568627451,0.8000000000000002,0.2,0.13229571984435798,0.1721132897603486,0.0,0.16967126193001061,0.11453744493392072,0.0,0.3131386861313869,0.1075268817204301,0.1306930693069307,0.1407079646017699,0.19482758620689658,0.08186813186813187,0.25393081761006286,0.021076923076923076,0.1399548532731377,0.015116279069767443,0.04980842911877395,0.07865168539325844,0.391812865497076,0.1237458193979933,0.25067385444743934,0.18016928657799272,0.12156862745098038,0.22033898305084748,0.3928571428571429,0.3707865168539326,0.5882352941176471,0.22881355932203393,0.19607843137254902,0.0,0.0,0.23333333333333336,0.0,0.0,4
99,Sebastian Andersson\Sebastian-Andersson,se SWE,FW,Köln,de Bundesliga,29.0,1991.0,0.06756756756756757,0.16,0.49557522123893805,0.41897233201581036,0.39058171745152354,0.49469964664310956,0.41897233201581036,0.15151515151515152,0.14,0.12177121771217714,0.353448275862069,0.38888888888888884,0.34615384615384615,0.41071428571428564,0.37499999999999994,0.08532695374800638,0.08287292817679558,0.16945373467112593,0.048049792531120336,0.04729520865533231,0.12218934911242607,0.13590425531914893,0.1387711864406779,0.0946188340807175,0.09688715953307392,0.19506966773847798,0.03278688524590164,0.04790419161676647,0.29959100204498973,0.0,0.0392156862745098,0.48571428571428577,0.10958904109589042,0.0920881971465629,0.05228758169934641,0.06956521739130435,0.03499469777306469,0.08223201174743022,0.0,0.3788321167883211,0.014336917562724014,0.06336633663366337,0.051858407079646014,0.32844827586206893,0.19395604395604393,0.020283018867924527,0.13723076923076924,0.46049661399548536,0.009302325581395349,0.521072796934866,0.0898876404494382,0.24561403508771928,0.1036789297658863,0.14824797843665768,0.01571946795646917,0.00980392156862746,0.0,0.2857142857142857,0.0898876404494382,0.23529411764705882,0.2033898305084746,0.0784313725490196,0.0,0.0,0.26666666666666666,0.33333333333333337,0.0,4
145,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31.0,1989.0,0.42972972972972967,0.26,0.3256637168141593,0.26482213438735175,0.3628808864265928,0.3250883392226148,0.26482213438735175,0.42424242424242425,0.42,0.16236162361623616,0.32758620689655177,0.3555555555555555,0.5,0.732142857142857,0.6964285714285714,0.17942583732057416,0.17817679558011046,0.21070234113712372,0.1350207468879668,0.12828438948995363,0.19556213017751478,0.19707446808510637,0.18750000000000003,0.22152466367713006,0.22412451361867705,0.25187566988210086,0.06229508196721312,0.08922155688622754,0.2852760736196319,0.15789473684210525,0.21568627450980393,0.5714285714285715,0.2328767123287671,0.06744487678339817,0.22657952069716777,0.30434782608695654,0.16330858960763522,0.19970631424375918,0.2371134020618557,0.22700729927007302,0.06272401433691756,0.35841584158415846,0.2185840707964602,0.19224137931034482,0.14285714285714285,0.03742138364779874,0.31569230769230766,0.1399548532731377,0.013953488372093023,0.13409961685823754,0.3932584269662921,0.0760233918128655,0.17725752508361203,0.15094339622641512,0.11003627569528417,0.17254901960784313,0.1271186440677966,0.09523809523809525,0.1348314606741573,0.0,0.22881355932203393,0.22549019607843138,0.0,0.14814814814814814,0.0,0.0,0.0,4
155,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,eng Premier League,28.0,1991.0,0.35945945945945945,0.02666666666666667,0.1327433628318584,0.16205533596837945,0.502770083102493,0.13250883392226148,0.16205533596837945,0.12121212121212122,0.09,0.28044280442804426,0.060344827586206906,0.07777777777777778,0.23076923076923075,0.6607142857142857,0.6607142857142857,0.21291866028708134,0.19751381215469613,0.2508361204013377,0.13858921161825727,0.1106646058732612,0.26952662721893494,0.25824468085106383,0.23411016949152536,0.18565022421524663,0.17548638132295719,0.2733118971061094,0.05491803278688524,0.07664670658682635,0.29754601226993865,0.17105263157894737,0.058823529411764705,0.8285714285714287,0.14246575342465753,0.04539559014267185,0.13071895424836602,0.0782608695652174,0.1230116648992577,0.22026431718061676,0.0,0.27153284671532846,0.07706093189964157,0.15247524752475247,0.2752212389380531,0.16724137931034483,0.061538461538461535,0.019654088050314465,0.3449230769230769,0.2325056433408578,0.010465116279069767,0.11494252873563218,0.0449438202247191,0.14035087719298245,0.3277591973244147,0.1778975741239892,0.07134220072551391,0.09411764705882353,0.07627118644067797,0.10714285714285714,0.23595505617977527,0.11764705882352941,0.2542372881355932,0.20588235294117646,0.0,0.0,0.13333333333333333,0.16666666666666669,0.0,4
167,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,28.0,1992.0,0.21621621621621623,0.22,0.504424778761062,0.4822134387351779,0.4529085872576177,0.5035335689045937,0.4822134387351779,0.3333333333333333,0.26,0.28044280442804426,0.32758620689655177,0.3777777777777777,0.34615384615384615,0.6249999999999999,0.7142857142857143,0.08054226475279108,0.07734806629834251,0.16945373467112593,0.0503734439834025,0.05316846986089644,0.09911242603550298,0.11462765957446808,0.12288135593220333,0.0937219730941704,0.07821011673151752,0.2593783494105037,0.05573770491803279,0.05449101796407185,0.4601226993865031,0.14473684210526316,0.1568627450980392,0.6285714285714287,0.19726027397260273,0.07911802853437094,0.09586056644880174,0.09565217391304348,0.05832449628844114,0.08076358296622614,0.2268041237113402,0.19927007299270072,0.030465949820788533,0.20990099009900992,0.12123893805309734,0.18275862068965518,0.053296703296703295,0.012264150943396227,0.22492307692307695,0.1783295711060948,0.0069767441860465115,0.23371647509578544,0.0,0.029239766081871347,0.32441471571906355,0.1967654986522911,0.07496977025392987,0.07450980392156864,0.1864406779661017,0.13095238095238096,0.12359550561797752,0.32352941176470584,0.23728813559322037,0.21568627450980393,0.0,0.2222222222222222,0.0,0.0,0.0,4
190,Simon Banza\Simon-Banza,fr FRA,FW,Lens,fr Ligue 1,23.0,1996.0,0.14054054054054052,0.22,0.36283185840707965,0.2885375494071146,0.3545706371191135,0.36042402826855124,0.2885375494071146,0.3333333333333333,0.33,0.15867158671586717,0.3103448275862069,0.3444444444444445,0.42307692307692313,0.6607142857142857,0.6428571428571428,0.10925039872408292,0.0980662983425414,0.2051282051282051,0.08688796680497926,0.08284389489953632,0.10739644970414204,0.11728723404255317,0.14300847457627117,0.14618834080717488,0.12762645914396886,0.28938906752411586,0.08688524590163933,0.09341317365269462,0.41615541922290394,0.17105263157894737,0.1568627450980392,0.6857142857142857,0.19726027397260273,0.14915693904020755,0.14379084967320263,0.22608695652173916,0.10498409331919405,0.11747430249632894,0.07216494845360825,0.3197080291970803,0.1057347670250896,0.14257425742574256,0.1088495575221239,0.2379310344827586,0.13846153846153844,0.04827044025157233,0.17723076923076925,0.2889390519187359,0.0,0.17624521072796936,0.22471910112359553,0.1929824561403509,0.0802675585284281,0.10512129380053907,0.12938331318016927,0.15882352941176472,0.05932203389830509,0.30952380952380953,0.22471910112359553,0.2058823529411765,0.2796610169491526,0.2549019607843137,0.0,0.0,0.0,0.2916666666666667,0.0,4
204,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,eng Premier League,30.0,1989.0,0.12972972972972974,0.13333333333333333,0.4106194690265487,0.2964426877470356,0.31994459833795014,0.4098939929328622,0.2964426877470356,0.15151515151515152,0.17,0.24354243542435422,0.2672413793103449,0.3,0.3076923076923077,0.5178571428571428,0.48214285714285715,0.07097288676236044,0.0953038674033149,0.08249721293199552,0.027053941908713713,0.06831530139103555,0.12218934911242607,0.14388297872340422,0.11546610169491515,0.04080717488789238,0.06108949416342412,0.07931404072883172,0.018032786885245906,0.08862275449101796,0.006134969325153389,0.0,0.09803921568627451,0.4000000000000001,0.2410958904109589,0.0920881971465629,0.10239651416122005,0.060869565217391314,0.10180275715800638,0.12041116005873716,0.0,0.3671532846715329,0.048387096774193554,0.08118811881188119,0.084070796460177,0.23103448275862068,0.21043956043956044,0.032861635220125786,0.17415384615384616,0.417607223476298,0.0,0.3103448275862069,0.15730337078651688,0.16374269005847955,0.21739130434782608,0.16711590296495954,0.1934703748488513,0.23137254901960785,0.0,0.4047619047619048,0.30337078651685395,0.411764705882353,0.11864406779661019,0.0,0.0,0.0,0.23333333333333336,0.2916666666666667,0.0,4
259,Darío Benedetto\Dario-Benedetto,ar ARG,FW,Marseille,fr Ligue 1,30.0,1990.0,0.20270270270270271,0.19333333333333333,0.3168141592920353,0.29249011857707513,0.4168975069252077,0.3162544169611307,0.29249011857707513,0.3333333333333333,0.29,0.23985239852398524,0.3448275862068966,0.39999999999999997,0.5769230769230769,0.5,0.48214285714285715,0.07735247208931419,0.08563535911602209,0.13266443701226308,0.06190871369294608,0.03863987635239567,0.0940828402366864,0.10132978723404254,0.1387711864406779,0.06591928251121076,0.0821011673151751,0.12325830653804938,0.0959016393442623,0.12874251497005987,0.3016359918200409,0.2236842105263158,0.21568627450980393,0.7142857142857143,0.15616438356164383,0.0894941634241245,0.07407407407407408,0.09565217391304348,0.04984093319194061,0.09838472834067548,0.1134020618556701,0.1262773722627737,0.18458781362007168,0.1702970297029703,0.08761061946902654,0.23706896551724138,0.15714285714285717,0.036320754716981124,0.19723076923076924,0.30022573363431154,0.0,0.19540229885057472,0.0,0.33333333333333337,0.14046822742474915,0.09703504043126683,0.09915356711003627,0.1019607843137255,0.1440677966101695,0.13095238095238096,0.1910112359550562,0.5,0.33898305084745767,0.28431372549019607,0.0,0.0,0.0,0.25,0.4,4
286,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,Tottenham,eng Premier League,22.0,1997.0,0.0918918918918919,0.04666666666666667,0.1415929203539823,0.12252964426877472,0.3545706371191135,0.1413427561837456,0.12252964426877472,0.21212121212121213,0.2,0.2656826568265683,0.13793103448275865,0.17777777777777778,0.5384615384615385,0.5714285714285714,0.5714285714285714,0.2735247208931419,0.24999999999999994,0.27870680044593077,0.18224066390041496,0.14435857805255023,0.3405325443786983,0.3140957446808511,0.27118644067796605,0.25246636771300446,0.2381322957198444,0.2990353697749196,0.02868852459016394,0.1095808383233533,0.02044989775051125,0.2894736842105263,0.19607843137254902,0.9142857142857144,0.28493150684931506,0.18158236057068744,0.1459694989106754,0.0,0.10074231177094381,0.2775330396475771,0.0,0.23284671532846712,0.05376344086021505,0.17821782178217824,0.33008849557522124,0.11034482758620692,0.1401098901098901,0.011320754716981131,0.4356923076923077,0.19413092550790068,0.008139534883720932,0.0,0.0,0.05263157894736842,0.24414715719063543,0.09164420485175202,0.19709794437726721,0.25098039215686274,0.0,0.17857142857142858,0.4157303370786517,0.2058823529411765,0.38135593220338987,0.21568627450980393,0.0,0.0,0.23333333333333336,0.2916666666666667,0.46666666666666673,4
333,Denis Bouanga\Denis-Bouanga,ga GAB,FW,Saint-Étienne,fr Ligue 1,25.0,1994.0,0.5459459459459459,0.15333333333333335,0.511504424778761,0.43478260869565216,0.39335180055401664,0.5106007067137809,0.43478260869565216,0.12121212121212122,0.11,0.3616236162361623,0.31896551724137934,0.3,0.2692307692307693,0.46428571428571425,0.46428571428571425,0.1427432216905901,0.17679558011049723,0.1181716833890747,0.1181742738589212,0.19412673879443584,0.1718934911242604,0.18377659574468083,0.15783898305084737,0.13183856502242153,0.1731517509727626,0.11682743837084672,0.10983606557377049,0.20119760479041918,0.16462167689161555,0.17105263157894737,0.23529411764705882,0.5714285714285715,0.2164383561643836,0.11543450064850844,0.12200435729847496,0.1739130434782609,0.15906680805938495,0.18355359765051396,0.07216494845360825,0.2503649635036496,0.22043010752688172,0.36039603960396044,0.15663716814159293,0.28620689655172415,0.26703296703296703,0.05801886792452831,0.2603076923076923,0.3340857787810384,0.08488372093023255,0.06513409961685825,0.07865168539325844,0.6432748538011696,0.31438127090301005,0.18867924528301885,0.23216444981862153,0.17254901960784313,0.5932203389830508,0.30952380952380953,0.1910112359550562,0.5,0.364406779661017,0.2549019607843137,0.0,0.25925925925925924,0.1,0.125,0.2,4
347,Lucas Boyé\Lucas-Boye,ar ARG,FW,Elche,es La Liga,24.0,1996.0,0.5378378378378378,0.15333333333333335,0.2814159292035398,0.26877470355731226,0.4279778393351801,0.2791519434628975,0.26482213438735175,0.3636363636363636,0.32,0.25461254612546125,0.14655172413793105,0.18888888888888888,0.2692307692307693,0.8392857142857142,0.8392857142857142,0.13795853269537478,0.11464088397790055,0.254180602006689,0.10763485477178422,0.07140649149922719,0.16005917159763317,0.14654255319148937,0.22245762711864406,0.13228699551569506,0.10856031128404668,0.30332261521972137,0.10245901639344263,0.09940119760479044,0.474437627811861,0.09210526315789475,0.058823529411764705,0.6285714285714287,0.10136986301369863,0.17380025940337226,0.050108932461873645,0.026086956521739132,0.06892895015906682,0.11894273127753302,0.030927835051546393,0.28905109489051095,0.12007168458781363,0.07326732673267326,0.17256637168141592,0.16724137931034483,0.051648351648351645,0.04921383647798742,0.2387692307692308,0.13544018058690746,0.0,0.1417624521072797,0.11235955056179776,0.08187134502923978,0.22742474916387959,0.15363881401617252,0.05683192261185007,0.05686274509803923,0.1440677966101695,0.08333333333333334,0.22471910112359553,0.2058823529411765,0.11016949152542374,0.09803921568627451,0.0,0.1111111111111111,0.0,0.0,0.0,4
353,Martin Braithwaite\Martin-Braithwaite,dk DEN,FW,Barcelona,es La Liga,29.0,1991.0,0.08378378378378377,0.09999999999999999,0.25486725663716814,0.18577075098814233,0.314404432132964,0.254416961130742,0.1897233201581028,0.2727272727272727,0.29,0.0848708487084871,0.3017241379310345,0.33333333333333337,0.6153846153846154,0.3571428571428571,0.4464285714285714,0.1411483253588517,0.10773480662983426,0.28093645484949825,0.07684647302904567,0.03462132921174652,0.20739644970414203,0.17845744680851064,0.2722457627118644,0.09955156950672645,0.10116731517509728,0.20150053590568065,0.05491803278688524,0.0532934131736527,0.4621676891615542,0.19736842105263158,0.29411764705882354,0.5428571428571429,0.20821917808219179,0.04669260700389105,0.10021786492374729,0.0,0.031813361611876985,0.12628487518355358,0.15463917525773196,0.20291970802919712,0.05555555555555555,0.12079207920792079,0.18672566371681418,0.09568965517241379,0.023076923076923075,0.040566037735849055,0.23569230769230773,0.14672686230248305,0.0,0.11877394636015326,0.0,0.01169590643274854,0.2006688963210702,0.05390835579514825,0.11245465538089482,0.15490196078431373,0.06779661016949153,0.09523809523809525,0.25842696629213485,0.23529411764705882,0.2627118644067797,0.14705882352941177,0.0,0.0,0.26666666666666666,0.0,0.5333333333333333,4
363,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,eng Premier League,20.0,2000.0,0.06756756756756757,0.0,0.2973451327433628,0.19762845849802374,0.28116343490304707,0.2950530035335689,0.19762845849802374,0.0,0.0,0.3874538745387454,0.09482758620689657,0.12222222222222223,0.15384615384615388,0.5178571428571428,0.5178571428571428,0.05980861244019139,0.05801104972375689,0.14715719063545146,0.056431535269709544,0.10880989180834622,0.07011834319526628,0.07101063829787235,0.1483050847457627,0.06950672645739911,0.07509727626459145,0.16398713826366565,0.10491803278688526,0.12934131736526946,0.34355828220858897,0.0,0.27450980392156865,0.14285714285714282,0.17534246575342466,0.11284046692607004,0.06971677559912855,0.1391304347826087,0.07741251325556735,0.07488986784140966,0.24742268041237114,0.1569343065693431,0.08602150537634408,0.20594059405940596,0.08053097345132744,0.17672413793103448,0.10604395604395604,0.021540880503144653,0.19261538461538463,0.3340857787810384,0.0,0.0,0.0898876404494382,0.19883040935672516,0.23745819397993312,0.16981132075471694,0.1221281741233374,0.15098039215686276,0.0,0.380952380952381,0.2696629213483146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
389,Jonathan Burkardt\Jonathan-Burkardt,de GER,FW,Mainz 05,de Bundesliga,20.0,2000.0,0.14324324324324325,0.08666666666666667,0.3132743362831858,0.2608695652173913,0.36980609418282545,0.31448763250883394,0.2608695652173913,0.1818181818181818,0.18,0.2029520295202952,0.2241379310344828,0.2888888888888889,0.42307692307692313,0.48214285714285715,0.48214285714285715,0.15550239234449761,0.16988950276243095,0.1638795986622073,0.1353526970954357,0.18918083462132923,0.12130177514792899,0.12526595744680852,0.15889830508474576,0.22107623318385647,0.2377431906614786,0.22079314040728834,0.12950819672131147,0.16287425149700602,0.3292433537832311,0.0,0.19607843137254902,0.2571428571428572,0.19726027397260273,0.16472114137483787,0.10021786492374729,0.060869565217391314,0.18769883351007424,0.1644640234948605,0.0,0.2591240875912409,0.04659498207885305,0.15445544554455445,0.18672566371681418,0.2810344827586207,0.1554945054945055,0.059119496855345906,0.2526153846153846,0.24153498871331833,0.22093023255813954,0.0996168582375479,0.22471910112359553,0.11695906432748539,0.1237458193979933,0.2991913746630728,0.12938331318016927,0.18235294117647058,0.05932203389830509,0.08333333333333334,0.3707865168539326,0.0,0.2796610169491526,0.12745098039215685,0.0,0.25925925925925924,0.0,0.5416666666666667,0.0,4
391,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,eng Premier League,23.0,1997.0,0.1108108108108108,0.04666666666666667,0.2566371681415929,0.14624505928853757,0.2257617728531856,0.25618374558303886,0.14624505928853757,0.12121212121212122,0.17,0.2029520295202952,0.12068965517241381,0.15555555555555556,0.2692307692307693,0.5892857142857142,0.5892857142857142,0.069377990430622,0.06629834254143648,0.16164994425863982,0.02564315352697096,0.019783616692426592,0.10355029585798818,0.10930851063829787,0.14724576271186432,0.06995515695067264,0.051361867704280154,0.2593783494105037,0.0024590163934426206,0.02215568862275449,0.1503067484662577,0.09210526315789475,0.2549019607843137,0.37142857142857144,0.25205479452054796,0.023346303501945522,0.1241830065359477,0.060869565217391314,0.04135737009544009,0.07929515418502202,0.07216494845360825,0.2751824817518248,0.025089605734767026,0.28118811881188116,0.11238938053097344,0.10344827586206898,0.08351648351648351,0.0036163522012578613,0.20492307692307693,0.2957110609480813,0.0,0.05363984674329503,0.0,0.38011695906432746,0.20735785953177255,0.21563342318059295,0.1402660217654172,0.15098039215686276,0.364406779661017,0.16666666666666669,0.0,0.411764705882353,0.05932203389830509,0.06862745098039216,0.0,0.0,0.0,0.0,0.0,4
