Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
2330,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,es La Liga,33,1986,29.3,30.5,28.7,1.77,1.71,0.03,3.92,1.06,0.00,0.00,0.00,0.00,0.00,20.0,2.46,8.09,4.13,23.5,1.57,0.07,0.03,23.7,0.10,0.72,0.38,0.27,Matches
2331,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,es La Liga,23,1997,10.2,34.9,33.4,1.47,1.47,0.00,3.63,2.06,0.10,0.00,0.00,0.00,0.00,25.4,1.86,7.65,9.51,23.5,1.27,0.00,0.10,28.9,0.20,0.59,0.39,0.20,Matches
2332,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,es La Liga,19,2000,10.8,50.6,39.8,10.7,0.37,0.00,6.57,1.11,2.78,0.09,0.00,0.09,0.00,26.9,13.5,10.2,30.3,7.04,2.31,10.3,0.28,37.2,0.37,1.20,1.48,1.67,Matches
2333,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,es La Liga,19,2000,0.5,62.0,50.0,12.0,0.00,0.00,16.0,0.00,0.00,0.00,0.00,0.00,0.00,40.0,12.0,10.0,34.0,14.0,2.00,12.0,0.00,48.0,0.00,0.00,0.00,6.00,Matches
2334,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,eng Premier League,22,1997,27.0,40.6,32.3,8.22,1.67,0.00,2.33,2.11,0.00,0.00,0.00,0.00,0.00,21.7,1.56,17.3,4.63,29.2,0.04,0.00,3.96,29.0,0.15,1.48,0.15,0.15,Matches
2335,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,20,2000,22.9,64.4,58.4,5.98,1.14,0.26,8.69,1.22,2.27,3.01,1.27,1.22,0.09,49.9,7.42,7.03,7.64,53.4,1.31,1.75,0.04,50.7,0.39,1.18,2.45,1.97,Matches
2336,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,29,1991,20.6,69.2,63.1,6.17,1.12,0.00,8.06,1.60,2.18,0.00,0.00,0.00,0.00,48.9,9.37,11.0,54.5,6.84,1.26,5.05,0.29,59.4,0.15,0.97,1.80,1.41,Matches
2337,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,de Bundesliga,24,1996,20.1,41.0,38.8,2.29,0.20,0.05,7.26,1.94,2.69,1.64,0.80,0.55,0.05,29.8,5.27,5.97,34.1,5.17,0.60,0.45,0.40,30.6,0.00,0.95,1.54,2.14,Matches
2338,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,29,1990,11.9,57.4,54.4,3.03,3.03,0.08,7.14,1.60,0.25,0.00,0.00,0.00,0.00,41.1,5.97,10.3,10.8,38.6,3.95,0.00,0.17,47.8,0.08,1.09,0.59,0.59,Matches
2339,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,es La Liga,34,1986,23.2,36.5,35.8,0.69,0.56,0.17,8.23,0.69,0.34,0.00,0.00,0.00,0.00,19.1,6.68,10.7,4.87,25.0,3.75,0.13,0.22,24.7,0.34,1.16,1.29,1.25,Matches
2340,Mohamed Sankoh\Mohamed-Sankoh,nl NED,FW,Stuttgart,de Bundesliga,16,2003,0.2,10.0,10.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,Matches
2341,Siriki Sanogo\Siriki-Sanogo,ci CIV,MF,Benevento,it Serie A,18,2001,0.1,80.0,70.0,10.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,70.0,10.0,0.00,60.0,10.0,0.00,10.0,0.00,80.0,0.00,0.00,0.00,0.00,Matches
2342,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,25,1994,9.2,35.8,34.2,1.52,0.65,0.00,7.61,0.65,1.41,0.43,0.11,0.33,0.00,24.9,6.20,4.67,6.30,27.2,0.87,0.22,0.43,27.1,0.22,0.54,1.20,1.30,Matches
2343,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,eng Premier League,25,1994,3.3,48.8,46.4,2.42,0.61,0.00,10.3,2.12,2.42,1.82,1.21,0.00,0.00,31.8,7.88,9.09,7.27,37.3,3.03,0.00,0.00,37.0,0.00,1.21,0.91,2.73,Matches
2344,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Bologna,it Serie A,28,1991,13.0,40.8,36.7,4.15,1.38,0.15,5.46,1.15,1.69,1.77,0.77,0.69,0.08,30.5,4.62,5.69,4.38,34.7,0.69,0.62,0.23,31.5,0.15,0.62,1.08,1.77,Matches
2345,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,25,1995,3.0,52.0,50.0,2.00,2.00,0.33,5.33,1.33,0.33,0.00,0.00,0.00,0.00,43.0,3.67,5.33,2.00,48.3,1.00,0.00,0.33,45.7,0.00,0.33,1.67,0.67,Matches
2346,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,de Bundesliga,25,1995,24.5,43.3,42.6,0.73,0.57,0.00,8.20,1.35,1.06,0.00,0.00,0.00,0.00,27.9,7.22,8.16,3.39,35.5,2.24,0.08,0.33,33.1,0.16,0.69,1.22,1.71,Matches
2347,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,29,1991,0.4,42.5,40.0,2.50,0.00,0.00,15.0,0.00,2.50,0.00,0.00,0.00,0.00,25.0,7.50,10.0,5.00,20.0,10.0,0.00,2.50,30.0,2.50,0.00,0.00,0.00,Matches
2348,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,29,1991,6.5,45.4,37.8,7.54,0.62,0.00,5.23,1.23,2.46,0.00,0.00,0.00,0.00,28.9,7.85,8.62,6.92,29.2,2.00,6.92,0.15,39.4,0.00,0.31,0.46,0.77,Matches
2349,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,25,1994,24.6,53.1,48.4,4.76,1.54,0.04,4.39,0.53,0.69,0.00,0.00,0.00,0.00,40.0,4.67,8.41,39.8,7.15,1.67,3.21,0.12,46.2,0.24,0.57,0.57,0.73,Matches
2350,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Fiorentina,it Serie A,28,1991,0.6,70.0,68.3,1.67,0.00,0.00,15.0,0.00,0.00,0.00,0.00,0.00,0.00,56.7,8.33,5.00,20.0,45.0,1.67,1.67,0.00,63.3,0.00,0.00,3.33,0.00,Matches
2351,Riccardo Saponara\Riccardo-Saponara,it ITA,FWMF,Spezia,it Serie A,28,1991,4.3,31.9,31.2,0.70,0.23,0.23,8.84,0.70,1.16,0.23,0.00,0.00,0.00,21.9,4.19,5.81,8.37,21.6,0.47,0.23,0.00,24.9,0.47,0.23,1.63,1.16,Matches
2352,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,es La Liga,22,1997,4.3,18.6,17.2,1.40,0.00,0.00,7.67,0.00,0.00,0.00,0.00,0.00,0.00,11.2,5.35,2.09,1.16,11.6,1.40,0.00,1.40,14.7,0.00,0.93,0.47,0.47,Matches
2353,Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28,1992,14.7,43.5,41.0,2.52,0.41,0.68,8.03,1.09,2.52,1.22,0.82,0.07,0.00,33.6,4.97,4.97,34.8,7.35,0.34,0.75,0.14,33.5,0.14,0.75,1.56,1.77,Matches
2354,Josh Sargent\Josh-Sargent,us USA,FWMF,Werder Bremen,de Bundesliga,20,2000,27.8,22.0,21.0,1.01,0.04,0.11,5.76,0.07,0.43,0.00,0.00,0.00,0.00,13.4,5.40,3.24,3.99,13.6,1.37,0.22,0.86,15.6,0.07,0.29,0.94,0.94,Matches
2355,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,de Bundesliga,28,1992,5.0,77.0,66.4,10.6,1.40,0.00,7.00,0.60,2.20,0.00,0.00,0.00,0.00,56.6,14.0,6.40,8.80,56.0,2.20,9.20,0.00,68.0,0.20,1.00,1.00,1.40,Matches
2356,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Marseille,fr Ligue 1,28,1992,0.8,75.0,58.8,16.3,1.25,0.00,3.75,0.00,1.25,0.00,0.00,0.00,0.00,55.0,18.8,1.25,6.25,52.5,1.25,15.0,0.00,68.8,0.00,0.00,2.50,1.25,Matches
2357,Sidy Sarr\Sidy-Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24,1996,5.1,42.4,40.8,1.57,1.18,0.20,7.65,3.53,0.00,0.00,0.00,0.00,0.00,24.9,6.27,11.2,30.2,6.08,2.55,0.39,0.20,34.5,0.00,1.18,0.59,0.39,Matches
2358,Marco Sau\Marco-Sau,it ITA,MFFW,Benevento,it Serie A,32,1987,8.7,30.3,25.1,5.29,1.84,0.00,6.32,1.03,1.84,2.07,0.80,1.03,0.11,19.2,3.79,7.36,3.33,25.2,0.92,0.00,0.11,21.3,0.11,0.23,1.26,1.03,Matches
2359,Téji Savanier\Teji-Savanier,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,24.1,51.6,44.5,7.05,2.16,0.12,7.88,3.90,2.37,3.98,1.33,2.03,0.46,25.1,7.88,18.6,6.60,41.3,2.32,0.33,0.17,36.3,0.21,1.70,1.29,1.58,Matches
2360,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,29,1991,32.8,52.7,51.0,1.62,1.40,0.03,5.49,1.77,0.06,0.00,0.00,0.00,0.00,39.6,4.12,8.93,3.78,44.5,2.35,0.21,0.24,45.4,0.09,0.64,0.76,0.64,Matches
2361,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,eng Premier League,28,1991,16.5,43.2,41.3,1.88,1.15,0.06,5.39,1.09,0.30,0.00,0.00,0.00,0.00,31.4,4.91,6.85,4.12,36.1,1.70,0.06,0.48,36.7,0.24,0.42,0.61,0.91,Matches
2362,Gianluca Scamacca\Gianluca-Scamacca,it ITA,FW,Genoa,it Serie A,21,1999,15.0,23.7,22.6,1.13,0.00,0.07,5.60,1.20,0.87,0.00,0.00,0.00,0.00,13.6,5.47,4.67,1.33,17.7,1.93,0.00,0.67,15.9,0.00,0.47,0.80,1.33,Matches
2363,Dane Scarlett\Dane-Scarlett,eng ENG,FW,Tottenham,eng Premier League,16,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2364,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,28,1991,13.8,42.2,38.3,3.91,2.17,0.14,4.71,2.25,0.22,0.00,0.00,0.00,0.00,25.1,4.64,12.5,5.94,32.0,1.81,1.74,0.00,32.8,0.29,0.87,0.87,0.43,Matches
2365,Aurélien Scheidler\Aurelien-Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22,1998,3.8,20.0,17.6,2.37,0.00,0.00,4.21,0.26,0.00,0.00,0.00,0.00,0.00,13.7,4.21,2.11,1.84,13.7,2.11,0.00,0.53,15.0,0.00,0.00,0.00,0.53,Matches
2366,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,MF,Sassuolo,it Serie A,21,1999,0.2,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,Matches
2367,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,Benevento,it Serie A,33,1987,25.0,55.0,50.9,4.08,3.72,0.20,8.00,1.40,0.24,0.00,0.00,0.00,0.00,40.1,4.96,9.92,6.60,45.5,2.12,0.20,0.20,44.6,0.44,0.60,1.08,0.84,Matches
2368,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,de Bundesliga,24,1996,20.7,20.8,19.3,1.45,0.00,0.00,7.34,0.00,0.24,0.00,0.00,0.00,0.00,11.6,5.56,3.62,11.9,3.09,1.88,0.19,0.87,15.0,0.00,0.14,0.58,0.48,Matches
2369,Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,de Bundesliga,31,1988,8.3,21.9,21.2,0.72,0.00,0.00,6.27,0.24,1.20,0.00,0.00,0.00,0.00,11.8,5.30,4.82,2.89,12.4,3.25,0.24,0.72,12.0,0.12,0.60,1.69,1.81,Matches
2370,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,de Bundesliga,22,1997,29.2,43.8,42.5,1.27,0.99,0.14,9.11,1.20,0.34,0.00,0.00,0.00,0.00,30.9,5.27,7.60,26.9,13.3,2.12,0.17,0.27,33.8,0.48,0.82,1.68,1.27,Matches
2371,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23,1997,18.4,44.0,42.5,1.52,1.52,0.00,4.84,1.14,0.05,0.00,0.00,0.00,0.00,31.5,4.46,8.10,28.2,11.2,2.83,0.00,0.22,36.3,0.05,1.14,0.60,0.38,Matches
2372,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,20,1999,14.3,56.0,54.5,1.47,1.40,0.07,8.81,1.75,0.42,0.07,0.00,0.07,0.00,39.4,5.80,10.8,46.1,6.15,2.66,0.00,0.21,45.7,0.07,1.19,1.12,0.91,Matches
2373,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,27,1992,15.9,27.0,26.1,0.88,0.19,0.06,7.80,0.38,1.70,0.06,0.00,0.00,0.00,18.6,3.58,4.78,18.4,4.72,1.51,0.44,0.19,19.1,0.19,0.19,0.75,1.32,Matches
2374,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,1986,38.0,32.1,22.8,9.24,3.74,0.00,1.84,1.45,0.00,0.00,0.00,0.00,0.00,16.0,1.95,14.1,1.39,24.9,0.03,0.00,4.34,23.3,0.08,1.47,0.37,0.03,Matches
2375,Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30,1990,26.6,49.6,38.1,11.5,0.79,0.04,6.65,1.47,3.16,0.11,0.00,0.11,0.00,23.3,13.1,13.2,5.98,30.2,2.22,10.6,0.11,38.0,0.15,0.56,1.50,1.58,Matches
2376,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,20,2000,13.1,36.1,35.1,0.99,0.08,0.00,9.01,0.23,1.15,0.08,0.00,0.00,0.08,25.3,5.27,5.50,4.73,29.4,0.84,0.38,0.23,26.0,0.31,1.15,1.76,1.91,Matches
2377,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,4.6,53.5,42.2,11.3,1.09,0.00,5.87,1.09,1.09,0.00,0.00,0.00,0.00,25.0,11.5,17.0,7.39,32.0,3.26,10.2,0.22,38.7,0.00,1.52,2.39,1.74,Matches
2378,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,30,1989,24.4,66.1,64.1,2.01,1.97,0.00,7.83,2.58,0.29,0.04,0.00,0.00,0.00,51.5,5.16,9.47,7.87,54.7,2.13,0.00,0.37,58.3,0.12,0.82,0.82,0.41,Matches
2379,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,de Bundesliga,26,1994,10.5,34.5,31.7,2.76,0.57,0.10,6.10,0.48,0.57,0.57,0.10,0.29,0.19,24.8,6.38,3.33,11.1,20.6,0.67,1.62,0.10,27.5,0.00,0.38,0.95,1.71,Matches
2380,Jerdy Schouten\Jerdy-Schouten,nl NED,MF,Bologna,it Serie A,23,1997,27.9,49.7,48.8,0.97,0.68,0.14,6.27,1.15,0.25,0.07,0.00,0.04,0.04,37.6,5.88,6.31,3.12,42.9,2.33,0.00,0.25,43.2,0.14,0.68,0.93,0.54,Matches
2381,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,6.8,67.9,58.8,9.12,1.03,0.00,7.79,0.88,2.35,0.00,0.00,0.00,0.00,50.0,11.2,6.76,48.4,9.71,1.03,8.09,0.29,56.0,0.15,0.88,2.50,2.79,Matches
2382,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28,1992,26.0,35.3,24.8,10.5,2.04,0.00,2.08,0.77,0.00,0.00,0.00,0.00,0.00,20.9,1.42,13.0,5.27,24.4,0.00,0.04,4.73,27.9,0.27,0.62,0.19,0.04,Matches
2383,Christopher Scott\Christopher-Scott,de GER,FWMF,Bayern Munich,de Bundesliga,18,2002,0.4,20.0,20.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,2.50,2.50,7.50,12.5,0.00,0.00,0.00,15.0,0.00,0.00,0.00,2.50,Matches
2384,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,32,1988,1.7,64.1,54.7,9.41,3.53,0.00,6.47,5.29,2.35,5.88,2.35,2.35,0.59,46.5,2.35,15.3,2.94,60.0,1.18,0.00,0.00,50.0,0.59,1.76,1.18,0.00,Matches
2385,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,24,1996,1.0,28.0,15.0,13.0,5.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,20.0,1.00,21.0,0.00,0.00,4.00,20.0,0.00,2.00,1.00,0.00,Matches
2386,Jacopo Segre\Jacopo-Segre,it ITA,MF,Torino,it Serie A,23,1997,2.1,51.0,50.0,0.95,0.48,0.00,5.71,1.90,0.00,0.00,0.00,0.00,0.00,43.3,3.81,3.81,3.81,45.2,0.48,0.48,0.00,44.8,0.00,0.00,0.48,0.48,Matches
2387,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,de Bundesliga,25,1995,9.0,24.8,23.1,1.67,0.00,0.00,9.78,0.22,0.56,0.00,0.00,0.00,0.00,9.67,8.33,6.78,0.89,12.6,3.33,0.00,1.44,14.6,0.33,0.67,0.89,1.22,Matches
2388,Malik Sellouki\Malik-Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,20,2000,0.7,42.9,40.0,2.86,0.00,0.00,5.71,2.86,5.71,1.43,0.00,0.00,1.43,27.1,7.14,8.57,31.4,8.57,1.43,1.43,0.00,28.6,0.00,0.00,1.43,2.86,Matches
2389,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,28,1992,6.0,29.2,18.2,11.0,2.67,0.00,2.50,1.17,0.00,0.00,0.00,0.00,0.00,11.3,0.67,17.2,2.17,21.7,0.00,0.00,3.83,18.3,0.00,0.83,0.17,0.00,Matches
2390,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,eng Premier League,26,1993,33.1,57.2,46.6,10.5,0.63,0.06,7.40,0.76,1.45,0.12,0.03,0.06,0.00,35.1,12.7,9.40,7.64,37.6,1.45,9.76,0.12,46.6,0.12,0.73,1.00,2.24,Matches
2391,Léo Sena\Leo-Sena,br BRA,MF,Spezia,it Serie A,24,1995,9.8,61.4,57.8,3.67,3.47,0.00,9.18,5.00,0.71,0.10,0.00,0.00,0.00,45.2,10.0,6.22,5.71,53.9,0.92,0.10,0.41,54.3,0.10,0.51,2.04,1.02,Matches
2392,Stefano Sensi\Stefano-Sensi,it ITA,MF,Inter,it Serie A,24,1995,6.7,63.6,57.2,6.42,1.49,0.15,8.51,2.54,1.34,3.88,1.34,1.04,0.00,49.4,5.52,8.66,7.61,53.3,1.64,0.75,0.15,52.4,0.15,0.45,1.34,0.90,Matches
2393,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,es La Liga,23,1997,22.9,38.5,37.2,1.27,0.92,0.09,7.34,2.05,0.66,0.17,0.09,0.04,0.00,25.4,5.63,7.42,4.28,30.6,2.27,0.04,0.35,29.6,0.13,1.14,0.74,1.70,Matches
2394,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,29,1991,36.0,40.1,29.7,10.5,2.97,0.00,2.11,0.92,0.00,0.00,0.00,0.00,0.00,19.9,2.19,18.0,26.3,7.11,0.03,0.00,5.03,31.5,0.17,0.61,0.17,0.06,Matches
2395,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,23,1997,21.7,28.2,27.3,0.88,0.46,0.00,6.82,0.60,0.37,0.05,0.00,0.00,0.00,20.6,4.29,3.27,2.67,24.0,0.83,0.09,0.18,21.6,0.18,0.55,1.52,1.11,Matches
2396,Jean Seri\Jean-Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29,1991,7.9,65.6,63.0,2.53,2.53,0.13,11.4,2.15,0.51,0.00,0.00,0.00,0.00,53.2,5.95,6.46,6.71,56.1,1.65,0.00,0.13,57.7,0.13,0.89,1.77,0.89,Matches
2397,Femi Seriki\Femi-Seriki,eng ENG,DF,Sheffield Utd,eng Premier League,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2398,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,de Bundesliga,20,2000,17.5,53.4,44.6,8.80,0.57,0.00,6.17,1.03,3.03,0.00,0.00,0.00,0.00,32.3,10.8,10.3,37.8,5.03,1.60,8.23,0.06,41.5,0.17,1.14,1.83,1.94,Matches
2399,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,de Bundesliga,23,1997,3.8,40.5,38.4,2.11,1.32,0.00,8.16,0.26,0.53,0.53,0.00,0.53,0.00,27.6,7.63,5.26,6.84,30.0,2.37,0.26,0.00,32.9,0.00,0.53,0.53,1.32,Matches
2400,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,es La Liga,18,2001,0.1,50.0,50.0,0.00,0.00,0.00,10.0,10.0,10.0,0.00,0.00,0.00,0.00,20.0,0.00,30.0,30.0,10.0,10.0,0.00,0.00,30.0,0.00,10.0,10.0,0.00,Matches
2401,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FWMF,Roma,it Serie A,27,1992,6.4,37.5,36.6,0.94,0.31,0.16,7.03,0.47,1.56,0.16,0.00,0.00,0.00,25.9,7.19,4.38,2.50,32.5,1.25,0.47,0.47,29.1,0.00,0.47,1.41,2.34,Matches
2402,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,20,1999,5.1,40.4,36.5,3.92,0.39,0.00,5.88,0.59,0.39,0.00,0.00,0.00,0.00,29.4,7.84,3.14,9.02,26.1,0.78,3.53,0.20,35.7,0.20,0.59,0.20,1.18,Matches
2403,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,28,1991,6.2,68.7,64.8,3.87,0.32,0.48,7.58,1.45,1.77,2.10,1.13,0.32,0.16,51.3,8.23,9.19,48.7,16.6,1.77,0.97,0.16,57.4,0.16,0.81,1.45,2.10,Matches
2404,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,34,1986,8.2,15.0,13.5,1.46,0.12,0.12,3.41,0.00,0.85,0.00,0.00,0.00,0.00,10.1,2.32,2.56,1.71,10.7,0.49,0.12,0.61,10.5,0.24,0.37,0.37,1.10,Matches
2405,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,29.5,68.3,54.9,13.4,1.08,0.10,8.78,2.03,3.12,3.22,1.36,1.39,0.27,45.1,11.4,11.9,53.0,3.56,1.73,9.08,0.10,55.8,0.27,0.54,1.56,2.41,Matches
2406,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,28,1992,29.1,48.7,43.8,4.91,2.85,0.21,7.22,4.71,1.27,1.62,0.58,0.55,0.24,26.7,5.81,16.2,5.40,40.4,2.03,0.03,0.21,35.9,0.07,1.03,1.07,0.76,Matches
2407,Eldor Shomurodov\Eldor-Shomurodov,uz UZB,FW,Genoa,it Serie A,25,1995,18.6,26.0,25.3,0.70,0.05,0.05,8.12,0.59,0.75,0.00,0.00,0.00,0.00,16.5,5.59,3.92,4.52,17.0,1.88,0.00,0.38,18.4,0.05,0.70,0.75,1.72,Matches
2408,Shola Shoretire\Shola-Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,16,2004,0.1,80.0,80.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,60.0,20.0,0.00,10.0,60.0,0.00,0.00,0.00,60.0,0.00,0.00,0.00,10.0,Matches
2409,Mahame Siby\Mahame-Siby,fr FRA,MFFW,Strasbourg,fr Ligue 1,24,1996,0.2,60.0,60.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,50.0,0.00,10.0,20.0,40.0,0.00,0.00,0.00,45.0,0.00,0.00,0.00,5.00,Matches
2410,Abdoulaye Sidibé\Abdoulaye-Sidibe,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2002,0.1,20.0,20.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.00,10.0,0.00,0.00,0.00,10.0,0.00,10.0,0.00,0.00,Matches
2411,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Monaco,fr Ligue 1,28,1992,22.0,83.0,68.3,14.7,3.59,0.32,6.77,2.23,1.82,1.50,0.82,0.59,0.00,57.8,10.4,14.8,9.59,61.1,2.00,9.59,0.14,69.2,0.23,1.09,1.82,1.27,Matches
2412,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,30,1989,7.7,66.2,64.4,1.82,1.69,0.00,7.79,1.82,0.00,0.00,0.00,0.00,0.00,51.8,4.16,10.3,12.1,50.4,2.08,0.00,0.52,60.0,0.00,0.65,0.26,0.52,Matches
2413,Kaj Sierhuis\Kaj-Sierhuis,nl NED,FW,Reims,fr Ligue 1,22,1998,7.2,23.3,22.1,1.25,0.14,0.00,4.44,0.83,1.11,0.00,0.00,0.00,0.00,14.7,4.17,4.44,4.03,15.0,1.94,0.00,0.83,15.3,0.42,0.69,0.83,1.11,Matches
2414,Tim Siersleben\Tim-Siersleben,de GER,DF,Wolfsburg,de Bundesliga,20,2000,0.4,52.5,50.0,2.50,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,45.0,5.00,2.50,37.5,10.0,2.50,2.50,0.00,50.0,0.00,0.00,0.00,0.00,Matches
2415,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,30,1989,25.0,37.9,32.9,5.00,1.48,0.12,6.16,1.40,1.24,2.32,1.28,0.80,0.20,27.3,4.16,6.44,7.32,29.2,0.96,0.12,0.04,30.0,0.20,0.32,0.80,1.00,Matches
2416,Luca Siligardi\Luca-Siligardi,it ITA,MF,Crotone,it Serie A,32,1988,0.5,44.0,44.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,30.0,4.00,10.0,36.0,8.00,0.00,0.00,0.00,34.0,0.00,0.00,0.00,0.00,Matches
2417,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,32,1988,0.4,55.0,47.5,7.50,2.50,0.00,10.0,0.00,2.50,2.50,0.00,0.00,2.50,32.5,12.5,10.0,45.0,10.0,0.00,0.00,0.00,37.5,0.00,0.00,0.00,7.50,Matches
