Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
513,Joris Chotard\Joris-Chotard,fr FRA,MF,Montpellier,fr Ligue 1,18,2001,12.9,29.5,28.1,1.40,0.70,0.00,3.80,1.47,0.62,0.23,0.16,0.08,0.00,17.0,5.04,7.52,4.19,21.9,2.09,0.31,0.31,21.2,0.08,0.85,0.70,0.70,Matches
514,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,22,1997,3.5,67.1,66.3,0.86,0.57,0.00,3.43,1.71,0.00,0.00,0.00,0.00,0.00,47.4,10.6,9.14,3.14,55.4,7.14,0.29,0.57,54.3,0.00,2.57,2.57,0.86,Matches
515,Mounir Chouiar\Mounir-Chouiar,fr FRA,FWMF,Dijon,fr Ligue 1,21,1999,14.3,36.6,33.1,3.50,0.84,0.07,6.64,2.10,1.19,1.82,0.84,0.91,0.00,26.4,4.90,5.24,3.99,29.8,1.05,0.56,0.42,27.6,0.07,0.49,1.12,1.54,Matches
516,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,24,1996,15.2,71.6,70.0,1.64,1.32,0.00,5.39,0.92,0.07,0.00,0.00,0.00,0.00,61.5,3.49,6.64,4.87,63.0,2.43,0.26,0.13,66.5,0.20,0.39,0.72,0.39,Matches
517,Carney Chukwuemeka\Carney-Chukwuemeka,eng ENG,FWMF,Aston Villa,eng Premier League,16,2004,0.2,40.0,40.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,35.0,5.00,0.00,0.00,35.0,0.00,0.00,0.00,25.0,0.00,5.00,0.00,5.00,Matches
518,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,21,1999,15.2,35.0,33.8,1.18,0.07,0.13,7.50,0.72,2.43,0.59,0.20,0.00,0.00,25.9,4.08,5.00,30.6,1.84,1.25,0.53,0.07,26.1,0.13,0.72,0.92,1.32,Matches
519,Darko Churlinov\Darko-Churlinov,mk MKD,DFFW,Stuttgart,de Bundesliga,20,2000,2.4,41.3,39.6,1.67,0.00,0.00,7.08,0.42,2.08,0.00,0.00,0.00,0.00,31.7,5.00,4.58,5.00,33.3,0.42,1.67,0.42,33.8,0.42,0.83,1.25,0.83,Matches
520,Víctor Chust\Victor-Chust,es ESP,DF,Real Madrid,es La Liga,20,2000,1.1,63.6,60.9,2.73,1.82,0.00,4.55,0.91,0.00,0.00,0.00,0.00,0.00,52.7,4.55,6.36,11.8,48.2,1.82,0.91,0.00,59.1,0.00,0.91,0.00,0.00,Matches
521,Sébastien Cibois\Sebastien-Cibois,fr FRA,GK,Brest,fr Ligue 1,22,1998,3.0,30.0,20.0,10.0,2.67,0.00,3.33,1.00,0.00,0.00,0.00,0.00,0.00,13.3,1.67,15.0,4.33,20.3,0.00,0.00,4.33,21.3,0.00,3.00,0.00,0.00,Matches
522,Cifu\Cifu,es ESP,DF,Elche,es La Liga,29,1990,5.0,43.8,34.6,9.20,0.60,0.00,7.60,0.80,1.80,0.00,0.00,0.00,0.00,25.0,8.00,10.8,0.80,32.4,1.40,8.40,0.00,32.4,0.40,0.60,0.60,2.60,Matches
523,Alberto Cifuentes\Alberto-Cifuentes,es ESP,GK,Cádiz,es La Liga,41,1979,2.0,34.5,16.5,18.0,10.0,0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,2.50,1.50,30.5,1.00,27.0,0.50,0.00,1.50,15.5,0.00,2.00,0.00,0.00,Matches
524,Luca Cigarini\Luca-Cigarini,it ITA,MF,Crotone,it Serie A,34,1986,10.3,72.6,66.0,6.60,4.76,0.00,10.7,1.84,0.68,1.65,0.78,0.39,0.00,49.7,6.99,15.9,7.86,61.9,1.55,0.19,0.29,60.7,0.87,0.78,1.26,0.87,Matches
525,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Valencia,es La Liga,31,1989,10.0,31.7,19.4,12.3,2.80,0.00,2.20,1.40,0.00,0.00,0.00,0.00,0.00,11.2,0.80,19.7,1.60,24.3,0.00,0.00,4.10,18.8,0.30,1.00,0.20,0.00,Matches
526,Antonio Cioffi\Antonio-Cioffi,it ITA,FW,Napoli,it Serie A,17,2002,0.1,110.0,110.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,100.0,0.00,10.0,0.00,110.0,0.00,0.00,0.00,100.0,0.00,0.00,0.00,10.0,Matches
527,Tim Civeja\Tim-Civeja,de GER,MFDF,Augsburg,de Bundesliga,18,2002,0.4,60.0,60.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,32.5,7.50,20.0,2.50,45.0,12.5,0.00,0.00,40.0,0.00,2.50,0.00,5.00,Matches
528,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,30,1989,21.0,35.6,34.5,1.10,0.29,0.10,4.19,0.52,0.00,0.00,0.00,0.00,0.00,24.6,3.14,7.86,24.5,6.00,2.52,0.81,0.05,29.5,0.05,0.14,0.67,0.43,Matches
529,Alexis Claude-Maurice\Alexis-Claude-Maurice,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,21.2,36.1,33.3,2.78,1.18,0.00,7.26,1.37,1.23,1.37,0.42,0.94,0.00,28.9,3.21,4.01,3.35,31.5,0.75,0.19,0.09,29.2,0.05,0.85,0.85,0.80,Matches
530,Jonathan Clauss\Jonathan-Clauss,fr FRA,DF,Lens,fr Ligue 1,27,1992,28.0,50.1,37.8,12.4,1.46,0.04,4.46,1.54,4.82,2.54,1.25,0.71,0.21,26.6,11.1,12.4,4.46,35.5,1.29,8.36,0.07,36.3,0.18,1.29,1.00,1.43,Matches
531,Carlos Clerc\Carlos-Clerc,es ESP,DF,Levante,es La Liga,28,1992,30.9,55.0,45.0,9.90,1.17,0.06,7.51,1.36,2.75,0.16,0.06,0.00,0.00,30.8,12.8,11.4,40.4,2.69,2.49,8.58,0.13,42.2,0.23,1.46,1.10,2.20,Matches
532,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,eng Premier League,29,1991,12.7,44.8,34.6,10.2,0.31,0.00,4.49,0.39,1.02,0.00,0.00,0.00,0.00,25.2,9.53,10.1,1.73,31.0,1.65,9.84,0.16,34.4,0.16,0.94,1.18,1.65,Matches
533,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,eng Premier League,27,1993,36.7,48.7,47.2,1.55,1.36,0.05,3.68,2.32,0.03,0.00,0.00,0.00,0.00,33.3,3.76,11.7,1.34,44.8,2.10,0.08,0.11,42.9,0.11,0.60,0.52,0.30,Matches
534,Marcus Coco\Marcus-Coco,fr FRA,MFFW,Nantes,fr Ligue 1,24,1996,16.4,37.1,35.6,1.52,0.24,0.06,7.44,0.91,1.46,0.49,0.18,0.18,0.00,24.2,6.10,6.83,5.18,27.3,1.52,0.79,0.37,25.4,0.30,0.73,1.46,2.32,Matches
535,Coke\Coke,es ESP,DF,Levante,es La Liga,33,1987,9.3,47.6,41.2,6.45,0.75,0.00,6.02,1.18,0.97,0.00,0.00,0.00,0.00,27.0,10.5,10.1,4.95,34.0,2.15,5.70,0.22,38.8,0.00,1.18,1.72,1.83,Matches
536,Séamus Coleman\Seamus-Coleman,ie IRL,DFMF,Everton,eng Premier League,31,1988,17.9,42.8,37.5,5.25,0.17,0.06,5.53,0.84,1.79,0.00,0.00,0.00,0.00,26.2,8.16,8.44,7.15,29.2,1.12,5.08,0.00,34.9,0.06,0.61,1.06,1.40,Matches
537,Ebrima Colley\Ebrima-Colley,gm GAM,FWMF,Hellas Verona,it Serie A,20,2000,8.2,32.6,32.1,0.49,0.00,0.12,9.15,0.49,1.22,0.00,0.00,0.00,0.00,23.5,5.49,3.54,3.78,25.9,1.83,0.12,0.61,23.9,0.12,0.73,0.98,1.95,Matches
538,Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,it Serie A,27,1992,28.8,46.0,44.5,1.53,1.46,0.00,4.20,1.67,0.17,0.00,0.00,0.00,0.00,30.2,4.83,11.0,31.8,10.0,2.67,0.07,0.17,37.7,0.10,1.01,0.80,0.31,Matches
539,Simone Colombi\Simone-Colombi,it ITA,GK,Parma,it Serie A,29,1991,2.0,25.0,17.0,8.00,2.50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50,1.00,15.5,0.50,20.5,0.50,0.00,3.00,17.5,0.00,0.50,0.00,0.00,Matches
540,Lorenzo Colombo\Lorenzo-Colombo,it ITA,FW,Milan,it Serie A,18,2002,1.0,14.0,14.0,0.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,9.00,1.00,4.00,7.00,4.00,2.00,0.00,0.00,8.00,0.00,1.00,0.00,3.00,Matches
541,Racine Coly\Racine-Coly,sn SEN,DF,Nice,fr Ligue 1,24,1995,0.2,100.0,80.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.0,30.0,10.0,35.0,35.0,5.00,20.0,5.00,90.0,0.00,0.00,0.00,0.00,Matches
542,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,24,1996,19.5,43.9,43.3,0.56,0.05,0.31,7.69,1.49,3.95,0.05,0.00,0.00,0.00,31.0,6.41,6.51,10.2,31.0,1.54,0.46,0.15,34.9,0.05,0.87,1.28,1.64,Matches
543,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,36.6,40.5,38.9,1.56,1.42,0.03,3.44,0.96,0.08,0.00,0.00,0.00,0.00,29.6,3.93,6.94,8.93,28.2,2.30,0.14,0.05,35.4,0.00,0.74,0.57,0.55,Matches
544,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,eng Premier League,20,2000,8.8,11.5,10.3,1.14,0.00,0.00,2.50,0.11,0.23,0.00,0.00,0.00,0.00,7.27,2.95,1.25,1.25,8.41,0.57,0.00,0.34,8.98,0.00,0.00,0.23,0.45,Matches
545,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,33,1987,37.0,36.7,27.6,9.05,2.70,0.03,2.30,0.65,0.00,0.00,0.00,0.00,0.00,22.4,1.70,12.6,1.84,29.3,0.03,0.00,4.38,29.8,0.11,0.51,0.24,0.08,Matches
546,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,26,1994,0.3,83.3,73.3,10.0,3.33,3.33,3.33,0.00,3.33,0.00,0.00,0.00,0.00,66.7,6.67,10.0,3.33,70.0,3.33,6.67,0.00,70.0,0.00,0.00,3.33,0.00,Matches
547,Andrea Conti\Andrea-Conti,it ITA,DF,Parma,it Serie A,26,1994,9.0,50.2,40.3,9.89,1.33,0.11,2.22,0.33,1.67,0.11,0.00,0.11,0.00,27.9,11.7,10.7,2.67,37.2,1.44,8.44,0.00,41.9,0.00,0.33,0.89,1.56,Matches
548,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,eng Premier League,28,1991,24.3,64.0,62.3,1.69,1.56,0.04,5.10,2.18,0.00,0.00,0.00,0.00,0.00,47.2,6.13,10.6,51.6,6.42,3.46,0.12,0.16,56.1,0.25,1.07,0.66,0.37,Matches
549,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Villarreal,es La Liga,29,1991,8.2,63.9,62.1,1.83,1.34,0.00,10.6,1.71,0.37,0.00,0.00,0.00,0.00,52.1,6.34,5.49,8.66,50.9,2.68,0.24,0.37,56.2,0.24,0.98,1.22,1.22,Matches
550,Theo Corbeanu\Theo-Corbeanu,ca CAN,FW,Wolves,eng Premier League,18,2002,0.1,30.0,30.0,0.00,0.00,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,10.0,10.0,10.0,20.0,10.0,0.00,0.00,0.00,30.0,0.00,0.00,0.00,0.00,Matches
551,Sébastien Corchia\Sebastien-Corchia,fr FRA,DF,Nantes,fr Ligue 1,29,1990,23.0,42.1,28.5,13.7,2.22,0.00,4.52,1.65,2.52,1.87,0.70,1.09,0.09,19.0,8.13,15.0,3.00,27.6,1.00,9.57,0.13,28.8,0.09,0.57,1.09,2.00,Matches
552,Alex Cordaz\Alex-Cordaz,it ITA,GK,Crotone,it Serie A,37,1983,36.0,40.2,28.3,11.9,3.31,0.00,3.92,0.61,0.00,0.00,0.00,0.00,0.00,20.3,1.58,18.3,3.92,30.1,0.03,0.00,4.47,28.9,0.03,0.56,0.25,0.11,Matches
553,Iñigo Córdoba\Inigo-Cordoba,es ESP,FWMF,Athletic Club,es La Liga,23,1997,1.1,32.7,32.7,0.00,0.00,0.00,5.45,0.00,0.91,0.00,0.00,0.00,0.00,17.3,6.36,9.09,16.4,10.9,2.73,0.00,0.91,15.5,0.00,2.73,1.82,0.91,Matches
554,Iñigo Córdoba\Inigo-Cordoba,es ESP,MF,Alavés,es La Liga,23,1997,2.4,32.1,30.0,2.08,0.00,0.00,8.75,0.83,2.50,1.67,0.42,0.00,0.42,17.1,5.00,10.0,16.7,10.4,3.33,0.00,0.00,20.4,0.42,0.83,0.42,1.67,Matches
555,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Hertha BSC,de Bundesliga,27,1993,17.1,18.7,16.8,1.93,0.06,0.06,5.20,0.41,0.58,0.00,0.00,0.00,0.00,11.1,5.03,2.63,2.11,13.1,1.05,0.06,0.99,14.3,0.06,0.29,0.29,1.11,Matches
556,Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Arminia,de Bundesliga,22,1997,12.1,22.1,21.5,0.58,0.08,0.08,6.53,0.25,0.66,0.00,0.00,0.00,0.00,13.5,4.96,3.64,2.15,14.8,2.15,0.17,0.74,14.9,0.17,0.74,0.83,1.32,Matches
557,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,31,1989,15.0,33.3,32.9,0.40,0.07,0.00,7.13,0.73,0.27,0.00,0.00,0.00,0.00,23.9,4.27,5.13,4.40,24.9,1.67,0.33,0.20,27.5,0.20,0.60,0.53,0.80,Matches
558,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Parma,it Serie A,27,1993,21.1,27.7,25.8,1.90,0.00,0.19,10.4,0.62,0.52,0.00,0.00,0.00,0.00,13.3,7.87,6.54,13.9,4.31,2.80,0.09,1.37,19.4,0.19,0.47,0.71,1.04,Matches
559,Maxwel Cornet\Maxwel-Cornet,ci CIV,DFFW,Lyon,fr Ligue 1,23,1996,27.2,61.5,51.8,9.74,0.81,0.04,6.21,1.03,2.35,0.33,0.04,0.07,0.00,40.5,10.5,10.5,39.9,10.0,1.91,8.60,0.11,48.9,0.04,0.77,2.28,1.91,Matches
560,Ángel Correa\Angel-Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,25,1995,26.6,34.2,33.0,1.24,0.19,0.11,5.90,0.53,1.50,0.30,0.04,0.15,0.00,25.3,4.89,4.06,6.99,25.6,1.05,0.00,0.30,26.5,0.34,0.38,1.05,1.17,Matches
561,Joaquín Correa\Joaquin-Correa,ar ARG,FW,Lazio,it Serie A,25,1994,21.5,33.7,31.7,2.05,0.09,0.00,7.35,0.88,0.42,0.79,0.51,0.09,0.09,26.2,4.74,2.79,2.79,29.3,0.47,0.33,0.60,27.7,0.37,0.19,0.88,0.88,Matches
562,Rober Correa\Rober-Correa,es ESP,DF,Eibar,es La Liga,27,1992,12.6,48.4,37.4,11.0,1.03,0.00,7.86,2.06,2.54,0.00,0.00,0.00,0.00,21.9,11.1,15.4,3.25,28.2,4.52,10.0,0.16,34.0,0.08,1.75,0.87,0.79,Matches
563,Félix Correia\Felix-Correia,pt POR,MF,Juventus,it Serie A,19,2001,0.1,80.0,70.0,10.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,70.0,10.0,0.00,0.00,70.0,0.00,10.0,0.00,70.0,0.00,0.00,10.0,0.00,Matches
564,Thierry Correia\Thierry-Correia,pt POR,DF,Valencia,es La Liga,21,1999,23.7,51.1,41.3,9.83,0.84,0.04,6.79,1.18,2.03,0.00,0.00,0.00,0.00,28.0,11.8,11.3,2.95,36.5,1.81,8.99,0.21,38.8,0.21,0.68,1.31,2.07,Matches
565,Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,it Serie A,36,1983,6.0,47.8,37.7,10.2,3.17,0.00,1.83,0.50,0.00,0.00,0.00,0.00,0.00,34.7,1.17,12.0,0.83,42.2,0.17,0.00,3.83,41.5,0.00,0.33,0.33,0.00,Matches
566,Danny da Costa\Danny-da-Costa,de GER,DF,Mainz 05,de Bundesliga,27,1993,13.4,38.2,28.1,10.1,0.45,0.00,4.55,0.82,2.61,0.00,0.00,0.00,0.00,14.9,8.28,15.0,4.33,21.9,1.79,9.70,0.15,23.2,0.00,0.82,1.49,2.09,Matches
567,Danny da Costa\Danny-da-Costa,de GER,DF,Eint Frankfurt,de Bundesliga,27,1993,1.2,40.8,36.7,4.17,0.00,0.00,5.00,0.83,2.50,0.00,0.00,0.00,0.00,25.8,3.33,11.7,5.00,27.5,4.17,4.17,0.00,28.3,0.00,1.67,1.67,3.33,Matches
568,David Pereira da Costa\David-Pereira-da-Costa,pt POR,MFFW,Lens,fr Ligue 1,19,2001,1.8,33.3,32.2,1.11,0.00,0.00,7.22,1.11,0.00,1.11,0.56,0.56,0.00,23.9,3.89,5.56,7.22,25.0,0.56,0.00,0.00,25.0,0.00,1.67,1.67,1.67,Matches
569,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,2.3,31.7,31.7,0.00,0.00,0.43,10.4,0.87,0.87,0.00,0.00,0.00,0.00,18.3,9.13,4.35,2.17,21.7,2.17,0.00,2.61,24.3,0.00,0.43,0.00,2.17,Matches
570,Douglas Costa\Douglas-Costa,br BRA,FWMF,Bayern Munich,de Bundesliga,29,1990,3.6,51.9,45.8,6.11,0.56,0.28,6.94,2.78,3.33,5.56,1.94,1.39,0.56,33.3,6.67,11.9,47.5,3.89,0.00,0.00,0.28,35.8,0.56,1.11,1.39,4.72,Matches
571,Douglas Costa\Douglas-Costa,br BRA,MFFW,Juventus,it Serie A,29,1990,0.5,54.0,46.0,8.00,0.00,0.00,12.0,0.00,2.00,8.00,6.00,0.00,2.00,38.0,4.00,12.0,52.0,2.00,0.00,0.00,0.00,40.0,0.00,2.00,2.00,2.00,Matches
572,Hélder Costa\Helder-Costa,pt POR,MFFW,Leeds United,eng Premier League,26,1994,12.8,25.6,25.2,0.39,0.00,0.00,4.53,0.16,1.25,0.00,0.00,0.00,0.00,18.8,4.22,2.66,18.6,5.63,0.63,0.39,0.16,18.9,0.00,0.47,0.78,1.64,Matches
573,Jaume Costa\Jaume-Costa,es ESP,DFMF,Villarreal,es La Liga,32,1988,3.9,60.8,48.5,12.3,0.77,0.51,6.67,0.77,1.79,0.26,0.00,0.00,0.00,37.9,9.49,13.3,30.8,16.2,2.05,11.3,0.00,51.3,0.00,0.26,1.03,0.77,Matches
574,Charles Costes\Charles-Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
575,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38.0,34.9,23.5,11.4,3.71,0.00,1.58,1.34,0.00,0.00,0.00,0.00,0.00,14.9,1.45,18.5,1.55,28.1,0.00,0.00,3.79,24.4,0.03,1.29,0.24,0.05,Matches
576,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,49.9,39.3,10.6,0.91,0.00,5.49,0.86,3.01,0.06,0.06,0.00,0.00,22.9,10.9,16.2,5.55,30.8,2.98,9.68,0.06,35.4,0.18,0.83,1.53,2.21,Matches
577,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,24.9,23.9,1.01,0.09,0.00,8.35,0.37,0.83,0.00,0.00,0.00,0.00,11.6,6.88,6.42,1.93,12.6,3.49,0.09,1.38,15.5,0.09,0.37,0.73,1.10,Matches
578,Lassana Coulibaly\Lassana-Coulibaly,ml MLI,MFFW,Angers,fr Ligue 1,24,1996,18.7,36.4,35.7,0.70,0.53,0.05,5.35,0.96,0.27,0.00,0.00,0.00,0.00,28.2,3.37,4.87,1.60,32.6,1.18,0.16,0.21,31.0,0.00,0.70,0.75,1.28,Matches
579,Mamadou Coulibaly\Mamadou-Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2.0,41.0,41.0,0.00,0.00,0.50,6.00,1.00,0.50,0.00,0.00,0.00,0.00,26.5,6.50,8.00,9.50,27.5,4.00,0.00,0.00,31.5,0.00,1.00,0.50,3.00,Matches
580,Senou Coulibaly\Senou-Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,45.6,44.1,1.44,1.35,0.00,4.56,1.21,0.00,0.00,0.00,0.00,0.00,34.4,3.21,8.00,4.33,38.1,1.95,0.09,0.14,37.8,0.14,1.67,0.84,0.65,Matches
581,Tanguy Coulibaly\Tanguy-Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,19,2001,16.7,28.1,25.7,2.34,0.36,0.00,6.89,0.72,1.74,0.00,0.00,0.00,0.00,20.7,4.37,3.05,21.5,3.35,0.78,1.68,0.30,20.8,0.00,0.48,1.26,1.38,Matches
582,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,28,1992,38.0,34.4,26.8,7.63,1.45,0.00,2.68,0.87,0.00,0.00,0.00,0.00,0.00,23.7,1.71,8.97,18.2,9.58,0.03,0.05,6.18,28.3,0.05,0.82,0.16,0.05,Matches
583,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Barcelona,es La Liga,28,1992,7.3,71.6,67.7,3.97,0.55,0.55,7.95,0.96,1.37,2.33,1.37,0.14,0.00,58.9,6.44,6.30,6.44,62.6,1.23,0.96,0.00,62.2,0.27,1.10,1.10,0.55,Matches
584,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,40.1,34.8,5.33,0.46,0.00,3.95,0.66,0.86,0.00,0.00,0.00,0.00,25.9,4.93,9.28,27.9,5.39,1.45,4.87,0.00,32.0,0.07,0.92,0.99,0.92,Matches
585,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,26,1994,34.0,28.3,17.5,10.8,2.59,0.00,1.56,0.47,0.00,0.00,0.00,0.00,0.00,12.1,1.03,15.1,2.71,20.3,0.00,0.00,3.82,19.5,0.06,0.76,0.12,0.09,Matches
586,Gian Crespi\Gian-Crespi,it ITA,GK,Crotone,it Serie A,19,2001,1.0,42.0,28.0,14.0,3.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,29.0,0.00,13.0,5.00,33.0,0.00,0.00,4.00,36.0,0.00,0.00,0.00,0.00,Matches
587,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,58.5,45.9,12.6,2.93,0.06,4.46,2.39,2.59,2.33,0.63,1.45,0.17,31.4,10.4,16.8,45.7,3.35,1.39,7.36,0.11,43.8,0.65,0.99,1.36,1.87,Matches
588,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,54.8,50.6,4.17,2.34,0.00,4.43,1.51,0.94,0.10,0.00,0.05,0.05,36.6,6.09,12.1,41.4,7.86,2.92,1.72,0.26,44.6,0.47,0.73,1.04,0.63,Matches
589,Bryan Cristante\Bryan-Cristante,it ITA,DFMF,Roma,it Serie A,25,1995,23.9,64.0,61.1,2.85,2.68,0.13,7.91,2.09,0.46,0.04,0.00,0.04,0.00,46.3,6.11,11.5,5.90,55.6,1.30,0.13,0.17,53.4,0.33,0.75,1.72,0.84,Matches
590,Giovanni Crociata\Giovanni-Crociata,it ITA,DFMF,Crotone,it Serie A,22,1997,0.3,53.3,50.0,3.33,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,40.0,3.33,10.0,6.67,43.3,0.00,3.33,0.00,36.7,0.00,3.33,3.33,0.00,Matches
591,Juan Cruz Armada\Juan-Cruz-Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,39.9,29.6,10.3,0.32,0.00,4.86,0.78,1.88,0.00,0.00,0.00,0.00,18.9,7.29,13.8,22.0,3.67,3.35,9.95,0.18,27.8,0.09,0.55,0.83,1.79,Matches
592,Juan Cuadrado\Juan-Cuadrado,co COL,DFMF,Juventus,it Serie A,32,1988,24.2,74.3,64.1,10.2,2.11,0.08,6.61,3.47,3.76,2.60,0.74,1.20,0.33,49.9,12.1,12.3,7.81,59.3,1.24,5.45,0.21,61.6,0.33,0.74,1.57,1.20,Matches
593,Adrián Cubas\Adrian-Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,41.4,39.6,1.85,1.57,0.12,5.70,1.81,0.16,0.20,0.04,0.16,0.00,30.1,4.46,6.83,6.47,33.1,1.57,0.04,0.08,34.3,0.12,0.40,1.33,0.56,Matches
594,Sergio Cubero Ezcurra\Sergio-Cubero-Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
595,Cucho\Cucho,co COL,FWMF,Getafe,es La Liga,21,1999,16.3,31.6,30.6,0.98,0.06,0.06,8.04,1.10,1.90,0.18,0.00,0.12,0.00,18.0,7.06,6.56,4.29,22.2,2.15,0.43,0.43,21.1,0.12,0.92,0.98,1.60,Matches
596,Marc Cucurella\Marc-Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36.0,36.4,32.7,3.69,0.56,0.00,7.39,1.00,2.67,0.31,0.08,0.00,0.00,20.9,7.33,8.17,22.3,7.14,2.19,2.83,0.28,25.8,0.14,0.92,0.58,2.11,Matches
597,Mickaël Cuisance\Mickael-Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,20,1999,0.2,50.0,50.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,40.0,10.0,0.00,45.0,5.00,0.00,0.00,0.00,45.0,0.00,0.00,0.00,0.00,Matches
598,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MF,Marseille,fr Ligue 1,20,1999,11.4,45.2,44.2,0.96,0.44,0.18,8.07,0.88,0.79,0.18,0.09,0.09,0.00,35.1,5.09,5.00,36.1,7.37,0.88,0.26,0.09,38.8,0.09,0.18,0.53,1.14,Matches
599,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,21,1999,23.9,32.6,26.5,6.03,1.97,0.17,5.94,2.68,2.43,2.89,0.88,1.21,0.29,19.2,4.73,8.62,3.35,26.8,1.00,0.79,0.21,21.5,0.21,0.71,1.42,1.67,Matches
600,Giuseppe Cuomo\Giuseppe-Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,56.7,53.5,3.26,1.80,0.00,6.85,0.90,0.00,0.00,0.00,0.00,0.00,41.2,5.39,10.1,22.7,29.3,1.69,1.46,0.22,46.7,0.11,1.46,1.35,1.24,Matches
601,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Fiorentina,it Serie A,22,1998,2.2,25.5,24.1,1.36,0.00,0.00,5.91,0.45,0.91,0.00,0.00,0.00,0.00,16.8,5.91,2.73,4.09,18.6,0.45,0.00,0.45,20.0,0.00,1.82,0.00,0.91,Matches
