Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1511,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23,1997,6.1,23.8,36.6,65.0,386.9,126.6,13.0,16.2,79.8,8.20,12.3,66.7,2.13,5.57,38.2,0.00,0.03,-0.03,0.49,2.30,0.82,0.16,2.62,Matches
1512,Eduard Löwen\Eduard-Lowen,de GER,MFDF,Hertha BSC,de Bundesliga,23,1997,0.9,57.8,77.8,74.3,1087.8,265.6,21.1,26.7,79.2,31.1,38.9,80.0,4.44,7.78,57.1,0.00,0.00,0.00,0.00,3.33,2.22,1.11,3.33,Matches
1513,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,31,1989,34.0,30.3,44.1,68.8,596.4,269.9,14.1,15.6,90.5,10.5,14.6,71.9,5.32,12.6,42.1,0.03,0.07,-0.04,0.71,3.53,1.26,0.29,3.85,Matches
1514,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Cádiz,es La Liga,27,1993,16.9,10.1,16.4,61.2,144.2,39.0,5.86,7.87,74.4,3.20,5.33,60.0,0.53,1.48,36.0,0.06,0.06,0.00,0.59,1.66,0.59,0.12,1.36,Matches
1515,Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,25,1995,21.8,21.1,29.1,72.4,311.3,66.9,12.4,15.1,81.8,6.88,9.63,71.4,1.10,2.39,46.2,0.14,0.21,-0.07,1.79,0.83,1.28,0.55,1.79,Matches
1516,Jan Luca Schuler\Jan-Luca-Schuler,de GER,FW,Schalke 04,de Bundesliga,21,1999,0.4,17.5,32.5,53.8,170.0,7.50,12.5,25.0,50.0,2.50,5.00,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1517,Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,fr Ligue 1,22,1998,1.9,58.4,68.4,85.4,1228.4,262.1,21.6,22.1,97.6,26.3,30.0,87.7,10.0,14.2,70.4,0.00,0.00,0.00,0.53,5.26,0.53,0.00,6.32,Matches
1518,Jean Lucas\Jean-Lucas,br BRA,MF,Brest,fr Ligue 1,22,1998,11.2,51.3,57.8,88.9,988.8,194.6,20.7,22.5,92.1,21.2,23.3,90.8,8.30,10.4,80.2,0.18,0.10,0.08,0.89,3.48,0.54,0.09,3.75,Matches
1519,Anderson Lucoqui\Anderson-Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23,1997,17.8,28.1,41.3,68.1,528.3,204.9,11.2,13.4,83.3,13.3,18.6,71.3,3.20,6.74,47.5,0.00,0.01,-0.01,0.34,2.02,0.34,0.00,2.75,Matches
1520,Jeison Lucumí\Jeison-Lucumi,co COL,FW,Elche,es La Liga,25,1995,0.5,16.0,22.0,72.7,212.0,4.00,8.00,10.0,80.0,6.00,6.00,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1521,Kilian Ludewig\Kilian-Ludewig,de GER,DF,Schalke 04,de Bundesliga,20,2000,5.8,37.9,50.7,74.8,623.4,299.7,19.3,22.6,85.5,15.3,19.1,80.2,2.76,5.86,47.1,0.00,0.05,-0.05,0.86,1.72,1.38,0.52,4.14,Matches
1522,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,25,1995,31.6,37.5,47.9,78.2,736.0,235.5,13.4,15.7,85.5,18.6,21.4,87.0,4.94,9.34,52.9,0.22,0.15,0.07,1.20,2.09,1.20,0.54,3.16,Matches
1523,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,33,1987,27.1,18.7,27.2,68.8,333.0,83.3,8.75,10.7,81.4,7.12,9.96,71.5,2.32,4.58,50.8,0.11,0.13,-0.02,1.22,1.40,1.07,0.30,1.96,Matches
1524,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,30,1990,27.0,46.3,55.1,84.0,937.1,298.3,14.5,15.7,92.0,24.6,27.1,90.7,6.67,11.0,60.6,0.07,0.03,0.04,0.33,3.26,0.11,0.00,3.22,Matches
1525,Florentino Luís\Florentino-Luis,pt POR,MF,Monaco,fr Ligue 1,20,1999,2.7,51.1,59.6,85.7,994.8,228.1,15.9,17.8,89.6,27.4,29.6,92.5,6.30,9.26,68.0,0.00,0.07,-0.07,1.11,7.04,1.48,0.00,4.07,Matches
1526,Luisinho\Luisinho,pt POR,DF,Huesca,es La Liga,35,1985,2.0,50.0,59.5,84.0,915.0,308.5,23.0,25.0,92.0,21.5,26.5,81.1,5.50,7.00,78.6,0.00,0.00,0.00,0.00,2.50,0.50,0.00,4.00,Matches
1527,Luismi\Luismi,es ESP,MFDF,Elche,es La Liga,28,1992,1.9,49.5,57.4,86.2,1178.4,272.6,12.6,13.7,92.3,22.6,25.8,87.8,13.2,16.8,78.1,0.00,0.00,0.00,0.00,4.21,0.00,0.00,2.11,Matches
1528,David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,33,1987,15.5,52.1,62.3,83.6,1208.8,339.7,11.4,12.5,91.2,28.5,30.6,93.2,11.8,18.0,65.6,0.00,0.03,-0.03,0.13,4.26,0.52,0.00,3.94,Matches
1529,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,eng Premier League,22,1998,30.9,39.3,46.3,84.8,814.1,183.5,13.8,15.3,90.3,17.3,19.3,89.9,7.31,9.77,74.8,0.06,0.05,0.02,0.61,4.11,0.49,0.10,3.43,Matches
1530,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,it Serie A,27,1993,32.0,17.3,23.9,72.5,234.4,50.6,10.9,13.3,82.4,3.88,5.94,65.3,1.13,1.75,64.3,0.34,0.24,0.10,1.56,1.09,1.22,0.13,2.16,Matches
1531,Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,22,1997,20.6,19.4,25.9,75.0,358.4,64.7,8.93,11.4,78.6,7.14,9.03,79.0,2.67,3.74,71.4,0.24,0.12,0.12,1.02,1.12,0.63,0.29,1.65,Matches
1532,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,23,1996,23.4,27.7,34.5,80.3,451.7,110.0,14.4,16.4,87.8,10.6,12.6,84.4,2.05,3.46,59.3,0.00,0.07,-0.07,1.03,2.01,0.77,0.30,2.44,Matches
1533,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,34,1986,8.0,31.5,43.4,72.6,599.5,193.6,14.0,16.5,84.8,13.3,16.5,80.3,4.13,8.63,47.8,0.00,0.10,-0.10,0.50,1.88,1.00,0.50,2.88,Matches
1534,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,26,1994,22.6,37.3,46.1,81.0,669.8,148.5,17.3,18.7,92.7,14.8,16.8,88.2,4.20,8.45,49.7,0.09,0.05,0.04,0.84,2.61,0.53,0.09,2.61,Matches
1535,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Crotone,it Serie A,23,1996,20.9,38.7,46.8,82.6,777.5,294.8,12.1,13.2,91.3,22.1,24.0,92.0,4.40,8.80,50.0,0.00,0.02,-0.02,0.33,2.63,0.05,0.00,3.11,Matches
1536,Andreas Luthe\Andreas-Luthe,de GER,GK,Union Berlin,de Bundesliga,33,1987,30.8,26.5,36.9,71.6,812.3,520.6,4.61,4.68,98.6,11.8,12.0,97.8,10.0,20.2,49.8,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,Matches
1537,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,23,1997,21.8,49.4,57.2,86.4,1135.3,341.7,12.1,12.9,93.6,26.2,27.9,93.8,10.6,15.4,68.8,0.00,0.01,-0.01,0.18,2.94,0.23,0.05,2.94,Matches
1538,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,26,1993,26.9,30.6,44.4,68.8,575.2,269.8,11.6,13.5,86.0,15.4,20.4,75.4,3.12,8.07,38.7,0.07,0.06,0.01,0.48,2.42,0.59,0.30,3.01,Matches
1539,Yann M'Vila\Yann-MVila,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,30,1990,0.2,65.0,75.0,86.7,1110.0,195.0,30.0,30.0,100.0,25.0,35.0,71.4,5.00,5.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1540,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,eng Premier League,21,1998,12.4,26.0,32.8,79.4,446.9,104.7,12.3,14.7,84.1,9.92,11.9,83.1,2.82,3.87,72.9,0.08,0.19,-0.11,1.21,1.94,1.37,0.00,2.90,Matches
1541,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,es La Liga,27,1993,22.5,15.3,24.8,61.8,284.4,94.0,7.42,9.56,77.7,4.93,7.20,68.5,2.53,6.22,40.7,0.22,0.19,0.04,1.16,1.29,0.71,0.44,1.42,Matches
1542,Tim Maciejewski\Tim-Maciejewski,de GER,MF,Union Berlin,de Bundesliga,19,2001,0.1,20.0,30.0,66.7,410.0,20.0,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1543,Luca Mack\Luca-Mack,de GER,MF,Stuttgart,de Bundesliga,20,2000,0.1,20.0,30.0,66.7,270.0,100.0,20.0,20.0,100.0,0.00,0.00,,0.00,10.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1544,Yvann Macon\Yvann-Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,1998,6.0,40.2,53.3,75.3,659.3,299.0,23.3,26.2,89.2,12.5,16.2,77.3,4.00,8.83,45.3,0.17,0.02,0.15,0.17,2.00,0.50,0.17,2.67,Matches
1545,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,eng Premier League,23,1996,23.3,37.0,47.9,77.3,649.2,177.9,18.5,21.0,88.2,13.0,15.6,83.5,4.59,8.80,52.2,0.21,0.23,-0.01,2.23,3.69,1.50,0.21,4.33,Matches
1546,Mikail Maden\Mikail-Maden,no NOR,FW,Schalke 04,de Bundesliga,18,2002,0.1,20.0,20.0,100.0,280.0,0.00,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1547,Pablo Maffeo\Pablo-Maffeo,es ESP,DF,Huesca,es La Liga,23,1997,21.8,34.4,49.4,69.6,659.4,253.1,14.5,17.1,84.7,14.5,19.3,75.5,4.82,10.4,46.5,0.18,0.09,0.09,0.78,2.34,1.24,0.69,3.12,Matches
1548,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Crotone,it Serie A,26,1993,24.2,37.9,45.4,83.4,749.6,318.8,12.4,13.8,89.9,20.0,23.0,87.1,4.79,7.19,66.7,0.08,0.02,0.06,0.41,2.77,0.17,0.00,2.85,Matches
1549,Christian Maggio\Christian-Maggio,it ITA,DF,Benevento,it Serie A,38,1982,3.3,33.3,43.6,76.4,547.9,274.8,17.0,20.0,84.8,13.9,17.0,82.1,2.12,4.85,43.8,0.00,0.00,0.00,0.00,1.21,0.00,0.00,2.42,Matches
1550,Giulio Maggiore\Giulio-Maggiore,it ITA,MF,Spezia,it Serie A,22,1998,24.6,23.5,33.5,70.1,404.2,112.6,11.8,14.9,79.0,8.41,11.5,73.1,2.52,5.08,49.6,0.04,0.09,-0.05,0.57,2.28,0.73,0.08,2.85,Matches
1551,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,35,1984,4.9,72.4,85.1,85.1,1371.0,288.4,31.2,34.3,91.1,30.2,35.5,85.1,10.0,13.1,76.6,0.00,0.06,-0.06,0.61,7.14,0.41,0.00,5.71,Matches
1552,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Hellas Verona,it Serie A,24,1995,16.8,28.0,35.1,79.8,604.9,151.1,8.33,9.76,85.4,13.8,16.1,85.2,5.60,8.27,67.6,0.00,0.00,0.00,0.06,1.49,0.18,0.06,1.79,Matches
1553,Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,fr Ligue 1,22,1998,6.7,43.3,51.2,84.5,946.1,208.4,13.9,15.7,88.6,20.1,22.4,90.0,8.81,12.1,72.8,0.00,0.06,-0.06,0.45,4.18,0.00,0.00,3.43,Matches
1554,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27,1993,33.9,56.2,63.1,89.0,1258.0,364.4,14.3,15.7,91.0,30.2,32.4,93.3,11.3,14.2,79.1,0.03,0.01,0.02,0.21,5.72,0.24,0.03,3.07,Matches
1555,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,es La Liga,20,2000,0.7,18.6,25.7,72.2,277.1,87.1,8.57,11.4,75.0,7.14,8.57,83.3,1.43,2.86,50.0,0.00,0.00,0.00,1.43,2.86,0.00,0.00,0.00,Matches
1556,Hicham Mahou\Hicham-Mahou,fr FRA,DF,Nice,fr Ligue 1,21,1999,0.4,30.0,45.0,66.7,585.0,150.0,12.5,15.0,83.3,12.5,22.5,55.6,5.00,7.50,66.7,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,Matches
1557,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,eng Premier League,29,1991,21.7,42.1,50.0,84.2,688.9,144.5,22.6,24.7,91.8,15.6,18.0,86.9,3.13,5.21,60.2,0.28,0.27,0.00,1.89,1.61,2.40,0.28,4.06,Matches
1558,Arne Maier\Arne-Maier,de GER,MF,Arminia,de Bundesliga,21,1999,11.5,26.6,36.4,73.0,542.3,118.7,9.83,12.0,81.9,11.2,14.3,78.7,5.22,8.61,60.6,0.00,0.12,-0.12,1.04,1.83,0.87,0.09,2.52,Matches
1559,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,21,1999,0.3,66.7,70.0,95.2,1543.3,360.0,16.7,16.7,100.0,40.0,40.0,100.0,10.0,13.3,75.0,0.00,0.67,-0.67,3.33,6.67,3.33,0.00,10.0,Matches
1560,Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,24,1996,29.9,40.0,48.2,83.1,782.4,194.9,15.5,17.8,87.2,18.7,21.0,89.2,5.42,8.49,63.8,0.10,0.07,0.03,0.90,4.08,0.30,0.13,4.11,Matches
1561,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,24,1995,38.0,20.4,28.2,72.6,579.1,362.2,4.24,4.24,100.0,9.79,9.87,99.2,6.11,13.7,44.5,0.00,0.01,-0.01,0.05,0.29,0.05,0.00,0.13,Matches
1562,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,22,1997,5.4,41.9,53.3,78.5,746.9,204.1,20.2,23.3,86.5,17.2,20.0,86.1,4.07,7.78,52.4,0.00,0.04,-0.04,0.56,2.78,0.56,0.19,2.59,Matches
1563,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,22,1997,13.7,22.4,29.3,76.4,335.7,95.0,12.4,15.0,82.5,6.64,8.69,76.5,1.97,2.99,65.9,0.00,0.05,-0.05,0.36,1.31,0.58,0.07,2.48,Matches
1564,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,21,1998,8.9,18.5,21.0,88.2,238.0,29.7,12.0,12.8,93.9,4.83,5.73,84.3,0.56,0.79,71.4,0.00,0.07,-0.07,1.01,0.90,0.34,0.00,0.67,Matches
1565,Josh Maja\Josh-Maja,ng NGA,FWMF,Fulham,eng Premier League,21,1998,9.0,17.4,19.9,87.7,279.0,22.0,9.33,10.3,90.3,5.89,6.22,94.6,1.56,1.67,93.3,0.00,0.12,-0.12,0.89,0.44,0.44,0.00,0.78,Matches
1566,Radosław Majecki\Radoslaw-Majecki,pl POL,GK,Monaco,fr Ligue 1,20,1999,1.0,25.0,37.0,67.6,605.0,275.0,4.00,4.00,100.0,16.0,17.0,94.1,5.00,16.0,31.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1567,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,28,1991,6.1,17.4,23.0,75.7,261.5,36.1,10.3,12.5,82.9,5.41,6.39,84.6,1.15,2.13,53.8,0.00,0.00,0.00,0.00,0.66,0.16,0.16,0.82,Matches
1568,Marco Majouga\Marco-Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19,2001,1.2,19.2,27.5,69.7,290.0,48.3,9.17,12.5,73.3,7.50,8.33,90.0,0.83,1.67,50.0,0.00,0.25,-0.25,2.50,0.83,0.00,0.00,0.00,Matches
1569,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MF,Udinese,it Serie A,22,1998,5.8,28.4,35.3,80.5,478.3,127.6,14.8,17.1,86.9,10.7,12.2,87.3,2.24,3.45,65.0,0.00,0.00,0.00,0.17,3.10,0.34,0.00,3.97,Matches
1570,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,25,1995,30.3,19.2,25.0,76.9,327.7,71.6,8.22,9.83,83.6,7.13,9.14,78.0,2.21,3.63,60.9,0.00,0.04,-0.04,0.63,1.49,0.59,0.23,1.75,Matches
1571,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,28,1991,13.4,66.3,70.7,93.8,1512.3,431.6,14.6,15.5,93.8,38.3,39.5,97.0,13.2,14.9,88.5,0.00,0.01,-0.01,0.22,2.76,0.00,0.00,3.13,Matches
1572,Adilson Malanda\Adilson-Malanda,fr FRA,MF,Nîmes,fr Ligue 1,18,2001,0.2,20.0,30.0,66.7,465.0,30.0,5.00,5.00,100.0,5.00,15.0,33.3,5.00,5.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1573,Filip Malbašić\Filip-Malbasic,rs SRB,FWMF,Cádiz,es La Liga,27,1992,9.6,10.0,18.1,55.2,168.6,47.3,4.69,6.88,68.2,4.17,6.46,64.5,0.83,2.50,33.3,0.10,0.00,0.10,0.10,0.94,0.42,0.21,1.46,Matches
1574,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Fiorentina,it Serie A,29,1991,2.3,27.8,39.6,70.3,422.6,114.3,16.5,17.4,95.0,10.0,14.8,67.6,1.30,4.35,30.0,0.00,0.04,-0.04,0.43,2.17,0.43,0.00,2.61,Matches
1575,Kévin Malcuit\Kevin-Malcuit,ma MAR,MFFW,Napoli,it Serie A,29,1991,0.4,52.5,60.0,87.5,952.5,210.0,22.5,25.0,90.0,25.0,27.5,90.9,5.00,7.50,66.7,0.00,0.00,0.00,0.00,5.00,5.00,0.00,7.50,Matches
1576,Daniel Maldini\Daniel-Maldini,it ITA,FWMF,Milan,it Serie A,18,2001,0.3,50.0,56.7,88.2,893.3,333.3,23.3,23.3,100.0,16.7,23.3,71.4,6.67,6.67,100.0,0.00,0.00,0.00,0.00,6.67,3.33,3.33,6.67,Matches
1577,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,27,1993,20.8,41.2,55.2,74.6,822.7,255.5,15.6,18.9,82.4,18.2,22.3,81.9,6.44,11.3,57.0,0.58,0.47,0.11,3.61,4.18,2.69,0.29,7.40,Matches
1578,Yunus Mallı\Yunus-Malli,tr TUR,MF,Wolfsburg,de Bundesliga,28,1992,0.6,18.3,21.7,84.6,340.0,103.3,6.67,6.67,100.0,10.0,11.7,85.7,1.67,3.33,50.0,0.00,0.17,-0.17,3.33,3.33,1.67,0.00,3.33,Matches
1579,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,29,1991,28.9,46.3,60.2,76.9,805.6,337.3,22.7,25.6,88.5,18.6,23.5,79.0,4.43,9.03,49.0,0.03,0.08,-0.04,0.52,2.73,0.93,0.35,4.43,Matches
1580,Mickael Malsa\Mickael-Malsa,mq MTQ,MF,Levante,es La Liga,24,1995,26.0,45.0,52.5,85.8,883.7,229.5,17.7,19.2,92.2,20.1,22.7,88.8,6.77,9.58,70.7,0.00,0.02,-0.02,0.42,4.12,0.35,0.04,4.27,Matches
1581,Dennis Man\Dennis-Man,ro ROU,FWMF,Parma,it Serie A,21,1998,7.8,28.2,33.5,84.3,460.9,128.1,15.3,17.3,88.1,10.0,12.1,83.0,2.44,2.95,82.6,0.13,0.04,0.09,0.51,2.56,1.15,0.38,3.59,Matches
1582,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,20,1999,5.1,39.8,43.5,91.4,882.9,139.6,11.2,12.0,93.4,18.8,20.0,94.1,9.22,10.2,90.4,0.00,0.00,0.00,0.20,3.73,0.20,0.00,1.76,Matches
1583,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,31,1989,25.7,50.2,62.1,80.8,909.0,402.0,23.3,25.8,90.6,21.0,24.8,84.6,5.49,10.4,52.8,0.00,0.05,-0.05,0.54,2.84,0.97,0.39,4.55,Matches
1584,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Roma,it Serie A,24,1996,31.7,55.3,62.7,88.1,1152.9,346.4,16.7,18.0,92.5,29.1,31.3,93.1,8.96,12.3,72.6,0.06,0.03,0.03,0.22,4.61,0.41,0.13,4.07,Matches
1585,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35,1985,37.0,25.5,35.8,71.1,714.2,450.7,5.14,5.14,100.0,12.4,12.5,98.5,7.86,18.0,43.8,0.00,0.00,0.00,0.00,0.32,0.03,0.00,0.00,Matches
1586,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,26,1994,24.2,52.0,64.6,80.5,867.7,285.2,26.1,28.3,92.3,21.2,25.0,84.8,3.84,8.72,44.1,0.00,0.05,-0.05,0.62,3.47,1.12,0.58,4.26,Matches
1587,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,28,1991,26.6,51.8,56.2,92.1,1173.7,382.3,13.6,14.4,94.0,25.9,27.3,95.0,11.9,13.8,86.1,0.04,0.00,0.03,0.11,1.80,0.08,0.00,2.07,Matches
1588,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,23,1997,4.4,29.8,37.5,79.4,514.3,128.4,13.9,15.7,88.4,13.2,15.0,87.9,2.27,4.55,50.0,0.00,0.05,-0.05,0.91,2.27,1.36,0.23,4.09,Matches
1589,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Torino,it Serie A,23,1997,16.9,35.5,43.6,81.5,645.7,150.8,15.5,17.6,88.2,14.6,16.7,87.6,4.56,7.63,59.7,0.06,0.04,0.02,0.83,2.96,0.53,0.18,2.43,Matches
1590,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Milan,it Serie A,34,1986,2.4,15.4,23.8,64.9,213.8,70.8,9.17,13.8,66.7,5.42,6.67,81.3,0.42,1.25,33.3,0.00,0.04,-0.04,0.83,0.42,0.00,0.00,0.83,Matches
1591,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,28,1992,31.2,25.7,34.1,75.4,433.4,92.2,13.0,16.1,80.7,9.20,11.6,79.5,2.82,3.97,71.0,0.22,0.18,0.04,1.83,1.19,2.15,0.32,3.37,Matches
1592,Niccolò Manfredini\Niccolo-Manfredini,it ITA,GK,Benevento,it Serie A,32,1988,1.0,25.0,31.0,80.6,629.0,296.0,5.00,5.00,100.0,11.0,12.0,91.7,9.00,14.0,64.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1593,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,29,1991,3.6,20.3,29.2,69.5,382.8,125.6,7.50,9.44,79.4,10.6,12.8,82.6,1.94,5.28,36.8,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.56,Matches
1594,Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,1998,23.4,37.6,44.4,84.7,648.5,173.1,17.6,19.8,88.8,16.2,18.2,88.7,3.21,4.62,69.4,0.13,0.06,0.06,0.68,2.95,0.51,0.04,3.46,Matches
1595,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,33,1987,29.9,56.1,68.6,81.7,1141.3,361.6,22.1,24.4,90.7,23.4,26.6,88.1,9.70,16.0,60.7,0.10,0.10,0.00,1.34,6.39,0.74,0.13,6.69,Matches
1596,Vito Mannone\Vito-Mannone,it ITA,GK,Monaco,fr Ligue 1,32,1988,9.0,22.3,31.9,70.0,703.8,416.6,2.44,2.44,100.0,10.9,11.0,99.0,9.00,18.4,48.8,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.11,Matches
1597,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,29,1991,25.5,55.8,59.7,93.5,1225.7,303.8,14.8,15.7,94.5,29.2,30.0,97.3,11.1,13.1,84.8,0.00,0.02,-0.02,0.20,1.65,0.16,0.04,2.04,Matches
1598,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26,1994,9.2,32.2,43.5,74.0,511.5,220.3,18.7,20.3,92.0,10.0,14.5,69.2,2.72,6.09,44.6,0.00,0.02,-0.02,0.43,1.63,0.43,0.22,2.28,Matches
1599,Juan Manuel Ramos\Juan-Manuel-Ramos,uy URU,DF,Spezia,it Serie A,23,1996,3.3,38.2,48.8,78.3,697.6,259.1,17.3,19.7,87.7,15.2,17.3,87.7,5.15,8.48,60.7,0.00,0.06,-0.06,1.21,0.91,0.91,0.30,1.52,Matches
1600,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,21,1999,12.0,22.8,30.4,75.1,334.2,78.4,14.2,16.6,85.4,6.33,8.17,77.6,1.42,2.83,50.0,0.08,0.14,-0.06,1.25,1.33,1.33,0.58,2.50,Matches
1601,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22,1998,13.0,49.2,62.9,78.2,900.1,284.9,22.7,25.8,88.1,20.1,24.3,82.6,5.92,10.3,57.5,0.08,0.09,-0.02,0.85,3.23,0.85,0.54,4.00,Matches
1602,Sekou Mara\Sekou-Mara,fr FRA,FW,Bordeaux,fr Ligue 1,18,2002,2.5,15.2,26.8,56.7,226.8,51.2,7.60,12.0,63.3,6.40,10.0,64.0,0.40,1.20,33.3,0.80,0.16,0.64,0.80,0.40,0.40,0.00,1.20,Matches
1603,Maranhão\Maranhao,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,10.1,16.3,61.7,162.9,32.9,5.57,7.79,71.6,2.90,5.19,55.9,1.07,1.68,63.6,0.08,0.05,0.03,0.46,0.76,0.00,0.00,0.99,Matches
1604,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,eng Premier League,31,1989,6.9,44.3,53.6,82.7,789.1,294.5,22.8,24.3,93.5,16.5,19.7,83.8,4.93,8.12,60.7,0.00,0.03,-0.03,0.58,2.17,0.29,0.14,3.48,Matches
1605,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,31,1989,0.9,71.1,78.9,90.1,1780.0,547.8,20.0,21.1,94.7,24.4,25.6,95.7,24.4,30.0,81.5,0.00,0.00,0.00,0.00,14.4,2.22,1.11,14.4,Matches
