,Player,Nation,Pos,Squad,Comp,Age,Born,PrgDist,Cmp.2,Att.2,Att.3,Att,TotDist,Ground,Cmp,KP,Live,GCA90,Prog,Crs,xA,PPA,Cluster_new
476,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FW,Fulham,eng Premier League,26.0,1993.0,0.2213292117465224,0.2520179372197309,0.24007782101167316,0.2562874251497006,0.22790055248618782,0.18489626556016597,0.2345132743362832,0.20813397129186603,0.4383561643835617,0.22320117474302498,0.03389830508474576,0.15164369034994699,0.504950495049505,0.23529411764705882,0.23747276688453162,1
598,Matheus Cunha\Matheus-Cunha,br BRA,FW,Hertha BSC,de Bundesliga,21.0,1999.0,0.4126738794435858,0.21973094170403587,0.24591439688715955,0.48742514970059875,0.2596685082872928,0.2502904564315353,0.22035398230088493,0.2033492822966507,0.5506849315068493,0.20851688693098386,0.3220338983050848,0.2873806998939555,0.4811881188118812,0.4117647058823529,0.22875816993464054,1
657,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,28.0,1991.0,0.2522411128284389,0.1905829596412556,0.27509727626459146,0.28802395209580844,0.25690607734806625,0.16970954356846474,0.1,0.182615629984051,0.5561643835616438,0.2555066079295154,0.45762711864406785,0.22799575821845175,0.6594059405940594,0.4117647058823529,0.33986928104575165,1
692,Moussa Diaby\Moussa-Diaby,fr FRA,FW,Leverkusen,de Bundesliga,21.0,1999.0,0.22720247295208656,0.37982062780269055,0.36070038910505836,0.29640718562874246,0.3038674033149171,0.27460580912863075,0.34601769911504426,0.2942583732057416,0.45479452054794517,0.33039647577092507,0.5423728813559322,0.1792152704135737,0.7623762376237624,0.5098039215686274,0.3442265795206972,1
738,Ritsu Doan\Ritsu-Doan,jp JPN,FW,Arminia,de Bundesliga,22.0,1998.0,0.32890262751159194,0.16816143497757846,0.19494163424124514,0.37784431137724556,0.19613259668508284,0.14215767634854773,0.16371681415929204,0.1427432216905901,0.40821917808219177,0.16299559471365638,0.13559322033898305,0.23435843054082714,0.4118811881188119,0.21568627450980393,0.23311546840958608,1
804,Niclas Eliasson\Niclas-Eliasson,se SWE,FW,Nîmes,fr Ligue 1,24.0,1995.0,0.2723338485316847,0.13094170403587443,0.16614785992217898,0.4053892215568862,0.17265193370165743,0.12232365145228219,0.09823008849557524,0.11722488038277513,0.4931506849315069,0.12922173274596185,0.16949152542372883,0.13361611876988333,0.6732673267326733,0.33333333333333337,0.17429193899782136,1
868,Zinedine Ferhat\Zinedine-Ferhat,dz ALG,FW,Nîmes,fr Ligue 1,27.0,1993.0,0.3653786707882535,0.262780269058296,0.34902723735408564,0.3880239520958084,0.33149171270718225,0.2415767634854772,0.27699115044247785,0.259170653907496,0.41643835616438357,0.3362701908957416,0.5677966101694916,0.3393425238600212,0.499009900990099,0.3529411764705882,0.3115468409586057,1
883,David Ferreiro\David-Ferreiro,es ESP,FW,Huesca,es La Liga,32.0,1988.0,0.4618238021638331,0.352914798206278,0.3996108949416342,0.6359281437125748,0.3480662983425414,0.3144398340248963,0.25929203539823004,0.26874003189792667,0.6931506849315068,0.302496328928047,0.3305084745762712,0.2788971367974549,0.7900990099009901,0.39215686274509803,0.34204793028322444,1
926,Ryan Fraser\Ryan-Fraser,sco SCO,FW,Newcastle Utd,eng Premier League,26.0,1994.0,0.34744976816074186,0.27443946188340806,0.3178988326848249,0.4826347305389221,0.3038674033149171,0.22240663900414936,0.22035398230088493,0.2368421052631579,0.6657534246575343,0.25403817914831134,0.3305084745762712,0.13361611876988333,1.0,0.39215686274509803,0.2113289760348584,1
933,Jorge de Frutos\Jorge-de-Frutos,es ESP,FW,Levante,es La Liga,23.0,1997.0,0.30355486862442044,0.25515695067264577,0.27509727626459146,0.2670658682634731,0.21823204419889503,0.1720331950207469,0.1973451327433628,0.1810207336523126,0.4383561643835617,0.21585903083700442,0.5593220338983051,0.2290562036055143,0.594059405940594,0.43137254901960786,0.224400871459695,1
962,Rubén García\Ruben-Garcia,es ESP,FW,Osasuna,es La Liga,27.0,1993.0,0.47666151468315304,0.29775784753363227,0.3568093385214008,0.5622754491017964,0.3632596685082873,0.32614107883817434,0.2504424778761062,0.284688995215311,0.46301369863013697,0.33920704845814975,0.2542372881355932,0.2258748674443266,0.596039603960396,0.33333333333333337,0.29629629629629634,1
982,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,eng Premier League,25.0,1995.0,0.28315301391035547,0.24260089686098654,0.2673151750972763,0.2425149700598803,0.281767955801105,0.20672199170124483,0.2557522123893805,0.2448165869218501,0.3671232876712329,0.28634361233480177,0.05084745762711865,0.18981972428419938,0.6752475247524753,0.2549019607843137,0.22004357298474947,1
1060,Gonçalo Guedes\Goncalo-Guedes,pt POR,FW,Valencia,es La Liga,23.0,1996.0,0.32890262751159194,0.2838565022421525,0.2945525291828794,0.2538922155688623,0.24309392265193366,0.23070539419087138,0.2646017699115044,0.22727272727272727,0.33424657534246577,0.25844346549192365,0.5338983050847458,0.29692470837751855,0.42178217821782177,0.27450980392156865,0.420479302832244,1
1098,Romain Hamouma\Romain-Hamouma,fr FRA,FW,Saint-Étienne,fr Ligue 1,33.0,1987.0,0.2698608964451314,0.1959641255605381,0.20428015564202334,0.3634730538922156,0.27071823204419887,0.19883817427385894,0.2504424778761062,0.22089314194577353,0.4876712328767123,0.23201174743024966,0.16949152542372883,0.22269353128313893,0.42178217821782177,0.3137254901960784,0.1655773420479303,1
1139,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,eng Premier League,28.0,1992.0,0.2383307573415765,0.2582959641255605,0.25330739299610894,0.2982035928143713,0.2886740331491713,0.23269709543568468,0.29823008849557525,0.284688995215311,0.6109589041095891,0.2643171806167401,0.364406779661017,0.15482502651113467,0.3089108910891089,0.5098039215686274,0.1830065359477124,1
1153,Franck Honorat\Franck-Honorat,fr FRA,FW,Brest,fr Ligue 1,23.0,1996.0,0.4080370942812983,0.3017937219730941,0.3568093385214008,0.43173652694610787,0.33149171270718225,0.2620746887966805,0.24690265486725663,0.26236044657097285,0.6410958904109589,0.3083700440528634,0.3135593220338983,0.2926829268292683,0.8198019801980198,0.49019607843137253,0.3899782135076253,1
1199,Takashi Inui\Takashi-Inui,jp JPN,FW,Eibar,es La Liga,32.0,1988.0,0.19258114374034002,0.19551569506726457,0.2171206225680934,0.2323353293413174,0.17403314917127066,0.13352697095435687,0.16194690265486728,0.14912280701754388,0.18904109589041096,0.18208516886930984,0.0,0.15270413573700956,0.6871287128712872,0.1764705882352941,0.2483660130718954,1
1426,Armand Lauriente\Armand-Lauriente,fr FRA,FW,Lorient,fr Ligue 1,21.0,1998.0,0.29489953632148375,0.20358744394618833,0.2190661478599222,0.2904191616766467,0.24861878453038672,0.21460580912863073,0.2823008849557522,0.2448165869218501,0.5945205479452055,0.23935389133627022,0.516949152542373,0.15906680805938495,0.4613861386138614,0.5686274509803921,0.2178649237472767,1
1455,Pedro León\Pedro-Leon,es ESP,FW,Eibar,es La Liga,33.0,1986.0,0.3690880989180834,0.25784753363228696,0.31011673151750974,0.48922155688622754,0.3011049723756906,0.19186721991701244,0.13893805309734514,0.19377990430622005,0.4465753424657534,0.25403817914831134,0.1610169491525424,0.15270413573700956,0.7801980198019802,0.43137254901960786,0.355119825708061,1
1514,Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,25.0,1995.0,0.15517774343122104,0.21300448430493274,0.2412451361867705,0.11437125748502995,0.21132596685082872,0.14074688796680498,0.2504424778761062,0.196969696969697,0.49041095890410963,0.2378854625550661,0.3898305084745763,0.14846235418875928,0.6356435643564357,0.4117647058823529,0.2788671023965142,1
1522,José Luis Morales\Jose-Luis-Morales,es ESP,FW,Levante,es La Liga,33.0,1987.0,0.20587326120556412,0.22376681614349775,0.2540856031128405,0.24550898203592814,0.18508287292817677,0.1587551867219917,0.19557522123893806,0.15869218500797447,0.33424657534246577,0.18649045521292218,0.3135593220338983,0.1664899257688229,0.5485148514851486,0.2549019607843137,0.23311546840958608,1
1540,Darwin Machís\Darwin-Machis,ve VEN,FW,Granada,es La Liga,27.0,1993.0,0.23894899536321482,0.12556053811659193,0.14669260700389106,0.34371257485029943,0.15193370165745856,0.11842323651452281,0.12477876106194692,0.10446570972886764,0.31780821917808216,0.14684287812041116,0.4491525423728814,0.10922587486744431,0.5900990099009901,0.37254901960784315,0.15468409586056645,1
1721,Dries Mertens\Dries-Mertens,be BEL,FW,Napoli,it Serie A,33.0,1987.0,0.2874806800618238,0.27533632286995513,0.27898832684824904,0.2520958083832336,0.23342541436464084,0.2044813278008299,0.23274336283185837,0.22248803827751193,0.6767123287671234,0.21585903083700442,0.5254237288135594,0.3255567338282078,0.3920792079207921,0.45098039215686275,0.2549019607843137,1
1798,Jon Morcillo\Jon-Morcillo,es ESP,FW,Athletic Club,es La Liga,21.0,1998.0,0.4306027820710974,0.27264573991031393,0.32568093385214014,0.49101796407185627,0.28314917127071815,0.219253112033195,0.1973451327433628,0.196969696969697,0.45479452054794517,0.2613803230543319,0.22033898305084748,0.27465535524920465,0.9960396039603961,0.37254901960784315,0.25925925925925924,1
1803,Tete Morente\Tete-Morente,es ESP,FW,Elche,es La Liga,23.0,1996.0,0.26553323029366305,0.27085201793721975,0.2634241245136187,0.2652694610778443,0.26657458563535913,0.22780082987551867,0.2575221238938053,0.25757575757575757,0.18356164383561646,0.28193832599118945,0.33898305084745767,0.13361611876988333,0.46930693069306934,0.21568627450980393,0.2047930283224401,1
1878,Pedro Neto\Pedro-Neto,pt POR,FW,Wolves,eng Premier League,20.0,2000.0,0.3091190108191654,0.4067264573991031,0.4035019455252919,0.36287425149700603,0.4005524861878452,0.3369294605809129,0.3973451327433628,0.3979266347687401,0.5808219178082192,0.3715124816446403,0.2711864406779661,0.1569459172852598,0.8891089108910892,0.43137254901960786,0.3006535947712418,1
1954,Fabián Orellana\Fabian-Orellana,cl CHI,FW,Valladolid,es La Liga,34.0,1986.0,0.32797527047913444,0.2834080717488789,0.2906614785992218,0.38143712574850297,0.28453038674033143,0.27385892116182575,0.2345132743362832,0.25757575757575757,0.3452054794520548,0.2643171806167401,0.1440677966101695,0.2481442205726405,0.45742574257425744,0.33333333333333337,0.2657952069716776,1
1966,Remi Oudin\Remi-Oudin,fr FRA,FW,Bordeaux,fr Ligue 1,23.0,1996.0,0.3310664605873261,0.3161434977578475,0.3762645914396887,0.33832335329341323,0.3604972375690607,0.2511203319502075,0.3336283185840708,0.29106858054226475,0.38630136986301367,0.36123348017621143,0.22033898305084748,0.19088016967126192,0.5445544554455446,0.3529411764705882,0.2178649237472767,1
1974,Mikel Oyarzabal\Mikel-Oyarzabal,es ESP,FW,Real Sociedad,es La Liga,23.0,1997.0,0.35208655332302935,0.2910313901345291,0.30233463035019453,0.407185628742515,0.3204419889502762,0.26514522821576764,0.28053097345132744,0.2735247208931419,0.5013698630136987,0.28487518355359764,0.6016949152542372,0.2788971367974549,0.41386138613861384,0.43137254901960786,0.3246187363834423,1
2049,Matheus Pereira\Matheus-Pereira,br BRA,FW,West Brom,eng Premier League,24.0,1996.0,0.4265842349304482,0.2699551569506727,0.27898832684824904,0.444311377245509,0.32458563535911594,0.2631535269709544,0.3123893805309734,0.2862838915470494,0.5452054794520548,0.27312775330396477,0.3559322033898305,0.3107104984093319,0.40198019801980195,0.37254901960784315,0.32679738562091504,1
2060,Lucas Pérez\Lucas-Perez,es ESP,FW,Alavés,es La Liga,31.0,1988.0,0.47727975270479134,0.25650224215246636,0.27509727626459146,0.6419161676646706,0.28314917127071815,0.26141078838174275,0.21150442477876105,0.1985645933014354,0.7315068493150685,0.18649045521292218,0.4322033898305085,0.27359490986214213,0.5683168316831684,0.49019607843137253,0.224400871459695,1
2065,Ivan Perišić\Ivan-Perisic,hr CRO,FW,Inter,it Serie A,31.0,1989.0,0.4302936630602783,0.4426008968609866,0.47743190661478596,0.4077844311377246,0.38397790055248615,0.34589211618257265,0.2663716814159292,0.3405103668261563,0.4136986301369863,0.3348017621145375,0.33898305084745767,0.21951219512195122,0.7861386138613862,0.45098039215686275,0.33986928104575165,1
2214,Marco Richter\Marco-Richter,de GER,FW,Augsburg,de Bundesliga,22.0,1997.0,0.2979907264296754,0.22152466367713006,0.25058365758754864,0.4365269461077844,0.22928176795580105,0.18041493775933612,0.18318584070796462,0.15071770334928228,0.26301369863013696,0.22173274596182083,0.3220338983050848,0.22163308589607633,0.4673267326732673,0.19607843137254902,0.1655773420479303,1
2304,Bukayo Saka\Bukayo-Saka,eng ENG,FW,Arsenal,eng Premier League,18.0,2001.0,0.3230293663060278,0.37533632286995516,0.36848249027237356,0.2982035928143713,0.3715469613259669,0.27360995850622405,0.37610619469026546,0.34688995215311,0.3671232876712329,0.35242290748898675,0.3559322033898305,0.1972428419936373,0.5722772277227723,0.33333333333333337,0.22222222222222224,1
2315,Salvi\Salvi,es ESP,FW,Cádiz,es La Liga,29.0,1991.0,0.25842349304482226,0.13408071748878925,0.19766536964980547,0.3023952095808384,0.18232044198895025,0.09526970954356848,0.10176991150442478,0.10287081339712917,0.23013698630136986,0.15565345080763582,0.04237288135593221,0.07741251325556735,0.7742574257425743,0.11764705882352941,0.22222222222222224,1
2320,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FW,Dijon,fr Ligue 1,34.0,1986.0,0.41514683153013915,0.27085201793721975,0.2906614785992218,0.42275449101796414,0.36602209944751374,0.3058091286307054,0.3566371681415929,0.3421052631578947,0.5863013698630137,0.3362701908957416,0.2033898305084746,0.23647932131495228,0.502970297029703,0.33333333333333337,0.1721132897603486,1
2431,Moses Simon\Moses-Simon,ng NGA,FW,Nantes,fr Ligue 1,25.0,1995.0,0.22163833075734157,0.17399103139013453,0.21945525291828796,0.22215568862275453,0.20027624309392264,0.1250622406639004,0.179646017699115,0.15390749601275913,0.33972602739726027,0.19236417033773862,0.22881355932203393,0.14316012725344646,0.6138613861386139,0.2549019607843137,0.2113289760348584,1
2448,Andreas Skov Olsen\Andreas-Skov-Olsen,dk DEN,FW,Bologna,it Serie A,20.0,1999.0,0.3851622874806801,0.42017937219730944,0.43463035019455254,0.3371257485029941,0.3950276243093922,0.31286307053941914,0.41150442477876104,0.3708133971291866,0.5013698630136987,0.40234948604992665,0.1271186440677966,0.2417815482502651,0.5900990099009901,0.3137254901960784,0.21568627450980393,1
2449,Robert Skov\Robert-Skov,dk DEN,FW,Hoffenheim,de Bundesliga,24.0,1996.0,0.3996908809891809,0.4067264573991031,0.43463035019455254,0.45868263473053894,0.36464088397790057,0.3211618257261411,0.2929203539823009,0.30542264752791065,0.31780821917808216,0.33039647577092507,0.06779661016949153,0.295864262990456,0.598019801980198,0.19607843137254902,0.28758169934640526,1
2477,Riccardo Sottil\Riccardo-Sottil,it ITA,FW,Cagliari,it Serie A,21.0,1999.0,0.23307573415765068,0.2883408071748879,0.3178988326848249,0.23892215568862274,0.21685082872928174,0.23269709543568468,0.2716814159292036,0.21291866028708134,0.35342465753424657,0.23641703377386195,0.2542372881355932,0.264050901378579,0.4495049504950495,0.27450980392156865,0.4117647058823529,1
2603,Roberto Torres\Roberto-Torres,es ESP,FW,Osasuna,es La Liga,31.0,1989.0,0.4902627511591964,0.29955156950672646,0.3295719844357977,0.5389221556886228,0.3190607734806629,0.3078008298755187,0.2168141592920354,0.259170653907496,0.24657534246575344,0.2980910425844347,0.11864406779661019,0.352067868504772,0.5841584158415842,0.13725490196078433,0.28104575163398693,1
2610,Andros Townsend\Andros-Townsend,eng ENG,FW,Crystal Palace,eng Premier League,29.0,1991.0,0.43647604327666156,0.22600896860986547,0.24319066147859922,0.4652694610778443,0.28453038674033143,0.22489626556016598,0.24867256637168142,0.233652312599681,0.4246575342465754,0.26725403817914833,0.23728813559322037,0.27571580063626727,0.7029702970297029,0.29411764705882354,0.34640522875817,1
2613,Adama Traoré\Adama-Traore,es ESP,FW,Wolves,eng Premier League,24.0,1996.0,0.20185471406491498,0.226457399103139,0.27898832684824904,0.18083832335329342,0.22237569060773477,0.14962655601659752,0.18495575221238936,0.17464114832535882,0.5205479452054794,0.24522760646108666,0.16949152542372883,0.1855779427359491,0.801980198019802,0.3529411764705882,0.19172113289760348,1
2615,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Aston Villa,eng Premier League,24.0,1995.0,0.2686244204018547,0.27802690582959644,0.2828793774319066,0.3880239520958084,0.23756906077348064,0.2341078838174274,0.22035398230088493,0.21291866028708134,0.36164383561643837,0.2246696035242291,0.2966101694915254,0.2142099681866384,0.4158415841584159,0.2549019607843137,0.22004357298474947,1
2677,Daniele Verde\Daniele-Verde,it ITA,FW,Spezia,it Serie A,24.0,1996.0,0.24853168469860895,0.42017937219730944,0.40739299610894947,0.3670658682634731,0.3149171270718232,0.32149377593361,0.3035398230088495,0.310207336523126,0.25205479452054796,0.3127753303964758,0.15254237288135594,0.2014846235418876,0.5445544554455446,0.27450980392156865,0.22004357298474947,1
2678,Simone Verdi\Simone-Verdi,it ITA,FW,Torino,it Serie A,28.0,1992.0,0.5115919629057187,0.2856502242152466,0.34513618677042807,0.755688622754491,0.36602209944751374,0.34821576763485473,0.25398230088495577,0.284688995215311,0.7917808219178083,0.2834067547723936,0.3728813559322034,0.288441145281018,0.7366336633663367,0.5882352941176471,0.2788671023965142,1
2785,Mattia Zaccagni\Mattia-Zaccagni,it ITA,FW,Hellas Verona,it Serie A,25.0,1995.0,0.25564142194744977,0.22152466367713006,0.2673151750972763,0.17784431137724552,0.27071823204419887,0.18506224066390042,0.24690265486725663,0.22886762360446572,0.3506849315068493,0.2995594713656388,0.44067796610169496,0.25132555673382817,0.4851485148514852,0.3529411764705882,0.35294117647058826,1
