,Player,Nation,Pos,Squad,Comp,Age,Born,PrgDist,Cmp.2,Att.2,Att.3,Att,TotDist,Ground,Cmp,KP,Live,GCA90,Prog,Crs,xA,PPA,Cluster_new
1745,Pere Milla\Pere-Milla,es ESP,FW,Elche,es La Liga,27.0,1992.0,0.10757341576506954,0.14484304932735428,0.14941634241245133,0.12395209580838323,0.17127071823204418,0.12174273858921161,0.19380530973451326,0.1682615629984051,0.16164383561643836,0.19089574155653452,0.3050847457627119,0.08377518557794274,0.05346534653465347,0.1568627450980392,0.05882352941176471,2
1750,Santi Mina\Santi-Mina,es ESP,FW,Celta Vigo,es La Liga,24.0,1995.0,0.07480680061823802,0.07533632286995516,0.08132295719844355,0.0718562874251497,0.1256906077348066,0.07410788381742739,0.10530973451327433,0.13157894736842105,0.12328767123287672,0.14390602055800297,0.288135593220339,0.06892895015906682,0.06732673267326733,0.11764705882352941,0.04139433551198257,2
1756,Rafa Mir\Rafa-Mir,es ESP,FW,Huesca,es La Liga,23.0,1997.0,0.05780525502318393,0.036322869955156954,0.06731517509727626,0.062874251497006,0.013812154696132596,0.0004979253112033384,0.0,0.0,0.09315068493150686,0.022026431718061675,0.05084745762711865,0.06786850477200425,0.1108910891089109,0.11764705882352941,0.04793028322440087,2
1770,Terem Moffi\Terem-Moffi,ng NGA,FW,Lorient,fr Ligue 1,21.0,1999.0,0.05904173106646058,0.039013452914798206,0.040856031128404684,0.08323353293413174,0.04972375690607731,0.033526970954356854,0.08761061946902654,0.058213716108452954,0.33424657534246577,0.04992657856093978,0.2966101694915254,0.09650053022269353,0.09504950495049505,0.33333333333333337,0.14161220043572986,2
1807,Loren Morón\Loren-Moron,es ESP,FW,Betis,es La Liga,26.0,1993.0,0.1304482225656878,0.039013452914798206,0.07159533073929959,0.10718562874251497,0.05248618784530387,0.046141078838174296,0.05929203539823008,0.058213716108452954,0.15068493150684933,0.06167400881057268,0.07627118644067797,0.16118769883351008,0.03564356435643564,0.0784313725490196,0.0784313725490196,2
1813,Steve Mounié\Steve-Mounie,bj BEN,FW,Brest,fr Ligue 1,25.0,1994.0,0.09613601236476042,0.1165919282511211,0.1957198443579767,0.06766467065868265,0.16022099447513807,0.07070539419087138,0.07876106194690265,0.10606060606060606,0.1917808219178082,0.18649045521292218,0.2033898305084746,0.11134676564156944,0.08712871287128714,0.1568627450980392,0.10893246187363835,2
1845,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FW,Eibar,es La Liga,28.0,1992.0,0.06738794435857806,0.07309417040358744,0.07821011673151752,0.02874251497005988,0.07596685082872928,0.023236514522821577,0.07699115044247787,0.06778309409888357,0.2410958904109589,0.08663729809104258,0.13559322033898305,0.07741251325556735,0.1108910891089109,0.1764705882352941,0.05228758169934641,2
1874,Álvaro Negredo\Alvaro-Negredo,es ESP,FW,Cádiz,es La Liga,34.0,1985.0,0.09860896445131376,0.062331838565022425,0.1233463035019455,0.18502994011976048,0.1325966850828729,0.06887966804979254,0.037168141592920347,0.07735247208931419,0.20273972602739726,0.12922173274596185,0.2796610169491526,0.1102863202545069,0.09702970297029703,0.29411764705882354,0.1241830065359477,2
1889,Opa Nguette\Opa-Nguette,sn SEN,FW,Metz,fr Ligue 1,26.0,1994.0,0.08593508500772798,0.1251121076233184,0.14747081712062254,0.08083832335329343,0.11602209944751378,0.08,0.1690265486725664,0.11881977671451353,0.2602739726027397,0.1365638766519824,0.2033898305084746,0.09331919406150584,0.15643564356435644,0.1568627450980392,0.08714596949891068,2
1894,Florian Niederlechner\Florian-Niederlechner,de GER,FW,Augsburg,de Bundesliga,29.0,1990.0,0.07171561051004637,0.09955156950672645,0.09027237354085603,0.11377245508982035,0.04143646408839779,0.05568464730290458,0.056637168141592906,0.05023923444976077,0.18356164383561646,0.03964757709251101,0.22033898305084748,0.09013785790031813,0.09306930693069307,0.3137254901960784,0.10239651416122005,2
1918,Simeon Nwankwo\Simeon-Nwankwo,ng NGA,FW,Crotone,it Serie A,28.0,1992.0,0.05316846986089644,0.14573991031390135,0.13657587548638134,0.05568862275449102,0.10635359116022097,0.08672199170124481,0.14601769911504425,0.12679425837320574,0.21917808219178084,0.09544787077826726,0.1016949152542373,0.04665959703075291,0.0297029702970297,0.11764705882352941,0.026143790849673203,2
1921,M'Bala Nzola\MBala-Nzola,ao ANG,FW,Spezia,it Serie A,23.0,1996.0,0.02442040185471407,0.12556053811659193,0.0988326848249027,0.09880239520958084,0.12430939226519336,0.13302904564315354,0.19380530973451326,0.1698564593301435,0.273972602739726,0.1160058737151248,0.2796610169491526,0.013785790031813362,0.027722772277227727,0.29411764705882354,0.06100217864923748,2
1934,Stefano Okaka\Stefano-Okaka,it ITA,FW,Udinese,it Serie A,30.0,1989.0,0.02102009273570325,0.10000000000000002,0.06225680933852141,0.014970059880239521,0.06491712707182319,0.051701244813278015,0.1265486725663717,0.10127591706539074,0.15068493150684933,0.06167400881057268,0.1016949152542373,0.042417815482502653,0.0594059405940594,0.0784313725490196,0.10457516339869281,2
1935,Shinji Okazaki\Shinji-Okazaki,jp JPN,FW,Huesca,es La Liga,34.0,1986.0,0.026584234930448227,0.051569506726457395,0.03463035019455254,0.0,0.0,0.001576763485477183,0.039115044247787625,0.029505582137161077,0.15342465753424658,0.005873715124816426,0.13559322033898305,0.03499469777306469,0.047524752475247525,0.0392156862745098,0.034858387799564274,2
1949,Karim Onisiwo\Karim-Onisiwo,at AUT,FW,Mainz 05,de Bundesliga,28.0,1992.0,0.06955177743431222,0.0946188340807175,0.12295719844357976,0.10838323353293414,0.09392265193370165,0.050124481327800834,0.09646017699115043,0.06618819776714514,0.2410958904109589,0.0998531571218796,0.16949152542372883,0.09862142099681867,0.3564356435643565,0.23529411764705882,0.12854030501089325,2
1960,Victor Osimhen\Victor-Osimhen,ng NGA,FW,Napoli,it Serie A,21.0,1998.0,0.0,0.05829596412556055,0.06225680933852141,0.04670658682634731,0.006906077348066298,0.0039004149377593503,0.05150442477876106,0.021531100478468894,0.3589041095890411,0.020558002936857542,0.33898305084745767,0.019088016967126187,0.22574257425742572,0.29411764705882354,0.03703703703703704,2
2020,Leonardo Pavoletti\Leonardo-Pavoletti,it ITA,FW,Cagliari,it Serie A,31.0,1988.0,0.03431221020092736,0.10313901345291479,0.10544747081712061,0.08682634730538923,0.14502762430939226,0.08473029045643156,0.09115044247787611,0.13955342902711323,0.09315068493150686,0.16005873715124816,0.23728813559322037,0.030752916224814426,0.033663366336633666,0.0392156862745098,0.06100217864923748,2
2071,Nils Petersen\Nils-Petersen,de GER,FW,Freiburg,de Bundesliga,31.0,1988.0,0.0401854714064915,0.037668161434977594,0.040856031128404684,0.04970059880239522,0.051104972375690595,0.024315352697095446,0.02938053097345133,0.04864433811802234,0.16986301369863013,0.06901615271659324,0.05932203389830509,0.06786850477200425,0.041584158415841586,0.19607843137254902,0.06100217864923748,2
2085,Krzysztof Piątek\Krzysztof-Piatek,pl POL,FW,Hertha BSC,de Bundesliga,25.0,1995.0,0.051004636785162295,0.11748878923766816,0.14591439688715951,0.08682634730538923,0.12016574585635358,0.0941908713692946,0.10353982300884955,0.11403508771929824,0.15068493150684933,0.12041116005873716,0.1440677966101695,0.051961823966065745,0.04356435643564357,0.13725490196078433,0.06100217864923748,2
2142,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,37.0,1983.0,0.10015455950540961,0.1188340807174888,0.12529182879377432,0.14491017964071856,0.11325966850828727,0.08672199170124481,0.1,0.09808612440191387,0.2,0.11013215859030838,0.13559322033898305,0.08377518557794274,0.17821782178217824,0.11764705882352941,0.09803921568627451,2
2143,Robin Quaison\Robin-Quaison,se SWE,FW,Mainz 05,de Bundesliga,26.0,1993.0,0.12426584234930449,0.07668161434977579,0.08949416342412453,0.1281437125748503,0.0953038674033149,0.060746887966805,0.10353982300884955,0.08054226475279108,0.2164383561643836,0.11747430249632894,0.364406779661017,0.10710498409331917,0.07326732673267326,0.3529411764705882,0.08061002178649238,2
2167,Sandro Ramírez\Sandro-Ramirez,es ESP,FW,Huesca,es La Liga,25.0,1995.0,0.13292117465224113,0.15829596412556055,0.15758754863813232,0.14311377245508983,0.12292817679558009,0.13609958506224065,0.18318584070796462,0.13636363636363638,0.1917808219178082,0.13069016152716592,0.23728813559322037,0.10710498409331917,0.2495049504950495,0.058823529411764705,0.0915032679738562,2
2213,Richarlison\Richarlison,br BRA,FW,Everton,eng Premier League,23.0,1997.0,0.11808346213292119,0.16681614349775784,0.18599221789883275,0.08802395209580839,0.14502762430939226,0.0983402489626556,0.20973451327433631,0.1283891547049442,0.2164383561643836,0.16740088105726872,0.23728813559322037,0.09862142099681867,0.14257425742574256,0.19607843137254902,0.09586056644880174,2
2248,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,es La Liga,33.0,1987.0,0.017001545595054096,0.06860986547085203,0.09533073929961089,0.13592814371257486,0.09668508287292817,0.06273858921161828,0.09469026548672566,0.08213716108452951,0.10684931506849316,0.11160058737151246,0.16949152542372883,0.027571580063626724,0.1821782178217822,0.058823529411764705,0.10021786492374729,2
2251,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,eng Premier League,31.0,1989.0,0.08222565687789798,0.07623318385650225,0.07898832684824902,0.04790419161676647,0.08701657458563536,0.04024896265560166,0.10176991150442478,0.09649122807017545,0.15616438356164383,0.11160058737151246,0.23728813559322037,0.12407211028632024,0.05544554455445545,0.23529411764705882,0.10893246187363835,2
2318,Mama Samba Baldé\Mama-Samba-Balde,gw GNB,FW,Dijon,fr Ligue 1,24.0,1995.0,0.06275115919629057,0.09506726457399103,0.08715953307392996,0.0688622754491018,0.09254143646408838,0.0561825726141079,0.12300884955752212,0.08851674641148326,0.11506849315068493,0.0998531571218796,0.06779661016949153,0.042417815482502653,0.08316831683168317,0.058823529411764705,0.054466230936819175,2
2322,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Torino,it Serie A,24.0,1996.0,0.056877897990726435,0.17623318385650222,0.14513618677042803,0.10299401197604792,0.15193370165745856,0.13053941908713693,0.1902654867256637,0.16188197767145132,0.22739726027397258,0.17033773861967694,0.15254237288135594,0.06574761399787911,0.0910891089108911,0.1568627450980392,0.1394335511982571,2
2323,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,24.0,1996.0,0.05162287480680062,0.08565022421524664,0.10233463035019454,0.04610778443113773,0.0953038674033149,0.06016597510373444,0.11946902654867257,0.10765550239234449,0.07945205479452054,0.09544787077826726,0.24576271186440676,0.10180275715800638,0.019801980198019802,0.058823529411764705,0.04139433551198257,2
2353,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,de Bundesliga,20.0,2000.0,0.10231839258114372,0.12869955156950671,0.13540856031128404,0.06407185628742515,0.11325966850828727,0.072448132780083,0.11769911504424779,0.10925039872408292,0.2958904109589041,0.1277533039647577,0.11864406779661019,0.1230116648992577,0.08514851485148515,0.27450980392156865,0.08714596949891068,2
2361,Gianluca Scamacca\Gianluca-Scamacca,it ITA,FW,Genoa,it Serie A,21.0,1999.0,0.052550231839258124,0.10179372197309419,0.14163424124513618,0.13892215568862276,0.13674033149171266,0.10423236514522824,0.12123893805309734,0.11403508771929824,0.2547945205479452,0.1512481644640235,0.22881355932203393,0.07211028632025451,0.1722772277227723,0.21568627450980393,0.07189542483660132,2
2367,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,de Bundesliga,24.0,1996.0,0.03678516228748069,0.10807174887892378,0.11673151750972761,0.03173652694610779,0.09668508287292817,0.0557676348547718,0.08584070796460176,0.09968102073365231,0.2767123287671233,0.10279001468428782,0.24576271186440676,0.04029692470837752,0.047524752475247525,0.21568627450980393,0.02178649237472767,2
2422,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,eng Premier League,18.0,2002.0,0.03740340030911902,0.09910313901345291,0.08404669260700388,0.08143712574850301,0.08701657458563536,0.054605809128630715,0.10353982300884955,0.09808612440191387,0.19726027397260273,0.09251101321585906,0.22033898305084748,0.07741251325556735,0.07722772277227723,0.058823529411764705,0.08496732026143791,2
2430,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Cagliari,it Serie A,25.0,1995.0,0.015455950540958269,0.12062780269058297,0.11439688715953307,0.03952095808383233,0.055248618784530384,0.0424066390041494,0.10353982300884955,0.069377990430622,0.15616438356164383,0.04845814977973567,0.13559322033898305,0.008483563096500526,0.09306930693069307,0.11764705882352941,0.034858387799564274,2
2463,Rubén Sobrino\Ruben-Sobrino,es ESP,FW,Cádiz,es La Liga,28.0,1992.0,0.11839258114374034,0.13228699551569506,0.13307392996108947,0.10179640718562875,0.0953038674033149,0.07966804979253111,0.13008849557522123,0.10127591706539074,0.2,0.1160058737151248,0.2711864406779661,0.08695652173913043,0.1108910891089109,0.11764705882352941,0.05228758169934641,2
2466,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,es La Liga,35.0,1985.0,0.02905718701700155,0.07264573991031391,0.10739299610894942,0.09461077844311377,0.10911602209944748,0.04265560165975104,0.09115044247787611,0.07575757575757576,0.136986301369863,0.1042584434654919,0.11016949152542374,0.03817603393425239,0.19801980198019803,0.0784313725490196,0.06753812636165578,2
2518,Luis Suárez\Luis-Suarez,uy URU,FW,Atlético Madrid,es La Liga,33.0,1987.0,0.07326120556414219,0.08789237668161434,0.0828793774319066,0.09580838323353294,0.10773480662983426,0.08838174273858922,0.09646017699115043,0.11403508771929824,0.26575342465753427,0.12187958883994128,0.3050847457627119,0.10710498409331917,0.10693069306930694,0.23529411764705882,0.17864923747276687,2
2644,Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FW,Bordeaux,fr Ligue 1,27.0,1992.0,0.02442040185471407,0.10762331838565024,0.07782101167315174,0.020958083832335328,0.05248618784530387,0.05004149377593362,0.12123893805309734,0.08851674641148326,0.16712328767123288,0.05433186490455212,0.09322033898305085,0.03923647932131495,0.12079207920792079,0.1568627450980392,0.09368191721132897,2
2647,Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,es La Liga,23.0,1997.0,0.09737248840803711,0.08878923766816145,0.1463035019455253,0.06167664670658683,0.14088397790055246,0.0503734439834025,0.07876106194690265,0.09968102073365231,0.20547945205479454,0.15565345080763582,0.16949152542372883,0.13997879109225875,0.08118811881188119,0.1764705882352941,0.0457516339869281,2
2659,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,es La Liga,23.0,1997.0,0.1561051004636785,0.1327354260089686,0.11634241245136186,0.1353293413173653,0.14226519337016574,0.1200829875518672,0.17079646017699113,0.14752791068580542,0.12876712328767123,0.1395007342143906,0.07627118644067797,0.2290562036055143,0.1485148514851485,0.058823529411764705,0.24618736383442263,2
2662,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,33.0,1987.0,0.01854714064914992,0.029147982062780263,0.025291828793774316,0.03353293413173653,0.006906077348066298,0.0,0.04353982300884957,0.011802232854864437,0.2328767123287671,0.013215859030836984,0.5932203389830508,0.042417815482502653,0.1504950495049505,0.3137254901960784,0.07625272331154684,2
2698,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,es La Liga,22.0,1997.0,0.02380216383307573,0.04394618834080717,0.07743190661478598,0.049101796407185636,0.046961325966850806,0.012365145228215772,0.053451327433628314,0.03110047846889951,0.2,0.06314243759177682,0.1440677966101695,0.054082714740190885,0.201980198019802,0.21568627450980393,0.12200435729847496,2
2707,Dušan Vlahović\Dusan-Vlahovic,rs SRB,FW,Fiorentina,it Serie A,20.0,2000.0,0.01576506955177744,0.06860986547085203,0.09299610894941635,0.06167664670658683,0.07182320441988949,0.04622406639004151,0.07876106194690265,0.06778309409888357,0.14246575342465753,0.08370044052863436,0.1864406779661017,0.027571580063626724,0.0910891089108911,0.1764705882352941,0.06753812636165578,2
2719,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,eng Premier League,28.0,1992.0,0.02472952086553323,0.028251121076233177,0.004669260700389092,0.026347305389221563,0.051104972375690595,0.015269709543568469,0.07699115044247787,0.06299840510366825,0.25205479452054796,0.06607929515418502,0.3305084745762712,0.04984093319194061,0.07722772277227723,0.23529411764705882,0.12854030501089325,2
2732,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,eng Premier League,24.0,1995.0,0.06955177743431222,0.10672645739910314,0.09999999999999999,0.031137724550898208,0.12016574585635358,0.06614107883817429,0.13362831858407082,0.1220095693779904,0.31232876712328766,0.13215859030837004,0.3220338983050848,0.088016967126193,0.19207920792079208,0.21568627450980393,0.14814814814814817,2
2738,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,es La Liga,24.0,1996.0,0.013601236476043284,0.021973094170403596,0.009338521400778201,0.01437125748502994,0.01519337016574585,8.298755186723878e-05,0.05681415929203541,0.03748006379585326,0.19726027397260273,0.011747430249632878,0.11016949152542374,0.03499469777306469,0.041584158415841586,0.1568627450980392,0.08278867102396514,2
2739,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,eng Premier League,29.0,1990.0,0.056877897990726435,0.05067264573991031,0.00894941634241245,0.026946107784431142,0.024861878453038656,0.025311203319502075,0.08053097345132744,0.06299840510366825,0.3506849315068493,0.04405286343612335,0.24576271186440676,0.088016967126193,0.05742574257425742,0.2549019607843137,0.07625272331154684,2
2756,Callum Wilson\Callum-Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,28.0,1992.0,0.03956723338485317,0.060986547085201806,0.04280155642023347,0.00718562874251497,0.027624309392265192,0.00838174273858923,0.05592920353982301,0.03588516746411483,0.1643835616438356,0.03377386196769455,0.4067796610169492,0.04984093319194061,0.1108910891089109,0.1764705882352941,0.12200435729847496,2
2766,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,eng Premier League,28.0,1991.0,0.041112828438949,0.09103139013452916,0.10505836575875485,0.016167664670658683,0.10773480662983426,0.04149377593360996,0.05929203539823008,0.0901116427432217,0.20547945205479454,0.12628487518355358,0.22033898305084748,0.07635206786850478,0.025742574257425745,0.13725490196078433,0.034858387799564274,2
2776,Burak Yılmaz\Burak-Yilmaz,tr TUR,FW,Lille,fr Ligue 1,35.0,1985.0,0.05564142194744978,0.15426008968609867,0.1463035019455253,0.06826347305389223,0.12983425414364638,0.09643153526970953,0.19203539823008853,0.13955342902711323,0.30136986301369867,0.1395007342143906,0.2627118644067797,0.060445387062566275,0.1306930693069307,0.3529411764705882,0.0392156862745098,2
2801,Simone Zaza\Simone-Zaza,it ITA,FW,Torino,it Serie A,29.0,1991.0,0.03400309119010819,0.1475336322869955,0.14319066147859924,0.09760479041916167,0.08701657458563536,0.08257261410788382,0.09292035398230089,0.09649122807017545,0.2136986301369863,0.10279001468428782,0.1016949152542373,0.060445387062566275,0.08316831683168317,0.1568627450980392,0.06535947712418301,2
