,Player,Nation,Pos,Squad,Comp,Age,Born,PrgDist,Cmp.2,Att.2,Att.3,Att,TotDist,Ground,Cmp,KP,Live,GCA90,Prog,Crs,xA,PPA,Cluster_new
274,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,eng Premier League,29.0,1990.0,0.0998454404945904,0.13318385650224213,0.19610894941634247,0.06047904191616767,0.20165745856353587,0.08987551867219917,0.08938053097345133,0.14912280701754388,0.20273972602739726,0.22173274596182083,0.21186440677966104,0.1314952279957582,0.0594059405940594,0.09803921568627451,0.1503267973856209,2
303,El Bilal Touré\El-Bilal-Toure,ml MLI,FW,Reims,fr Ligue 1,18.0,2001.0,0.0562596599690881,0.11255605381165917,0.13735408560311282,0.03173652694610779,0.09254143646408838,0.048464730290456434,0.08761061946902654,0.08532695374800638,0.17808219178082194,0.09251101321585906,0.1864406779661017,0.05090137857900318,0.027722772277227727,0.0784313725490196,0.03050108932461874,2
347,Lucas Boyé\Lucas-Boye,ar ARG,FW,Elche,es La Liga,24.0,1996.0,0.07140649149922719,0.13228699551569506,0.10856031128404668,0.09940119760479044,0.11464088397790055,0.10763485477178422,0.17256637168141592,0.13795853269537478,0.10136986301369863,0.11894273127753302,0.11016949152542374,0.06892895015906682,0.07326732673267326,0.058823529411764705,0.050108932461873645,2
353,Martin Braithwaite\Martin-Braithwaite,dk DEN,FW,Barcelona,es La Liga,29.0,1991.0,0.03462132921174652,0.09955156950672645,0.10116731517509728,0.0532934131736527,0.10773480662983426,0.07684647302904567,0.18672566371681418,0.1411483253588517,0.20821917808219179,0.12628487518355358,0.2627118644067797,0.031813361611876985,0.12079207920792079,0.29411764705882354,0.10021786492374729,2
363,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,eng Premier League,20.0,2000.0,0.10880989180834622,0.06950672645739911,0.07509727626459145,0.12934131736526946,0.05801104972375689,0.056431535269709544,0.08053097345132744,0.05980861244019139,0.17534246575342466,0.07488986784140966,0.0,0.07741251325556735,0.20594059405940596,0.27450980392156865,0.06971677559912855,2
383,Ante Budimir\Ante-Budimir,hr CRO,FW,Osasuna,es La Liga,29.0,1991.0,0.0544049459041731,0.07309417040358744,0.11167315175097275,0.0407185628742515,0.11464088397790055,0.0378423236514523,0.07168141592920355,0.08213716108452951,0.12054794520547946,0.1248164464023495,0.05084745762711865,0.088016967126193,0.05544554455445545,0.058823529411764705,0.06100217864923748,2
391,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,eng Premier League,23.0,1997.0,0.019783616692426592,0.06995515695067264,0.051361867704280154,0.02215568862275449,0.06629834254143648,0.02564315352697096,0.11238938053097344,0.069377990430622,0.25205479452054796,0.07929515418502202,0.05932203389830509,0.04135737009544009,0.28118811881188116,0.2549019607843137,0.1241830065359477,2
410,Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,Lazio,it Serie A,31.0,1988.0,0.14157650695517773,0.14843049327354263,0.16498054474708174,0.07604790419161678,0.16712707182320438,0.11062240663900416,0.15663716814159293,0.1698564593301435,0.29315068493150687,0.1879588839941263,0.0,0.15376458112407212,0.0,0.13725490196078433,0.08496732026143791,2
426,Jonathan Calleri\Jonathan-Calleri,ar ARG,FW,Osasuna,es La Liga,26.0,1993.0,0.0723338485316847,0.11569506726457399,0.1424124513618677,0.08263473053892216,0.09392265193370165,0.04639004149377594,0.07168141592920355,0.06299840510366825,0.15890410958904108,0.09691629955947134,0.2966101694915254,0.11876988335100744,0.1603960396039604,0.1568627450980392,0.10239651416122005,2
427,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,23.0,1997.0,0.05965996908809892,0.08878923766816145,0.10194552529182878,0.07065868263473053,0.09944751381215468,0.06962655601659752,0.08230088495575222,0.09968102073365231,0.1452054794520548,0.11894273127753302,0.23728813559322037,0.07847295864262989,0.09306930693069307,0.11764705882352941,0.07407407407407408,2
443,Francesco Caputo\Francesco-Caputo,it ITA,FW,Sassuolo,it Serie A,32.0,1987.0,0.051004636785162295,0.09192825112107622,0.08482490272373541,0.025149700598802397,0.11740331491712706,0.06630705394190872,0.17787610619469027,0.13636363636363638,0.2328767123287671,0.11013215859030838,0.3559322033898305,0.06574761399787911,0.041584158415841586,0.1764705882352941,0.08061002178649238,2
448,Irvin Cardona\Irvin-Cardona,fr FRA,FW,Brest,fr Ligue 1,22.0,1997.0,0.10788253477588873,0.10986547085201794,0.11556420233463036,0.1281437125748503,0.11325966850828727,0.08763485477178425,0.10530973451327433,0.10127591706539074,0.2547945205479452,0.11013215859030838,0.11016949152542374,0.10498409331919405,0.31683168316831684,0.1568627450980392,0.15468409586056645,2
554,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Hertha BSC,de Bundesliga,27.0,1993.0,0.03833075734157651,0.12197309417040357,0.11673151750972761,0.07964071856287426,0.0676795580110497,0.07651452282157678,0.07699115044247787,0.08851674641148326,0.36986301369863017,0.06607929515418502,0.24576271186440676,0.04559915164369034,0.11485148514851484,0.21568627450980393,0.06318082788671024,2
555,Sergio Córdova\Sergio-Cordova,ve VEN,FW,Arminia,de Bundesliga,22.0,1997.0,0.11344667697063371,0.09730941704035874,0.12373540856031129,0.1,0.11464088397790055,0.06199170124481329,0.11946902654867257,0.09808612440191387,0.33972602739726027,0.13509544787077826,0.1440677966101695,0.12513255567338283,0.1306930693069307,0.19607843137254902,0.03703703703703704,2
576,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28.0,1991.0,0.09211746522411128,0.08116591928251121,0.11284046692607004,0.04790419161676647,0.1533149171270718,0.05195020746887969,0.08584070796460176,0.10765550239234449,0.2,0.17033773861967694,0.23728813559322037,0.13361611876988333,0.16435643564356436,0.09803921568627451,0.08061002178649238,2
629,Jonathan David\Jonathan-David,ca CAN,FW,Lille,fr Ligue 1,20.0,2000.0,0.07264296754250388,0.1475336322869955,0.1264591439688716,0.03532934131736527,0.11602209944751378,0.07892116182572616,0.1690265486725664,0.13636363636363638,0.35616438356164387,0.13215859030837004,0.3898305084745763,0.10074231177094381,0.05346534653465347,0.23529411764705882,0.1241830065359477,2
664,Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Freiburg,de Bundesliga,22.0,1998.0,0.10448222565687788,0.052914798206278035,0.10778210116731518,0.07604790419161678,0.0303867403314917,0.009875518672199175,0.04690265486725664,0.008452950558213705,0.2136986301369863,0.04111600587371511,0.5593220338983051,0.17603393425238598,0.1306930693069307,0.37254901960784315,0.20915032679738563,2
680,Mattia Destro\Mattia-Destro,it ITA,FW,Genoa,it Serie A,29.0,1991.0,0.03214837712519321,0.0,0.010894941634241238,0.07245508982035928,0.020718232044198894,0.012614107883817442,0.05256637168141594,0.032695374800637965,0.10684931506849316,0.022026431718061675,0.05084745762711865,0.04772004241781548,0.04356435643564357,0.058823529411764705,0.06100217864923748,2
690,Boulaye Dia\Boulaye-Dia,sn SEN,FW,Reims,fr Ligue 1,23.0,1996.0,0.05996908809891809,0.12062780269058297,0.08365758754863813,0.07245508982035928,0.07320441988950277,0.08165975103734441,0.14955752212389378,0.10606060606060606,0.2602739726027397,0.07782672540381794,0.23728813559322037,0.05620360551431602,0.07920792079207921,0.11764705882352941,0.10675381263616558,2
693,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,eng Premier League,28.0,1991.0,0.05502318392581144,0.047085201793721984,0.07276264591439688,0.06646706586826348,0.04972375690607731,0.03319502074688797,0.03345132743362833,0.05661881977671452,0.2493150684931507,0.0646108663729809,0.516949152542373,0.08695652173913043,0.07524752475247524,0.2549019607843137,0.08278867102396514,2
698,Habib Diallo\Habib-Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25.0,1995.0,0.12735703245749613,0.1062780269058296,0.10466926070038911,0.1479041916167665,0.11602209944751378,0.09975103734439833,0.10530973451327433,0.10765550239234449,0.22191780821917811,0.13509544787077826,0.3305084745762712,0.1314952279957582,0.1306930693069307,0.23529411764705882,0.14379084967320263,2
703,Grady Diangana\Grady-Diangana,eng ENG,FW,West Brom,eng Premier League,22.0,1998.0,0.14992272024729522,0.20582959641255605,0.19610894941634247,0.09341317365269462,0.16298342541436464,0.10008298755186724,0.2079646017699115,0.15869218500797447,0.09863013698630137,0.18355359765051396,0.05932203389830509,0.1601272534464475,0.21584158415841587,0.0196078431372549,0.11111111111111112,2
723,Lois Diony\Lois-Diony,fr FRA,FW,Angers,fr Ligue 1,27.0,1992.0,0.04853168469860896,0.08699551569506728,0.11322957198443578,0.06706586826347306,0.0953038674033149,0.04381742738589212,0.1088495575221239,0.069377990430622,0.21095890410958906,0.09397944199706312,0.08474576271186442,0.05726405090137859,0.3069306930693069,0.13725490196078433,0.1459694989106754,2
742,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,Nice,fr Ligue 1,22.0,1997.0,0.0030911901081916537,0.10762331838565024,0.08093385214007781,0.029940119760479042,0.022099447513812147,0.03568464730290456,0.07345132743362832,0.05342902711323763,0.15342465753424658,0.016152716593245225,0.1610169491525424,0.008483563096500526,0.03762376237623762,0.09803921568627451,0.03050108932461874,2
817,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23.0,1997.0,0.004327666151468322,0.056502242152466374,0.06809338521400776,0.04610778443113773,0.029005524861878445,0.01443983402489627,0.022477876106194682,0.0342902711323764,0.1178082191780822,0.03524229074889866,0.2627118644067797,0.0,0.1306930693069307,0.09803921568627451,0.0,2
951,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,es La Liga,33.0,1987.0,0.03523956723338486,0.15874439461883408,0.1614785992217899,0.035928143712574856,0.11464088397790055,0.09344398340248965,0.17787610619469027,0.13955342902711323,0.09041095890410959,0.1160058737151248,0.1440677966101695,0.03817603393425239,0.033663366336633666,0.19607843137254902,0.07189542483660132,2
953,Ignatius Ganago\Ignatius-Ganago,cm CMR,FW,Lens,fr Ligue 1,21.0,1999.0,0.027511591962905726,0.11165919282511211,0.11867704280155643,0.08682634730538923,0.07872928176795578,0.05751037344398341,0.11592920353982303,0.08373205741626794,0.20821917808219179,0.07929515418502202,0.46610169491525427,0.04665959703075291,0.23168316831683167,0.13725490196078433,0.07407407407407408,2
1009,Dani Gómez\Dani-Gomez,es ESP,FW,Levante,es La Liga,22.0,1998.0,0.07078825347758888,0.07668161434977579,0.051750972762645904,0.049101796407185636,0.06215469613259668,0.04207468879668051,0.12477876106194692,0.08054226475279108,0.17808219178082194,0.07195301027900146,0.2711864406779661,0.07953340402969246,0.11683168316831682,0.11764705882352941,0.12854030501089325,2
1012,Maxi Gómez\Maxi-Gomez,uy URU,FW,Valencia,es La Liga,23.0,1996.0,0.07449768160741885,0.07399103139013452,0.10466926070038911,0.11736526946107785,0.06629834254143648,0.057925311203319514,0.03327433628318585,0.061403508771929814,0.10958904109589042,0.08076358296622614,0.3135593220338983,0.11452810180275717,0.09900990099009901,0.058823529411764705,0.04357298474945534,2
1035,Karlan Grant\Karlan-Grant,eng ENG,FW,West Brom,eng Premier League,22.0,1997.0,0.03369397217928903,0.10179372197309419,0.0688715953307393,0.04790419161676647,0.0607734806629834,0.045228215767634854,0.09823008849557524,0.07416267942583732,0.0,0.0675477239353891,0.06779661016949153,0.03499469777306469,0.14257425742574256,0.0,0.10457516339869281,2
1040,Adrian Grbić\Adrian-Grbic,at AUT,FW,Lorient,fr Ligue 1,23.0,1996.0,0.01576506955177744,0.026008968609865474,0.05564202334630351,0.03832335329341318,0.08563535911602209,0.014937759336099586,0.10353982300884955,0.05661881977671452,0.10136986301369863,0.08370044052863436,0.1610169491525424,0.04772004241781548,0.01782178217821782,0.09803921568627451,0.04139433551198257,2
1058,Sergi Guardiola\Sergi-Guardiola,es ESP,FW,Valladolid,es La Liga,29.0,1991.0,0.11097372488408039,0.06905829596412556,0.0875486381322957,0.13053892215568863,0.16574585635359115,0.09443983402489628,0.131858407079646,0.1283891547049442,0.12328767123287672,0.19089574155653452,0.21186440677966104,0.08695652173913043,0.16831683168316833,0.1568627450980392,0.10893246187363835,2
1086,Erling Haaland\Erling-Haaland,no NOR,FW,Dortmund,de Bundesliga,20.0,2000.0,0.04234930448222565,0.07085201793721974,0.06342412451361866,0.03832335329341318,0.06353591160220991,0.03568464730290456,0.10707964601769913,0.07575757575757576,0.2356164383561644,0.06607929515418502,0.5084745762711864,0.08589607635206786,0.09702970297029703,0.39215686274509803,0.1394335511982571,2
1091,André Hahn\Andre-Hahn,de GER,FW,Augsburg,de Bundesliga,29.0,1990.0,0.0837712519319938,0.10269058295964126,0.16264591439688716,0.1251497005988024,0.0953038674033149,0.04771784232365145,0.05433628318584071,0.04545454545454545,0.20547945205479454,0.11013215859030838,0.2966101694915254,0.07104984093319194,0.24554455445544554,0.1568627450980392,0.11546840958605666,2
1095,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,eng Premier League,26.0,1994.0,0.10448222565687788,0.10717488789237667,0.10972762645914397,0.13233532934131736,0.14364640883977897,0.10174273858921164,0.11592920353982303,0.1220095693779904,0.23835616438356164,0.16152716593245228,0.0,0.15270413573700956,0.07524752475247524,0.23529411764705882,0.10457516339869281,2
1154,Matthew Hoppe\Matthew-Hoppe,us USA,FW,Schalke 04,de Bundesliga,19.0,2001.0,0.04265842349304482,0.07757847533632287,0.07859922178988327,0.03712574850299402,0.0538674033149171,0.03128630705394192,0.09115044247787611,0.0645933014354067,0.13150684931506848,0.04698972099853156,0.11864406779661019,0.061505832449628844,0.027722772277227727,0.11764705882352941,0.10457516339869281,2
1176,Mauro Icardi\Mauro-Icardi,ar ARG,FW,Paris S-G,fr Ligue 1,27.0,1993.0,0.04513137557959815,0.039013452914798206,0.02879377431906614,0.01137724550898204,0.012430939226519316,0.017759336099585066,0.06283185840707965,0.0518341307814992,0.32054794520547947,0.007342143906020559,0.42372881355932207,0.04665959703075291,0.033663366336633666,0.5098039215686274,0.054466230936819175,2
1181,Borja Iglesias\Borja-Iglesias,es ESP,FW,Betis,es La Liga,27.0,1993.0,0.02627511591962906,0.05605381165919282,0.029961089494163425,0.062874251497006,0.04834254143646408,0.04024896265560166,0.07876106194690265,0.06618819776714514,0.08767123287671233,0.04992657856093978,0.3220338983050848,0.03287380699893955,0.07524752475247524,0.058823529411764705,0.04139433551198257,2
1201,Alexander Isak\Alexander-Isak,se SWE,FW,Real Sociedad,es La Liga,20.0,1999.0,0.04265842349304482,0.1062780269058296,0.09844357976653696,0.0562874251497006,0.051104972375690595,0.04605809128630706,0.08938053097345133,0.06299840510366825,0.11506849315068493,0.04845814977973567,0.19491525423728814,0.10180275715800638,0.1603960396039604,0.1764705882352941,0.17647058823529413,2
1222,Luis Javier Suárez\Luis-Javier-Suarez,co COL,FW,Granada,es La Liga,22.0,1997.0,0.09242658423493046,0.0959641255605381,0.11245136186770428,0.06526946107784432,0.0303867403314917,0.023070539419087148,0.04991150442477876,0.01738437001594896,0.1917808219178082,0.04552129221732746,0.364406779661017,0.11346765641569458,0.21386138613861388,0.1568627450980392,0.12854030501089325,2
1239,Luuk de Jong\Luuk-de-Jong,nl NED,FW,Sevilla,es La Liga,29.0,1990.0,0.03245749613601236,0.1524663677130045,0.18949416342412456,0.0562874251497006,0.15193370165745856,0.1011618257261411,0.12477876106194692,0.15550239234449761,0.2328767123287671,0.16152716593245228,0.05932203389830509,0.026511134676564158,0.027722772277227727,0.1568627450980392,0.03050108932461874,2
1244,Willian José\Willian-Jose,br BRA,FW,Wolves,eng Premier League,28.0,1991.0,0.09149922720247294,0.2179372197309417,0.18599221789883275,0.16107784431137726,0.1533149171270718,0.17966804979253112,0.17610619469026548,0.182615629984051,0.24383561643835616,0.16593245227606462,0.06779661016949153,0.06256627783669141,0.11287128712871286,0.09803921568627451,0.05228758169934641,2
1271,Nikola Kalinić\Nikola-Kalinic,hr CRO,FW,Hellas Verona,it Serie A,32.0,1988.0,0.03771251931993817,0.10224215246636773,0.09727626459143968,0.04251497005988024,0.08149171270718229,0.048049792531120336,0.10176991150442478,0.07894736842105261,0.16164383561643836,0.07342143906020558,0.1440677966101695,0.0848356309650053,0.033663366336633666,0.058823529411764705,0.0915032679738562,2
1297,Moise Kean\Moise-Kean,it ITA,FW,Paris S-G,fr Ligue 1,20.0,2000.0,0.026893353941267385,0.034977578475336335,0.016731517509727616,0.03173652694610779,0.040055248618784504,0.03377593360995852,0.11415929203539822,0.07416267942583732,0.10136986301369863,0.04405286343612335,0.09322033898305085,0.06574761399787911,0.11485148514851484,0.09803921568627451,0.08061002178649238,2
1317,Kike\Kike,es ESP,FW,Eibar,es La Liga,30.0,1989.0,0.05069551777434313,0.1358744394618834,0.1797665369649806,0.1251497005988024,0.18093922651933697,0.09867219917012451,0.13362831858407082,0.15071770334928228,0.2,0.19383259911894274,0.1440677966101695,0.054082714740190885,0.17821782178217824,0.11764705882352941,0.06318082788671024,2
1352,Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FW,Nantes,fr Ligue 1,21.0,1998.0,0.05193199381761979,0.04798206278026907,0.05719844357976655,0.026347305389221563,0.0676795580110497,0.02016597510373445,0.09823008849557524,0.0645933014354067,0.28493150684931506,0.07782672540381794,0.4067796610169492,0.06892895015906682,0.20594059405940596,0.3529411764705882,0.09803921568627451,2
1356,Moussa Konaté\Moussa-Konate,sn SEN,FW,Dijon,fr Ligue 1,27.0,1993.0,0.03894899536321484,0.17085201793721974,0.1797665369649806,0.04790419161676647,0.10773480662983426,0.0853941908713693,0.13362831858407082,0.11403508771929824,0.12328767123287672,0.09838472834067548,0.2542372881355932,0.06998939554612937,0.0594059405940594,0.13725490196078433,0.11546840958605666,2
1360,Moussa Koné\Moussa-Kone,sn SEN,FW,Nîmes,fr Ligue 1,23.0,1996.0,0.026584234930448227,0.13677130044843047,0.11400778210116733,0.08502994011976048,0.024861878453038656,0.06531120331950209,0.09292035398230089,0.055023923444976065,0.13972602739726028,0.013215859030836984,0.0,0.04029692470837752,0.05148514851485149,0.13725490196078433,0.032679738562091505,2
1415,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Benevento,it Serie A,30.0,1990.0,0.05193199381761979,0.06950672645739911,0.06186770428015562,0.01736526946107785,0.044198895027624294,0.023900414937759344,0.07699115044247787,0.05342902711323763,0.2986301369863014,0.04258443465491922,0.2711864406779661,0.09650053022269353,0.1188118811881188,0.27450980392156865,0.10675381263616558,2
1420,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,27.0,1992.0,0.047913446676970645,0.050224215246636776,0.0404669260700389,0.05389221556886227,0.051104972375690595,0.038257261410788404,0.07699115044247787,0.058213716108452954,0.17808219178082194,0.05433186490455212,0.2033898305084746,0.088016967126193,0.1603960396039604,0.09803921568627451,0.1241830065359477,2
1421,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Hellas Verona,it Serie A,27.0,1992.0,0.022565687789799074,0.03811659192825113,0.03774319066147861,0.0688622754491018,0.06353591160220991,0.03759336099585063,0.06637168141592921,0.08054226475279108,0.2136986301369863,0.06020558002936855,0.17796610169491525,0.04135737009544009,0.11287128712871286,0.1568627450980392,0.07625272331154684,2
1464,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Metz,fr Ligue 1,22.0,1997.0,0.04234930448222565,0.07264573991031391,0.06459143968871595,0.062275449101796415,0.055248618784530384,0.05053941908713693,0.084070796460177,0.07575757575757576,0.29315068493150687,0.07048458149779738,0.07627118644067797,0.04347826086956522,0.07128712871287128,0.11764705882352941,0.05882352941176471,2
1513,Anthony Lozano\Anthony-Lozano,hn HON,FW,Cádiz,es La Liga,27.0,1993.0,0.06893353941267388,0.04798206278026907,0.07392996108949416,0.059880239520958084,0.03591160220994472,0.002074688796680498,0.02601769911504426,0.021531100478468894,0.16164383561643836,0.04992657856093978,0.2542372881355932,0.10286320254506894,0.2118811881188119,0.11764705882352941,0.12854030501089325,2
1602,Maranhão\Maranhao,br BRA,FW,Valladolid,es La Liga,23.0,1996.0,0.05007727975270479,0.03452914798206278,0.06848249027237355,0.0718562874251497,0.03453038674033149,0.017593360995850637,0.02637168141592921,0.021531100478468894,0.12602739726027398,0.05139500734214391,0.2627118644067797,0.06362672322375397,0.0910891089108911,0.09803921568627451,0.0,2
1627,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,29.0,1991.0,0.09922720247295207,0.09910313901345291,0.12178988326848247,0.09401197604790419,0.1049723756906077,0.0707883817427386,0.1424778761061947,0.09649122807017545,0.18082191780821918,0.10866372980910424,0.24576271186440676,0.14103923647932132,0.1306930693069307,0.19607843137254902,0.11546840958605666,2
1652,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,31.0,1988.0,0.0982998454404946,0.10089686098654709,0.12295719844357976,0.11197604790419163,0.17403314917127066,0.0782572614107884,0.12300884955752212,0.13955342902711323,0.16986301369863013,0.19089574155653452,0.11016949152542374,0.09968186638388124,0.31485148514851485,0.09803921568627451,0.09586056644880174,2
1657,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23.0,1997.0,0.03400309119010819,0.12645739910313902,0.12607003891050583,0.04131736526946107,0.12292817679558009,0.07327800829875519,0.14778761061946902,0.1220095693779904,0.3452054794520548,0.1160058737151248,0.3050847457627119,0.015906680805938496,0.07128712871287128,0.27450980392156865,0.0784313725490196,2
1667,Stephy Mavididi\Stephy-Mavididi,eng ENG,FW,Montpellier,fr Ligue 1,22.0,1998.0,0.08624420401854714,0.1443946188340807,0.1284046692607004,0.06407185628742515,0.12292817679558009,0.09634854771784235,0.179646017699115,0.1411483253588517,0.18082191780821918,0.1409691629955947,0.1864406779661017,0.04772004241781548,0.16633663366336635,0.09803921568627451,0.07625272331154684,2
1671,Borja Mayoral\Borja-Mayoral,es ESP,FW,Roma,it Serie A,23.0,1997.0,0.07171561051004637,0.14170403587443947,0.11750972762645914,0.1281437125748503,0.10359116022099446,0.1200829875518672,0.1407079646017699,0.13157894736842105,0.3506849315068493,0.10572687224669604,0.3898305084745763,0.088016967126193,0.09306930693069307,0.19607843137254902,0.1394335511982571,2
1706,Édgar Méndez\Edgar-Mendez,es ESP,FW,Alavés,es La Liga,30.0,1990.0,0.16476043276661514,0.09955156950672645,0.15992217898832684,0.20119760479041918,0.10635359116022097,0.06763485477178423,0.05592920353982301,0.05661881977671452,0.2356164383561644,0.1160058737151248,0.07627118644067797,0.09544008483563098,0.4356435643564357,0.11764705882352941,0.17864923747276687,2
1739,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Marseille,fr Ligue 1,26.0,1994.0,0.036166924265842344,0.13856502242152466,0.13268482490272374,0.06347305389221558,0.11602209944751378,0.07336099585062242,0.13893805309734514,0.120414673046252,0.13972602739726028,0.11160058737151246,0.2542372881355932,0.06786850477200425,0.07326732673267326,0.1764705882352941,0.06318082788671024,2
