,Player,Nation,Pos,Squad,Comp,Age,Born,PrgDist,Cmp.2,Att.2,Att.3,Att,TotDist,Ground,Cmp,KP,Live,GCA90,Prog,Crs,xA,PPA,Cluster_new
334,Hicham Boudaoui\Hicham-Boudaoui,dz ALG,FW,Nice,fr Ligue 1,20.0,1999.0,0.33446676970633693,0.5412556053811659,0.49688715953307394,0.2227544910179641,0.4198895027624309,0.37460580912863073,0.5176991150442478,0.43939393939393934,0.09863013698630137,0.459618208516887,0.17796610169491525,0.21102863202545066,0.09306930693069307,0.09803921568627451,0.10239651416122005,5
404,Jimmy Cabot\Jimmy-Cabot,fr FRA,FW,Angers,fr Ligue 1,26.0,1994.0,0.3777434312210201,0.4112107623318386,0.45408560311284046,0.3017964071856287,0.37292817679558005,0.32016597510373446,0.41150442477876104,0.3452950558213716,0.28767123287671237,0.39794419970631423,0.08474576271186442,0.2417815482502651,0.39603960396039606,0.23529411764705882,0.20697167755991286,5
424,Daniel Caligiuri\Daniel-Caligiuri,it ITA,FW,Augsburg,de Bundesliga,32.0,1988.0,0.6454404945904173,0.3466367713004484,0.3879377431906615,0.5359281437125748,0.36464088397790057,0.3288796680497925,0.2628318584070797,0.3038277511961722,0.44383561643835623,0.29221732745961826,0.2542372881355932,0.295864262990456,0.2752475247524752,0.2549019607843137,0.24183006535947715,5
442,Gianluca Caprari\Gianluca-Caprari,it ITA,FW,Benevento,it Serie A,27.0,1993.0,0.2973724884080371,0.2771300448430494,0.29844357976653696,0.36467065868263476,0.2734806629834254,0.2299585062240664,0.2911504424778761,0.2464114832535885,0.4246575342465754,0.22760646108663732,0.364406779661017,0.23541887592788968,0.3069306930693069,0.29411764705882354,0.24183006535947715,5
471,Samu Castillejo\Samu-Castillejo,es ESP,FW,Milan,it Serie A,25.0,1995.0,0.31159196290571867,0.37533632286995516,0.34124513618677044,0.2592814371257485,0.29696132596685076,0.28149377593360997,0.363716814159292,0.30542264752791065,0.20821917808219179,0.30983847283406757,0.19491525423728814,0.2576882290562036,0.4237623762376238,0.09803921568627451,0.2657952069716776,5
498,Gaëtan Charbonnier\Gaetan-Charbonnier,fr FRA,FW,Brest,fr Ligue 1,31.0,1988.0,0.3029366306027821,0.4515695067264574,0.46575875486381324,0.1880239520958084,0.3632596685082873,0.3098755186721992,0.3920353982300885,0.3628389154704944,0.3452054794520548,0.3627019089574156,0.09322033898305085,0.26299045599151644,0.20396039603960398,0.3529411764705882,0.25054466230936817,5
514,Mounir Chouiar\Mounir-Chouiar,fr FRA,FW,Dijon,fr Ligue 1,21.0,1999.0,0.3684698608964451,0.2838565022421525,0.2673151750972763,0.36047904191616764,0.3149171270718232,0.27751037344398344,0.347787610619469,0.30063795853269537,0.5178082191780822,0.30543318649045526,0.11864406779661019,0.25556733828207845,0.23564356435643563,0.27450980392156865,0.13725490196078433,5
517,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,FW,Villarreal,es La Liga,21.0,1999.0,0.27078825347758884,0.42017937219730944,0.4463035019455253,0.17604790419161678,0.292817679558011,0.24481327800829875,0.3389380530973451,0.27671451355661886,0.5041095890410959,0.31571218795888395,0.2796610169491526,0.28632025450689286,0.4811881188118812,0.33333333333333337,0.42919389978213507,5
528,Alexis Claude-Maurice\Alexis-Claude-Maurice,fr FRA,FW,Nice,fr Ligue 1,22.0,1998.0,0.2506955177743431,0.37982062780269055,0.36070038910505836,0.26227544910179645,0.30801104972375687,0.28921161825726144,0.3920353982300885,0.32615629984051037,0.4383561643835617,0.3083700440528634,0.44067796610169496,0.2142099681866384,0.24356435643564356,0.29411764705882354,0.10239651416122005,5
533,Marcus Coco\Marcus-Coco,fr FRA,FW,Nantes,fr Ligue 1,24.0,1996.0,0.2624420401854714,0.27085201793721975,0.3178988326848249,0.27425149700598805,0.3218232044198895,0.21419087136929463,0.3088495575221239,0.2655502392344497,0.2684931506849315,0.34214390602055805,0.2033898305084746,0.2301166489925769,0.2891089108910891,0.1764705882352941,0.15904139433551198,5
559,Ángel Correa\Angel-Correa,ar ARG,FW,Atlético Madrid,es La Liga,25.0,1995.0,0.21112828438948994,0.24484304932735426,0.23657587548638134,0.1694610778443114,0.281767955801105,0.1979253112033195,0.32831858407079645,0.28309409888357256,0.3506849315068493,0.30396475770925113,0.5084745762711864,0.23329798515376457,0.297029702970297,0.4117647058823529,0.28758169934640526,5
560,Joaquín Correa\Joaquin-Correa,ar ARG,FW,Lazio,it Serie A,25.0,1994.0,0.20525502318392577,0.3174887892376682,0.2906614785992218,0.20538922155688624,0.27486187845303867,0.2553526970954357,0.34424778761061947,0.3022328548644338,0.35616438356164387,0.28487518355359764,0.6271186440677966,0.2205726405090138,0.08316831683168317,0.1764705882352941,0.20261437908496735,5
577,Lassana Coulibaly\Lassana-Coulibaly,ml MLI,FW,Angers,fr Ligue 1,24.0,1996.0,0.3539412673879443,0.4919282511210762,0.44241245136186774,0.3203592814371257,0.3121546961325966,0.37087136929460585,0.37964601769911505,0.3548644338118022,0.1178082191780822,0.3436123348017622,0.13559322033898305,0.20784729586426298,0.05346534653465347,0.13725490196078433,0.034858387799564274,5
616,Mikkel Damsgaard\Mikkel-Damsgaard,dk DEN,FW,Sampdoria,it Serie A,20.0,2000.0,0.38825347758887174,0.2982062780269058,0.3529182879377432,0.29640718562874246,0.33287292817679554,0.2399170124481328,0.3336283185840708,0.2878787878787879,0.37534246575342467,0.34067547723935393,0.4322033898305085,0.3297985153764581,0.3524752475247525,0.27450980392156865,0.23311546840958608,5
710,Brahim Díaz\Brahim-Diaz,es ESP,FW,Milan,it Serie A,20.0,1999.0,0.24142194744976814,0.32645739910313903,0.2828793774319066,0.1473053892215569,0.3024861878453039,0.26157676348547715,0.404424778761062,0.3548644338118022,0.3835616438356164,0.31571218795888395,0.6864406779661018,0.17709437963944857,0.11683168316831682,0.23529411764705882,0.16122004357298475,5
726,Sofiane Diop\Sofiane-Diop,fr FRA,FW,Monaco,fr Ligue 1,20.0,2000.0,0.3891808346213292,0.46950672645739905,0.45797665369649804,0.3011976047904191,0.41436464088397784,0.35609958506224065,0.46106194690265484,0.4106858054226475,0.35342465753424657,0.44052863436123346,0.22881355932203393,0.37857900318133614,0.2118811881188119,0.19607843137254902,0.24183006535947715,5
741,Jeremy Doku\Jeremy-Doku,be BEL,FW,Rennes,fr Ligue 1,18.0,2002.0,0.32364760432766615,0.3932735426008968,0.36848249027237356,0.1251497005988024,0.33149171270718225,0.278091286307054,0.4805309734513274,0.3500797448165869,0.4383561643835617,0.368575624082232,0.2966101694915254,0.36267232237539765,0.5306930693069307,0.27450980392156865,0.49237472766884527,5
760,Moussa Doumbia\Moussa-Doumbia,ml MLI,FW,Reims,fr Ligue 1,25.0,1994.0,0.3038639876352396,0.42017937219730944,0.3762645914396887,0.30658682634730533,0.38535911602209943,0.3337759336099585,0.4469026548672566,0.3995215311004784,0.3835616438356164,0.40088105726872253,0.2542372881355932,0.24496288441145284,0.4158415841584159,0.23529411764705882,0.23965141612200438,5
768,Dominick Drexler\Dominick-Drexler,de GER,FW,Köln,de Bundesliga,30.0,1990.0,0.30695517774343123,0.3663677130044844,0.364591439688716,0.28143712574850294,0.34944751381215466,0.2808298755186722,0.347787610619469,0.33891547049441784,0.27945205479452057,0.36417033773861973,0.05932203389830509,0.26829268292682923,0.5346534653465347,0.23529411764705882,0.2549019607843137,5
776,Ondrej Duda\Ondrej-Duda,sk SVK,FW,Köln,de Bundesliga,25.0,1994.0,0.45440494590417313,0.3932735426008968,0.4385214007782101,0.5940119760479042,0.4212707182320441,0.39236514522821575,0.3407079646017699,0.36762360446570974,0.4273972602739726,0.3832599118942731,0.23728813559322037,0.34252386002120894,0.35841584158415846,0.29411764705882354,0.17864923747276687,5
789,Eric Junior Dina Ebimbe\Eric-Junior-Dina-Ebimbe,fr FRA,FW,Dijon,fr Ligue 1,19.0,2000.0,0.2506955177743431,0.33408071748878926,0.30622568093385216,0.2155688622754491,0.27624309392265184,0.24838174273858923,0.3584070796460177,0.2862838915470494,0.2410958904109589,0.302496328928047,0.11016949152542374,0.23541887592788968,0.20792079207920794,0.1568627450980392,0.1655773420479303,5
856,Diego Farias\Diego-Farias,br BRA,FW,Spezia,it Serie A,30.0,1990.0,0.3211746522411128,0.5233183856502243,0.49688715953307394,0.288622754491018,0.3522099447513811,0.38257261410788385,0.43097345132743364,0.3708133971291866,0.5068493150684932,0.3847283406754773,0.15254237288135594,0.34994697773064687,0.29504950495049503,0.3529411764705882,0.27233115468409586,5
867,João Félix\Joao-Felix,pt POR,FW,Atlético Madrid,es La Liga,20.0,1999.0,0.41236476043276665,0.2941704035874439,0.27898832684824904,0.1694610778443114,0.34530386740331487,0.28224066390041497,0.42389380530973453,0.3755980861244019,0.31232876712328766,0.3744493392070484,0.4830508474576271,0.4135737009544008,0.14653465346534653,0.43137254901960786,0.26143790849673204,5
891,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,eng Premier League,28.0,1991.0,0.33539412673879443,0.3977578475336323,0.3996108949416342,0.144311377245509,0.38259668508287287,0.2961825726141079,0.4539823008849557,0.3883572567783094,0.4,0.4096916299559472,0.24576271186440676,0.4093319194061506,0.201980198019802,0.39215686274509803,0.2984749455337691,5
912,Pablo Fornals\Pablo-Fornals,es ESP,FW,West Ham,eng Premier League,24.0,1996.0,0.39165378670788253,0.37982062780269055,0.39182879377431906,0.2520958083832336,0.3411602209944751,0.29078838174273863,0.37964601769911505,0.335725677830941,0.28767123287671237,0.3729809104258444,0.3559322033898305,0.35949098621420994,0.2277227722772277,0.1764705882352941,0.24400871459694992,5
913,Emil Forsberg\Emil-Forsberg,se SWE,FW,RB Leipzig,de Bundesliga,28.0,1991.0,0.26120556414219476,0.2717488789237668,0.24863813229571988,0.24790419161676652,0.29696132596685076,0.23485477178423236,0.3336283185840708,0.29585326953748003,0.5287671232876713,0.28487518355359764,0.4491525423728814,0.26829268292682923,0.1504950495049505,0.6078431372549019,0.31808278867102396,5
915,Philipp Förster\Philipp-Forster,de GER,FW,Stuttgart,de Bundesliga,25.0,1995.0,0.47047913446676976,0.4560538116591929,0.44241245136186774,0.22455089820359286,0.3950276243093922,0.3311203319502075,0.46283185840707963,0.3963317384370016,0.4246575342465754,0.41409691629955947,0.2542372881355932,0.5397667020148463,0.22376237623762374,0.29411764705882354,0.4030501089324619,5
955,Borja García\Borja-Garcia,es ESP,FW,Huesca,es La Liga,29.0,1990.0,0.3261205564142195,0.5098654708520179,0.45797665369649804,0.3041916167664671,0.43370165745856354,0.4170954356846473,0.45221238938053093,0.474481658692185,0.46301369863013697,0.4654919236417034,0.0,0.2926829268292683,0.14455445544554454,0.19607843137254902,0.2113289760348584,5
977,Yannick Gerhardt\Yannick-Gerhardt,de GER,FW,Wolfsburg,de Bundesliga,26.0,1994.0,0.353323029366306,0.37533632286995516,0.3840466926070039,0.2526946107784432,0.29972375690607733,0.26265560165975105,0.3053097345132743,0.2814992025518341,0.30684931506849317,0.31424375917767994,0.3135593220338983,0.2492046659597031,0.22970297029702968,0.3137254901960784,0.15250544662309368,5
1013,Moi Gómez\Moi-Gomez,es ESP,FW,Villarreal,es La Liga,26.0,1994.0,0.38145285935085005,0.5726457399103139,0.5552529182879378,0.34730538922155696,0.45303867403314907,0.42921161825726145,0.5017699115044248,0.46810207336523124,0.2986301369863014,0.46696035242290757,0.11864406779661019,0.31601272534464475,0.31287128712871287,0.1764705882352941,0.25925925925925924,5
1032,Amine Gouiri\Amine-Gouiri,fr FRA,FW,Nice,fr Ligue 1,20.0,2000.0,0.23554868624420403,0.37533632286995516,0.3529182879377432,0.26766467065868266,0.3342541436464088,0.27443983402489625,0.3831858407079646,0.32137161084529503,0.4410958904109589,0.3127753303964758,0.3898305084745763,0.23329798515376457,0.3564356435643565,0.33333333333333337,0.2788671023965142,5
1043,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,18.0,2001.0,0.19783616692426584,0.3573991031390134,0.32178988326848246,0.20538922155688624,0.30939226519337015,0.2928630705394191,0.404424778761062,0.3405103668261563,0.20273972602739726,0.3465491923641703,0.21186440677966104,0.1792152704135737,0.29504950495049503,0.1764705882352941,0.1830065359477124,5
1047,Antoine Griezmann\Antoine-Griezmann,fr FRA,FW,Barcelona,es La Liga,29.0,1991.0,0.2676970633693972,0.4919282511210762,0.4385214007782101,0.17664670658682635,0.45303867403314907,0.392448132780083,0.5513274336283186,0.5095693779904307,0.3972602739726027,0.48017621145374456,0.2966101694915254,0.21527041357370094,0.21980198019801983,0.37254901960784315,0.27233115468409586,5
1101,Amine Harit\Amine-Harit,ma MAR,FW,Schalke 04,de Bundesliga,23.0,1997.0,0.4340030911901082,0.3488789237668161,0.34513618677042807,0.33353293413173657,0.31629834254143646,0.2797510373443984,0.3584070796460177,0.29904306220095694,0.5397260273972603,0.29515418502202645,0.2542372881355932,0.3860021208907741,0.20396039603960398,0.4117647058823529,0.3376906318082789,5
1108,Kai Havertz\Kai-Havertz,de GER,FW,Chelsea,eng Premier League,21.0,1999.0,0.21483771251931993,0.43363228699551576,0.39571984435797664,0.15209580838323356,0.4350828729281767,0.35244813278008297,0.5530973451327433,0.4824561403508772,0.2767123287671233,0.4654919236417034,0.3983050847457627,0.22269353128313893,0.18811881188118812,0.1764705882352941,0.24400871459694992,5
1184,Jonathan Ikone\Jonathan-Ikone,fr FRA,FW,Lille,fr Ligue 1,22.0,1998.0,0.2469860896445131,0.32869955156950675,0.31011673151750974,0.18383233532934132,0.24999999999999994,0.24506224066390042,0.33185840707964603,0.26874003189792667,0.23835616438356164,0.26872246696035246,0.42372881355932207,0.2873806998939555,0.08910891089108912,0.19607843137254902,0.25272331154684097,5
1197,Roberto Insigne\Roberto-Insigne,it ITA,FW,Benevento,it Serie A,26.0,1994.0,0.3372488408037094,0.3403587443946189,0.3295719844357977,0.32814371257485037,0.2941988950276243,0.28887966804979254,0.33008849557522124,0.3038277511961722,0.6,0.29074889867841414,0.3305084745762712,0.2926829268292683,0.2891089108910891,0.39215686274509803,0.3790849673202614,5
1205,Alex Iwobi\Alex-Iwobi,ng NGA,FW,Everton,eng Premier League,24.0,1996.0,0.4794435857805256,0.5188340807174888,0.5280155642023346,0.3670658682634731,0.36464088397790057,0.363402489626556,0.4008849557522124,0.3548644338118022,0.25753424657534246,0.3832599118942731,0.24576271186440676,0.4114528101802757,0.601980198019802,0.21568627450980393,0.3311546840958606,5
1250,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,eng Premier League,23.0,1996.0,0.2544049459041731,0.30941704035874434,0.34124513618677044,0.20778443113772457,0.3121546961325966,0.24224066390041496,0.3407079646017699,0.2814992025518341,0.26575342465753427,0.3494860499265786,0.2033898305084746,0.352067868504772,0.25544554455445545,0.2549019607843137,0.24618736383442263,5
1255,Hamed Junior Traorè\Hamed-Junior-Traore,ci CIV,FW,Sassuolo,it Serie A,20.0,2000.0,0.3755795981452859,0.384304932735426,0.40739299610894947,0.29940119760479045,0.4046961325966851,0.3258921161825726,0.4893805309734513,0.3851674641148325,0.45479452054794517,0.40234948604992665,0.21186440677966104,0.3107104984093319,0.2594059405940594,0.3529411764705882,0.2309368191721133,5
1256,Vinicius Júnior\Vinicius-Junior,br BRA,FW,Real Madrid,es La Liga,20.0,2000.0,0.2383307573415765,0.31390134529147984,0.30233463035019453,0.11317365269461079,0.3273480662983425,0.24481327800829875,0.42212389380530974,0.3548644338118022,0.38904109589041097,0.3597650513950073,0.3474576271186441,0.19618239660657477,0.42574257425742573,0.27450980392156865,0.3093681917211329,5
1285,Lee Kangin\Lee-Kangin,kr KOR,FW,Valencia,es La Liga,19.0,2001.0,0.37959814528593505,0.42466367713004477,0.3879377431906615,0.4461077844311377,0.3466850828729281,0.38481327800829873,0.34247787610619473,0.3644338118022329,0.3917808219178082,0.3230543318649045,0.3050847457627119,0.4358430540827148,0.19801980198019803,0.3529411764705882,0.2636165577342048,5
1376,Andrej Kramarić\Andrej-Kramaric,hr CRO,FW,Hoffenheim,de Bundesliga,29.0,1991.0,0.2624420401854714,0.3887892376681615,0.39182879377431906,0.30479041916167665,0.33977900552486184,0.30414937759336097,0.3601769911504425,0.33094098883572565,0.4054794520547945,0.3348017621145375,0.4491525423728814,0.23223753976670203,0.4495049504950495,0.3529411764705882,0.355119825708061,5
1386,Juraj Kucka\Juraj-Kucka,sk SVK,FW,Parma,it Serie A,33.0,1987.0,0.27078825347758884,0.28878923766816145,0.32178988326848246,0.2485029940119761,0.29972375690607733,0.2379253112033195,0.2823008849557522,0.2751196172248804,0.18082191780821918,0.32745961820851693,0.22881355932203393,0.2290562036055143,0.10693069306930694,0.13725490196078433,0.0915032679738562,5
1388,Dejan Kulusevski\Dejan-Kulusevski,se SWE,FW,Juventus,it Serie A,20.0,2000.0,0.317774343122102,0.3618834080717489,0.3568093385214008,0.18383233532934132,0.31629834254143646,0.25701244813278007,0.3920353982300885,0.31658692185007975,0.6657534246575343,0.34067547723935393,0.23728813559322037,0.32025450689289503,0.4158415841584159,0.5882352941176471,0.3769063180827887,5
1430,Valentino Lazaro\Valentino-Lazaro,at AUT,FW,M'Gladbach,de Bundesliga,24.0,1996.0,0.40587326120556416,0.4067264573991031,0.4501945525291829,0.31856287425149704,0.3895027624309392,0.3246473029045643,0.3584070796460177,0.3708133971291866,0.31780821917808216,0.35535976505139505,0.1271186440677966,0.20466595970307527,0.3722772277227723,0.13725490196078433,0.14161220043572986,5
1434,Enzo Le Fée\Enzo-Le-Fee,fr FRA,FW,Lorient,fr Ligue 1,20.0,2000.0,0.437403400309119,0.5143497757847533,0.4891050583657588,0.4868263473053892,0.4116022099447514,0.41435684647302906,0.42212389380530974,0.4043062200956938,0.4191780821917808,0.3950073421439061,0.2966101694915254,0.27359490986214213,0.20594059405940596,0.43137254901960786,0.12854030501089325,5
1473,Jesse Lingard\Jesse-Lingard,eng ENG,FW,West Ham,eng Premier League,27.0,1992.0,0.3962905718701701,0.3887892376681615,0.36070038910505836,0.28562874251497006,0.3936464088397789,0.3340248962655602,0.43805309734513276,0.40909090909090906,0.2958904109589041,0.3847283406754773,0.5932203389830508,0.3944856839872747,0.2891089108910891,0.1764705882352941,0.35947712418300654,5
1488,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Fulham,eng Premier League,24.0,1996.0,0.2667697063369397,0.42017937219730944,0.37237354085603114,0.1377245508982036,0.27624309392265184,0.26016597510373446,0.3566371681415929,0.30861244019138756,0.19452054794520549,0.3069016152716594,0.0,0.3138918345705196,0.12079207920792079,0.13725490196078433,0.1241830065359477,5
1494,Ademola Lookman\Ademola-Lookman,eng ENG,FW,Fulham,eng Premier League,22.0,1997.0,0.3851622874806801,0.42017937219730944,0.41128404669260704,0.3209580838323353,0.33839779005524856,0.2898755186721992,0.404424778761062,0.32137161084529503,0.5397260273972603,0.3069016152716594,0.3050847457627119,0.3234358430540827,0.4158415841584159,0.33333333333333337,0.3006535947712418,5
1496,Rony Lopes\Rony-Lopes,pt POR,FW,Nice,fr Ligue 1,24.0,1995.0,0.3387944358578052,0.3349775784753363,0.33735408560311286,0.35508982035928144,0.34944751381215466,0.28556016597510375,0.363716814159292,0.335725677830941,0.4986301369863014,0.31424375917767994,0.21186440677966104,0.2205726405090138,0.37029702970297035,0.33333333333333337,0.2309368191721133,5
1539,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,FW,Brighton,eng Premier League,21.0,1998.0,0.27202472952086554,0.34932735426008965,0.3295719844357977,0.2029940119760479,0.2624309392265193,0.2532780082987552,0.3247787610619469,0.2751196172248804,0.3315068493150685,0.2878120411160059,0.13559322033898305,0.26617179215270415,0.1108910891089109,0.37254901960784315,0.2984749455337691,5
1590,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,28.0,1992.0,0.23338485316846985,0.31704035874439457,0.3178988326848249,0.20898203592814374,0.2803867403314917,0.24207468879668048,0.30707964601769916,0.27033492822966504,0.5013698630136987,0.3127753303964758,0.3220338983050848,0.31601272534464475,0.4,0.3529411764705882,0.4684095860566449,5
1642,Gelson Martins\Gelson-Martins,pt POR,FW,Monaco,fr Ligue 1,25.0,1995.0,0.2472952086553323,0.3452914798206278,0.3140077821011673,0.10718562874251497,0.31629834254143646,0.24921161825726143,0.42389380530973453,0.3484848484848485,0.30136986301369867,0.35535976505139505,0.3898305084745763,0.22375397667020147,0.3227722772277228,0.3137254901960784,0.25272331154684097,5
1675,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,21.0,1998.0,0.18856259659969088,0.29865470852017934,0.27898832684824904,0.10479041916167665,0.34944751381215466,0.2325311203319502,0.46283185840707963,0.35167464114832536,0.3643835616438356,0.36417033773861973,0.8983050847457628,0.20360551431601273,0.5108910891089109,0.33333333333333337,0.29629629629629634,5
1684,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,32.0,1987.0,0.1839258114374034,0.3345291479820628,0.3568093385214008,0.18502994011976048,0.29696132596685076,0.24340248962655603,0.32831858407079645,0.2799043062200957,0.15342465753424658,0.3201174743024964,0.03389830508474576,0.2301166489925769,0.17821782178217824,0.09803921568627451,0.19607843137254902,5
1705,Brais Méndez\Brais-Mendez,es ESP,FW,Celta Vigo,es La Liga,23.0,1997.0,0.37156105100463677,0.37982062780269055,0.3762645914396887,0.2353293413173653,0.361878453038674,0.29966804979253114,0.3973451327433628,0.3628389154704944,0.17534246575342466,0.3847283406754773,0.4322033898305085,0.31919406150583246,0.18613861386138614,0.13725490196078433,0.24183006535947715,5
1725,Junior Messias\Junior-Messias,br BRA,FW,Crotone,it Serie A,29.0,1991.0,0.3156105100463678,0.33542600896860986,0.34124513618677044,0.33353293413173657,0.2886740331491713,0.25336099585062244,0.284070796460177,0.26874003189792667,0.2684931506849315,0.28046989720998533,0.3305084745762712,0.2767762460233298,0.3326732673267327,0.1568627450980392,0.25054466230936817,5
1802,Gerard Moreno\Gerard-Moreno,es ESP,FW,Villarreal,es La Liga,28.0,1992.0,0.3156105100463678,0.3452914798206278,0.39571984435797664,0.3520958083832336,0.33149171270718225,0.2907053941908714,0.3141592920353982,0.2751196172248804,0.3972602739726027,0.3627019089574156,0.516949152542373,0.35100742311770944,0.2792079207920792,0.5098039215686274,0.3376906318082789,5
1815,Lucas Moura\Lucas-Moura,br BRA,FW,Tottenham,eng Premier League,27.0,1992.0,0.28222565687789797,0.3573991031390134,0.34902723735408564,0.19221556886227545,0.3370165745856354,0.24398340248962655,0.34424778761061947,0.31499202551834127,0.27945205479452057,0.35389133627019087,0.4322033898305085,0.27571580063626727,0.1386138613861386,0.29411764705882354,0.19389978213507625,5
1907,Nolito\Nolito,es ESP,FW,Celta Vigo,es La Liga,33.0,1986.0,0.4176197836166925,0.3452914798206278,0.36070038910505836,0.3485029940119761,0.29005524861878446,0.26979253112033197,0.2911504424778761,0.26874003189792667,0.3232876712328767,0.2878120411160059,0.38135593220338987,0.40296924708377524,0.16435643564356436,0.39215686274509803,0.3006535947712418,5
1928,Lucas Ocampos\Lucas-Ocampos,ar ARG,FW,Sevilla,es La Liga,26.0,1994.0,0.27295208655332304,0.33004484304932735,0.32568093385214014,0.18443113772455091,0.281767955801105,0.2312033195020747,0.29646017699115046,0.27671451355661886,0.2821917808219178,0.29368575624082227,0.2627118644067797,0.19512195121951217,0.3188118811881188,0.23529411764705882,0.18736383442265794,5
1951,Javier Ontiveros\Javier-Ontiveros,es ESP,FW,Huesca,es La Liga,22.0,1997.0,0.5653786707882535,0.43363228699551576,0.46186770428015567,0.4293413173652695,0.44751381215469616,0.39701244813278014,0.4557522123893805,0.4298245614035088,0.4575342465753425,0.45080763582966227,0.08474576271186442,0.3637327677624602,0.38811881188118813,0.3137254901960784,0.2766884531590414,5
