,Player,Nation,Pos,Squad,Comp,Age,Born,PrgDist,Cmp.2,Att.2,Att.3,Att,TotDist,Ground,Cmp,KP,Live,GCA90,Prog,Crs,xA,PPA,Cluster_new
17,Che Adams\Che-Adams,sco SCO,FW,Southampton,eng Premier League,24.0,1996.0,0.11901081916537867,0.1210762331838565,0.10856031128404668,0.1191616766467066,0.1049723756906077,0.08871369294605809,0.11769911504424779,0.09968102073365231,0.3150684931506849,0.1277533039647577,0.22881355932203393,0.17709437963944857,0.08712871287128714,0.39215686274509803,0.1830065359477124,3
42,Ludovic Ajorque\Ludovic-Ajorque,re REU,FW,Strasbourg,fr Ligue 1,26.0,1994.0,0.13446676970633695,0.18161434977578475,0.20856031128404667,0.1473053892215569,0.18922651933701656,0.1519502074688797,0.12123893805309734,0.17145135566188197,0.2821917808219178,0.19823788546255508,0.2033898305084746,0.15164369034994699,0.19801980198019803,0.21568627450980393,0.1459694989106754,3
113,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,eng Premier League,30.0,1990.0,0.07882534775888718,0.08878923766816145,0.10466926070038911,0.11317365269461079,0.11878453038674029,0.07219917012448132,0.1088495575221239,0.09808612440191387,0.28767123287671237,0.1365638766519824,0.42372881355932207,0.07953340402969246,0.2712871287128713,0.21568627450980393,0.11982570806100219,3
145,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31.0,1989.0,0.12828438948995363,0.22152466367713006,0.22412451361867705,0.08922155688622754,0.17817679558011046,0.1350207468879668,0.2185840707964602,0.17942583732057416,0.2328767123287671,0.19970631424375918,0.22881355932203393,0.16330858960763522,0.35841584158415846,0.21568627450980393,0.22657952069716777,3
155,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,eng Premier League,28.0,1991.0,0.1106646058732612,0.18565022421524663,0.17548638132295719,0.07664670658682635,0.19751381215469613,0.13858921161825727,0.2752212389380531,0.21291866028708134,0.14246575342465753,0.22026431718061676,0.2542372881355932,0.1230116648992577,0.15247524752475247,0.058823529411764705,0.13071895424836602,3
177,Keita Baldé\Keita-Balde,sn SEN,FW,Sampdoria,it Serie A,25.0,1995.0,0.0741885625965997,0.18430493273542603,0.17081712062256812,0.08383233532934131,0.13812154696132595,0.09726141078838173,0.18141592920353983,0.14433811802232854,0.36986301369863017,0.14977973568281938,0.3220338983050848,0.1102863202545069,0.16435643564356436,0.2549019607843137,0.13071895424836602,3
205,Harvey Barnes\Harvey-Barnes,eng ENG,FW,Leicester City,eng Premier League,22.0,1997.0,0.2166924265842349,0.23049327354260088,0.22334630350194554,0.1125748502994012,0.20994475138121543,0.16049792531120335,0.2504424778761062,0.20653907496012758,0.31780821917808216,0.24229074889867844,0.3135593220338983,0.26299045599151644,0.16435643564356436,0.13725490196078433,0.19172113289760348,3
210,Ander Barrenetxea\Ander-Barrenetxea,es ESP,FW,Real Sociedad,es La Liga,18.0,2001.0,0.18670788253477585,0.24798206278026907,0.2595330739299611,0.1694610778443114,0.20027624309392264,0.15742738589211616,0.23628318584070798,0.18421052631578946,0.26575342465753427,0.22320117474302498,0.23728813559322037,0.16330858960763522,0.3821782178217822,0.27450980392156865,0.18082788671023964,3
232,Ihlas Bebou\Ihlas-Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,26.0,1994.0,0.1508500772797527,0.1618834080717489,0.15836575875486383,0.08143712574850301,0.16712707182320438,0.11419087136929462,0.19380530973451326,0.17464114832535882,0.41643835616438357,0.18355359765051396,0.4830508474576271,0.16755037115588547,0.34851485148514855,0.39215686274509803,0.28540305010893247,3
249,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,26.0,1993.0,0.10973724884080371,0.13228699551569506,0.15136186770428017,0.11676646706586828,0.12292817679558009,0.09402489626556018,0.131858407079646,0.10925039872408292,0.2904109589041096,0.12922173274596185,0.4491525423728814,0.14740190880169673,0.13663366336633662,0.4117647058823529,0.27233115468409586,3
